acousticness,popularity
0.0659,51.33333333
0.0659,59
0.0659125,46.875
0.06595,48
0.065956,60.5
0.065973333,50.33333333
0.065993625,43.25
0.066,51
0.066,26.5
0.066,64
0.066,62
0.066024286,40.28571429
0.0661,60
0.0661,55
0.0661,44
0.066143077,25.46153846
0.0661525,46.25
0.0662,56
0.06625,0.5
0.06628,51.6
0.066282857,55.42857143
0.0663,49
0.066308571,62.57142857
0.06633,43.5
0.0664,52
0.0664,56.33333333
0.0664,39
0.0664,43
0.0664,53
0.066417368,59.21052632
0.066421538,64.07692308
0.066433333,48.66666667
0.0665,53
0.0665,60
0.066539333,34.77777778
0.06654,58
0.06655,48
0.066566667,66
0.0665804,37.55
0.0666,72
0.06665,58.75
0.066692857,42.57142857
0.0667,66
0.0667,66
0.066733333,56
0.066787077,49.23076923
0.066796667,43.5
0.066825,63
0.066836,46
0.066962881,47.26086957
0.06698675,53.25
0.0670089,54
0.067114286,65.57142857
0.067165,45.5
0.0672,36
0.0672,54
0.0672,37
0.0672,29
0.0672,40
0.067266667,67.33333333
0.0673,64
0.0673,45
0.0673,37
0.067318,38.5
0.067350857,71.57142857
0.0674,56
0.0674,38
0.0675,57
0.067564,37.8
0.0676,51
0.0676,44
0.067666667,54
0.0677,58
0.0677,42
0.0678,43.33333333
0.0678,44
0.0678,21
0.0678,41
0.0678,40
0.067832,47.6
0.067856923,54.07692308
0.0679,68
0.06792,45.8
0.067930328,50.5
0.067944214,37.28571429
0.067981449,44.09433962
0.067994233,48.66666667
0.068011667,45.33333333
0.068033333,50
0.068076621,64.44827586
0.068077105,53.47368421
0.0681,34
0.0682,38
0.0682,60
0.068268304,55.94339623
0.068328,47
0.068367455,59.27272727
0.068468222,56.22222222
0.0685,66
0.0685,68
0.0685,68
0.0685,40
0.0685,58
0.0686,88
0.0686,88
0.068660588,47.05882353
0.0687,37.5
0.06875,58.5
0.068757143,35.42857143
0.068771333,43.66666667
0.0688,46
0.068832759,33.96551724
0.068833333,66.33333333
0.068846,37.2962963
0.0689,53
0.0689,43
0.0689,41
0.0689,51
0.06894125,58.375
0.068943077,59.84615385
0.06895,43.5
0.068967,58.46666667
0.068984319,53.25
0.069,41
0.069,41
0.069,41
0.069033333,47.33333333
0.0691,70
0.0691,43.5
0.0691,48
0.069122222,44
0.069195,35
0.0692,49
0.0692,66
0.0692,51.42857143
0.0692,66
0.0692,41
0.0693,38
0.069348753,57.35294118
0.0694,54
0.069429091,37.18181818
0.0695,61
0.0695,61
0.0695,43
0.06955,70.5
0.0696,58
0.0696,61
0.0696,46
0.0696,63
0.0696,43
0.069663333,40.5
0.0697,54.7
0.069700092,36.66666667
0.069737791,62.06818182
0.0698,50
0.0698,47
0.0699,64.66666667
0.0699,69
0.0699,69
0.0699,60
0.07,61.5
0.07,50
0.07,52
0.07,47
0.07,39
0.07005,48.5
0.07005,55
0.070052308,49.07692308
0.070062,43.2
0.070095,66
0.0701,42
0.0701,59
0.070144,41.2
0.0702,51
0.0702725,49.5
0.0703,23.5
0.07035,63.5
0.070380545,33.40909091
0.0704,55
0.0704,41
0.0704,56
0.070447,54.4
0.070466667,38
0.0705,58
0.0705,44
0.0705,54
0.0706,68
0.070665,51
0.0707,0
0.0707,53
0.070720522,37.15217391
0.070727143,52.14285714
0.070728824,46.23529412
0.07076,30.8
0.0708,47
0.0708,57
0.0708,35.88888889
0.071,29
0.07105,59
0.071066667,58.33333333
0.0711,34
0.0711,34
0.0711,34
0.0711,34
0.0711,34
0.0712,0
0.0712452,62
0.0713,26
0.0714,60.57142857
0.0714,66
0.0714,66
0.0714,66
0.0714,29
0.0714,66
0.0714,23
0.0714709,45.8
0.071475,77.75
0.0715,60
0.071547143,26.85714286
0.071566667,68.16666667
0.0716,39
0.0716814,43.13333333
0.0717,47
0.07175,59
0.071755556,52.33333333
0.071777179,42.41025641
0.0718,29
0.0718,41
0.0718,50
0.071833333,40.66666667
0.071868333,51.66666667
0.0719,48
0.0719,73
0.0719,73
0.0719,0
0.0719,0
0.07195,34
0.071984286,45.85714286
0.072,0
0.072,38
0.07203375,64.5
0.07204,36.2
0.07205,51.5
0.0721,40
0.0721,46
0.072156661,65.19642857
0.0722,38
0.0722,40
0.0722,40
0.0722,53
0.0722,54
0.072266667,55.66666667
0.072279167,34.25
0.07229,49.33333333
0.0723,40
0.0723,40
0.0723,40
0.0723,40
0.0723,41
0.0723,34
0.072333333,67.5
0.07234,43.33333333
0.0724,75
0.0724,70
0.0724,45
0.072425229,41.71428571
0.07244,45.4
0.072466667,65.33333333
0.0725,52
0.0725,49
0.0725,59
0.0725,52
0.072568,64.4
0.0725875,34.25
0.0726,77
0.0726,44
0.0726,57
0.072632,58.6
0.0727,41
0.0727,38
0.072768,60.6
0.0728,42
0.0728,62
0.072830036,54.421875
0.072864938,65.5
0.0729,77
0.0729,59
0.0729,71
0.073,56
0.073,67
0.0730266,31
0.0731,56
0.0731,55
0.0731,47
0.0731,34
0.073138917,64.41666667
0.073165,50.5
0.0732,71
0.0732,0
0.0732,0
0.073349091,61.45454545
0.073376923,42.53846154
0.0734,56
0.0735,31
0.0735,33
0.073547778,49.94444444
0.073566667,55.66666667
0.073588,55
0.0736,40
0.0736,0
0.0736,0
0.0736,66
0.0736,60
0.0736,54
0.073606549,56.82352941
0.0736725,40.625
0.07368794,45.3
0.0738,33
0.073826667,55
0.07384,45.8
0.073867333,55.66666667
0.073896667,46.66666667
0.0739,60
0.0739,43
0.0739,37
0.0739,60
0.0739,60
0.074,63
0.074,61
0.074,61
0.07405,20
0.07405,58.5
0.07405,47
0.074083333,66
0.0741,33
0.0741,46
0.074133333,0
0.0742,44
0.0743,37
0.074391304,54.43478261
0.0744,34.58333333
0.0745,39
0.0745,27
0.0746,47
0.0746,29
0.0746,29
0.0746,54.5
0.0746,59
0.0747,3
0.074713,39.6
0.0748,40.45454545
0.074822,56
0.074838,48.75
0.0749,50.66666667
0.0749,57
0.0749,52
0.0749,60
0.07495,48
0.075,31
0.075,40
0.075,36
0.07504,48.5
0.075053125,32.5
0.075095,53.6
0.0751,51
0.0751,50
0.075165243,46.7027027
0.075185714,57.57142857
0.0752,58
0.075278333,56
0.0753,32
0.075342105,44.94736842
0.075383333,44.88888889
0.0754,53
0.0754,38
0.0754,61
0.075460594,52.25
0.0755,57
0.075526444,52.74074074
0.0756,54
0.075622222,55
0.07565,67.5
0.07565,45.5
0.075664838,73.59459459
0.075666667,59.33333333
0.0757,16
0.0757,16
0.0757,50.66666667
0.0757,41
0.075707028,55.0875576
0.075725,40.5
0.0757425,39.5
0.07575,49.25
0.075768656,0.78125
0.0758557,72.7
0.07588675,61.33333333
0.0759,37
0.075925706,39.70588235
0.075979311,41.99029126
0.076,61
0.076,58
0.0761,69
0.0761,66
0.0761,42
0.0761,66
0.0761,62
0.0761,44
0.076101,63
0.076128542,67.36458333
0.0761375,6.75
0.07614155,61.14414414
0.076175,50.75
0.0762,0
0.0762,0
0.0762,61
0.0763,27
0.076398478,48.7826087
0.0764,69
0.0764,38
0.07645,62
0.0765,56
0.076544167,39.47916667
0.07655,30.75
0.076553235,42.64705882
0.076578985,38.95
0.0766,66
0.0766,58
0.0767,34
0.0767,64
0.0767125,49.625
0.076744167,45.25
0.076792,47.4
0.0768,56.33333333
0.076825,58.5
0.076833333,55.66666667
0.076836,54.5
0.076946667,41.44444444
0.076976667,51
0.077,64
0.077,54
0.077039565,41.47058824
0.07705,61
0.07705,46.5
0.077052073,55
0.077057143,58.71428571
0.0771,58
0.0771,51
0.0771,51
0.0771,76
0.0771,47
0.07712,44
0.077128239,44.39130435
0.077133333,48.33333333
0.0771875,53.75
0.0772,51.5
0.0772,55.5
0.0772,38
0.077214815,54.84259259
0.077232,54.2
0.07734751,37.83333333
0.077369975,49.25
0.0774,47
0.077416667,27.83333333
0.077423,36.4
0.077448333,67.66666667
0.07745,28.8
0.077461333,40.33333333
0.077471111,47
0.07755485,38.38157895
0.0776,49
0.077692708,63.38461538
0.077695,37.5
0.0777,24
0.0777,38
0.077729474,50.94736842
0.07775,53
0.0778,30.5
0.0778,55
0.07785,43.5
0.07788,52.4
0.0779,69
0.0779,69
0.078,44
0.078,35
0.078025,67.75
0.07805,39.5
0.0781,52
0.0781,67.85714286
0.0781,50
0.078118,40.8
0.078153846,46.76923077
0.0782,30
0.07825,53
0.0783,35
0.0783,57
0.07835,52
0.078373333,55.33333333
0.0784,45
0.0785,33.5
0.0785,44
0.078568889,50.94444444
0.0786,43
0.078618125,47.25
0.078623333,55.66666667
0.07865,45.5
0.078675912,40.84615385
0.078695,68.5
0.0787,51.5
0.0787,25
0.0787,65
0.0787,54
0.07875,60
0.07875,33
0.0788,48
0.0788,36
0.07885,65.5
0.0789,62
0.078933333,54.33333333
0.079,30
0.079,56
0.079,53
0.079096176,46.29411765
0.0791,32
0.0791,72
0.0791,0
0.079133333,45
0.0792,41
0.0792,50
0.079235,42.75
0.079264333,25
0.079275938,51.59375
0.0793,54
0.0793,54
0.0793,34
0.079368409,49.59090909
0.0794,34
0.0794,40
0.079433333,84.33333333
0.079466667,33.66666667
0.07949232,40.4
0.0795,63.5
0.079595203,57.1796875
0.0796,55
0.0796,57
0.0796368,52
0.07968619,50.04761905
0.07975,48
0.079785069,32
0.0798,38.5
0.0798,55
0.079895,51.625
0.0799,57
0.079990739,41.34166667
0.08,19
0.08,55
0.0801,43
0.0801,0
0.0801,44
0.080157438,34.1375
0.0801954,38.13333333
0.0802,43
0.0802,62
0.0802,62
0.0802,66
0.080241933,58.94444444
0.0802665,50.5
0.0803,63.6
0.080350529,50.44117647
0.0804,62.66666667
0.080401455,54.54545455
0.08045,58.25
0.080484067,46.83333333
0.0805,33
0.080545,56.5
0.0806,43.5
0.0806,56
0.08064,66
0.0807,53
0.0807,33
0.080790941,54.64705882
0.0808,39
0.0808,39
0.080812857,60.71428571
0.0809,57
0.0809,57
0.08090975,49.25
0.080942857,42
0.08105,46
0.08105,46
0.081094414,49.28571429
0.081094522,56.76086957
0.0811,51
0.0811,56
0.0811,34
0.081154459,57.33333333
0.0812,58
0.0812,55.42857143
0.0812,47
0.08123048,43.6
0.0813,0
0.0813,39
0.081337667,43.5
0.081355,45.75
0.0813825,40.25
0.0814,39
0.08144,37.8
0.0815,60
0.08153,35.66666667
0.0816,48
0.0816,50
0.0816,53.66666667
0.0816,53
0.0817,45
0.081705,56.25
0.081775,34.5
0.0818,29
0.0818,45
0.081824011,54.21052632
0.0818474,0
0.081880488,44.7195122
0.0819,62
0.0819,59
0.081933333,47.22222222
0.082,51
0.082,61
0.082,61
0.082030667,65.5
0.082066667,78.33333333
0.08208,52.75
0.0821,50.33333333
0.082133333,68.66666667
0.0822,32
0.082204417,39.66666667
0.082249857,42.14285714
0.08225,44
0.082286119,40.95522388
0.082362857,51.85714286
0.082366667,34.66666667
0.08245,57
0.082481034,45.48571429
0.0825,53
0.0825,22
0.0825,49
0.0826,57
0.082636667,42
0.082676667,39.5
0.0827,29
0.0827,65
0.0827,48
0.08279,64.33333333
0.0828,50
0.082841333,33.86666667
0.082856667,32
0.0829,52
0.0829,53.5
0.0829,52
0.0829,30
0.083,42
0.083,37
0.083,62
0.08306,60.6
0.083066667,42.88888889
0.083092,35.48387097
0.083156,2
0.0832,43
0.0832,44
0.0832,51.5
0.0832,55.5
0.0832,61.5
0.0832,58
0.0833,50
0.0833,63
0.083386667,45
0.0834,74
0.0834,74
0.08346275,38.75
0.083475,50.25
0.083479545,67.36363636
0.083503158,49.36842105
0.083614286,44.42857143
0.08365,51.5
0.0837,62
0.0837304,44.56
0.0837375,46.625
0.083766667,62.66666667
0.083782857,42.28571429
0.0839,56
0.0839,48
0.0839,0
0.08395,46.5
0.084,34
0.0841,42
0.08415,45.5
0.0842276,48.4
0.0842276,48.4
0.084393333,59.33333333
0.0844,38
0.0844,42
0.0844,39
0.084467424,37.04761905
0.08455,61
0.0846,46
0.084634538,48.53846154
0.08465,52.5
0.0846675,35.25
0.0847,83.5
0.084707255,31.2238806
0.084716,65
0.084773273,54.52272727
0.0848,54
0.0848,43
0.0848,44
0.0848,54
0.0848,54
0.0848,69
0.08485,48
0.084898571,51.71428571
0.0849,31.66666667
0.084998738,47.07692308
0.085,55
0.085,52
0.08504,39.4
0.08504,64
0.085095414,53.15686275
0.085098571,47.92857143
0.0851,58.66666667
0.08511325,49.04166667
0.0852,48
0.0852,55
0.0852,51
0.085223333,58.66666667
0.0853,49
0.0853,18
0.0854,50
0.0855,55
0.085537263,29.5
0.08556,84.5
0.08557,43.33333333
0.0856,35
0.0856,67.5
0.0856,35
0.085608,50.8
0.0856375,36.375
0.085658667,55.93333333
0.085666667,41.66666667
0.085666944,54.17647059
0.0856977,56.3
0.08575,69
0.085775,52
0.0859,50
0.0859,41
0.085939231,52.96153846
0.085953333,57.33333333
0.086024348,42.43478261
0.086075,65.25
0.0861,43.33333333
0.0862,31
0.086226438,49.125
0.086266667,42
0.086275,39.66666667
0.0863,32
0.0863,57
0.0863,56
0.0863,56
0.086304,30.6
0.086316471,66.05882353
0.086352,67.2
0.0864,51
0.0864,51
0.086430567,37.56666667
0.086485417,43.625
0.0865,65
0.0865,47.75
0.0865,40
0.086524444,51.66666667
0.08654444,39.03333333
0.0865575,61.58333333
0.0866,0
0.0866,50.5
0.0866,0
0.0866,66.2
0.08665,54.5
0.0867,0
0.0867,49
0.0867,49
0.0867,63
0.0867,57
0.0867,63
0.0868,52.33333333
0.0869,74
0.0869,30
0.08695,73
0.086951059,62.47058824
0.087,49
0.087025,47.125
0.08704,50.8
0.087089043,49.375
0.0871,51
0.0871,39.5
0.0872,44
0.0872,46
0.0872,56
0.0872,56
0.087233333,58
0.08725,50.5
0.087266667,44
0.0873,44
0.08738,52.6
0.0874,53
0.0874,42
0.0874,33
0.087407273,53.81818182
0.087433333,52.33333333
0.087437172,57.88652482
0.08755,53
0.087593333,65
0.0876,52
0.0876,59
0.0877,57
0.0877,28
0.087766667,39
0.0878,6
0.0878,45
0.087903333,42.33333333
0.0879125,48.75
0.08795,58
0.0879578,0
0.087975,48.75
0.0879875,59.375
0.088,61
0.0881,49
0.0881,46
0.0881,46
0.0882,50.33333333
0.0882125,46.375
0.088266667,54
0.088298426,33.68852459
0.0883,45
0.0883,31
0.088303633,33.13333333
0.088379513,53
0.088426667,56.55555556
0.088450815,64.64814815
0.0885,51
0.0885625,61.5
0.088578007,41.13333333
0.0886,28
0.0886,53
0.0886,63
0.0886,44
0.088607692,60.23076923
0.088633333,0
0.0887,20
0.088749118,67
0.088766667,51
0.08885,58.5
0.088850605,44.10526316
0.0889,59
0.0889,40
0.0889,59
0.0889,59
0.0889,0
0.088975,71.75
0.08902,42
0.08904,20
0.08905,47.5
0.0891,46
0.0891,74
0.0892,41.33333333
0.0892,58.33333333
0.0892,11
0.0892,55
0.089207059,48.76470588
0.08925,0
0.089273926,62.33333333
0.0893,53
0.08945,39
0.0894525,48.25
0.089466667,54
0.0896,60
0.0896,50
0.089642119,41.80597015
0.0897,63
0.0897,38
0.0897,28
0.0898,69
0.089832,50.4
0.089833333,61.33333333
0.08985,42.5
0.089883696,49.2826087
0.0899,57.25
0.0899375,60.25
0.0899436,38.2
0.090029019,54
0.09004695,0.5
0.090085,42.20588235
0.090093846,45.76923077
0.0901,59
0.0901,59
0.0901,67
0.0901,32.5
0.0901,59
0.0901,44
0.0901,61
0.0901,50.5
0.09016887,44.04347826
0.0902,32
0.0902535,41.47727273
0.090271429,67.42857143
0.0903,48
0.0903,48
0.0903,40
0.0903,55
0.0903,55.5
0.090308,50.6
0.090393,43.6
0.0904,59
0.090414111,49.88888889
0.090495,69.25
0.0905,52
0.0905,55
0.09052,53
0.0905657,48.65
0.090581818,51.18181818
0.0906,62
0.0906,53
0.0906,44
0.0906,62
0.0906,62
0.090608195,56.6097561
0.0907,92
0.090711667,53.33333333
0.090729074,39.72222222
0.0907975,51.25
0.0908,48
0.0908,59
0.0909,55.5
0.090937143,50.35714286
0.090941667,30.16666667
0.09095,26.5
0.090987273,36.63636364
0.091,42
0.091,42
0.09105,54
0.0911,39
0.0911,57
0.0911,44.33333333
0.09111,51.5
0.09115,56.27272727
0.09118,47
0.0912,0
0.0912,44
0.0912,0
0.0912,39.5
0.0912,0
0.0913,1
0.0913,1
0.091348333,51
0.091357143,52.14285714
0.0914,66
0.0914,56.5
0.0914,66
0.091466667,53.66666667
0.0915,0
0.09155484,37.26666667
0.0916,57
0.0916,50
0.091623077,53.15384615
0.091650823,55.84615385
0.0917,53
0.0917,53
0.0917,46
0.091753846,71.76923077
0.0918,63
0.0918,63
0.091966667,59.33333333
0.091985641,76.28205128
0.092,0
0.092028,0
0.092033333,75.33333333
0.092053333,67.33333333
0.092079167,36.66666667
0.0922,36
0.092230769,45.07692308
0.092283909,32.63636364
0.092285424,47.89830508
0.0923,62
0.0923,60
0.092309714,63.92857143
0.092323333,61.66666667
0.0924,51
0.092433333,66
0.0925408,52.64
0.092583,42.75
0.0926,70
0.09265275,41.5
0.092699176,46.58823529
0.0927,77
0.0927,77
0.092751,34
0.0928,32
0.09282,60.6
0.092966667,43.66666667
0.0929875,44.625
0.0929932,5.2
0.0929934,45.8
0.093,37
0.093,54
0.093,48
0.0930478,51.7
0.093185,23
0.0932,63
0.093222667,57.33333333
0.09325,33
0.0933,44
0.0933,47
0.09330422,48.4
0.093304444,46.11111111
0.093320952,48.38095238
0.093357143,48.28571429
0.093361538,48.23076923
0.0935,40
0.0935,47
0.09355,40.5
0.09355,40.5
0.09355,40.5
0.09355,40.5
0.09355,40.5
0.09355,40.5
0.09355,40.5
0.0936,0
0.0936,44
0.093613333,52
0.0937,63
0.0937,45.33333333
0.093725,45.75
0.0937742,44.21052632
0.0938,42
0.0938,65.5
0.0938,36
0.0938,42
0.0938305,63.95
0.09385,49.5
0.0938738,61.45454545
0.0939,53
0.093912885,37.88461538
0.09394,50.2
0.09395,68.5
0.094,42
0.094045,46.5
0.094078889,42.42105263
0.0942,67
0.0942,67
0.0942,52
0.094233333,65
0.0943,62
0.0943,61.5
0.0943,59
0.0944,65
0.0944,24
0.0944,50
0.0944,49
0.0944,45.5
0.0944482,50.7
0.09447,39.625
0.0945,68
0.0945,36
0.0946,58
0.0946,35
0.094651667,47.5
0.094666667,48.66666667
0.0947,78
0.09471625,44.5625
0.0948,36
0.094827287,2.782608696
0.09487,66
0.094875,67
0.09489625,49.5
0.0949,54
0.095,30.33333333
0.095023333,48.33333333
0.095066667,29
0.0951,57
0.0952,47
0.095215714,65.28571429
0.095219496,36.03135889
0.095268,54
0.095298286,57.85714286
0.0953,33
0.09535,47
0.0954,43
0.095433333,32.33333333
0.0955,37
0.095568,43
0.095576,41.8
0.09565,39
0.0958,40
0.0958,45
0.095825,35.5
0.0959,67
0.0959,60
0.095916415,30.60377358
0.09593625,40.5
0.09596875,25.75
0.096099625,31.75
0.0961,61
0.0961,39
0.0961715,58.5
0.0962,48
0.0962,60.19047619
0.0962,1
0.096275,44.5
0.0963,0
0.0963,53
0.0963,39
0.0963,50
0.096328012,61.17647059
0.0964,46
0.096416,41.06666667
0.0964574,44.08
0.0965,45
0.096509091,50.90909091
0.09650922,53.93710692
0.096555,53
0.0966,0
0.0966,57
0.0966,49
0.096642,48.875
0.096675,50.5
0.096678571,55.5
0.0967,64.5
0.0967,0
0.09696,48.8
0.097,69
0.097,26
0.0970242,61.5
0.09703768,32.88
0.097077333,58
0.0971,47
0.0971,60
0.0972,52
0.0972,37
0.0973,50
0.0973,55
0.0973,75
0.097318333,52.66666667
0.0974,57.5
0.0974,16
0.0974,47
0.097425,60.25
0.0974625,58.5
0.097472149,55.975
0.0975,56
0.09755625,30.08333333
0.097584,22
0.0976,1.5
0.097615,0
0.097628571,40.28571429
0.0976654,26.8
0.0977,65
0.0977,53
0.0977,71
0.0978,38
0.0978,58
0.097819267,56.70833333
0.09785,48.5
0.097866667,68.33333333
0.097891,29
0.098,38
0.098,38
0.098,37
0.098008,46.53333333
0.0981,36
0.0981,50
0.09815,64.75
0.09815,70.5
0.0982,43
0.098233333,32
0.09825,43.5
0.0983,43
0.0983,43
0.0983,43
0.0983,65
0.09837,59.8
0.0984,50
0.0984,50
0.0984,75
0.0984,40
0.0984,41
0.098401856,59.67948718
0.098438806,52.19444444
0.09846,63.125
0.0985,39
0.0985,42
0.0985875,50.125
0.0986,0
0.0986,60
0.0986,66
0.0987,48
0.0987925,52.625
0.0988,58
0.0988,53
0.09882,43.5
0.098823636,48.72727273
0.0988865,51.75
0.0989,64
0.0989,48
0.09892,67.4
0.099,39
0.099007988,63.6625
0.099066667,55.66666667
0.099105924,54.73195876
0.099119212,40.60606061
0.099130541,54.02702703
0.0992,63
0.0992,44
0.09924,66.2
0.099333684,43.10526316
0.099344706,38.64705882
0.09935,43.5
0.099353617,68.42857143
0.0994,59
0.099443846,66.03846154
0.099446667,56.33333333
0.09945,64
0.099497228,62.8245614
0.0995,53
0.0995,53
0.0995,53
0.099513333,40.2
0.099559,56.13333333
0.0996,43
0.099678667,66.26666667
0.0997,0
0.0997,0
0.0997,0
0.09973,38.28571429
0.09974037,71.22222222
0.09975,51.5
0.0998,67
0.0998,71.5
0.0998,20
0.099857931,45.65517241
0.099867059,48.05882353
0.0999,49
0.09995,42.5
0.1,75
0.1,61
0.1,75
0.1,0
0.1,75
0.1,64
0.1,40
0.1,42
0.1,51
0.1,48
0.1,47
0.1,43
0.1,60.5
0.1,55
0.100006667,63.13333333
0.10005,45.66666667
0.10008,68.8
0.100177778,35.44444444
0.10019625,57.75
0.10042,44.66666667
0.100423917,65.5
0.100445,82.25
0.100459291,30.95454545
0.100547077,45.76923077
0.100580309,39.10067114
0.100645429,46.28571429
0.100813308,38.41025641
0.100946,43
0.101,22
0.101,63
0.101,52
0.101,0
0.101,37
0.101,47
0.101,41
0.101,36
0.101,37
0.101029052,29.68148148
0.101030476,62.57142857
0.1011,50.66666667
0.10115,48.5
0.10125,40.5
0.101322222,53.88888889
0.10135,54
0.101504649,53.90909091
0.101597933,43.86666667
0.101607143,33.42857143
0.101733333,40
0.101792727,68.09090909
0.101874544,43.44444444
0.101933333,39
0.101933536,36.17857143
0.101935,54.33333333
0.102,30.5
0.102,65
0.102,50
0.102,47
0.102,60
0.102,50
0.102,60
0.102,69
0.102,58
0.102,39
0.102,0
0.102,48
0.102,69
0.102,46
0.102,56
0.102,66
0.102,53
0.102038733,55.26666667
0.10205,33.5
0.10215,65.5
0.102265,32.25
0.102266761,46.40425532
0.102327234,54.38297872
0.102466667,29.66666667
0.102497556,60.05555556
0.1025,40
0.1025,46.5
0.102518488,50.88372093
0.10257145,28.65
0.1026,48.57142857
0.10262,54.5
0.102666667,48.66666667
0.102675429,41.28571429
0.102857394,51.20472441
0.102866667,58
0.1028875,44.125
0.1029,56.66666667
0.102918,55.2
0.102956,39
0.102968333,31.83333333
0.103,60
0.103,50
0.103,6
0.103,55.5
0.103,62
0.103,76
0.103,50
0.103,60
0.103,6
0.103,38
0.103,53
0.103,44
0.103033995,45.48148148
0.103066667,54
0.1031,51.4
0.1031,30.5
0.103133333,75.66666667
0.103133333,27.66666667
0.10318,53.53333333
0.1032,48.5
0.103315168,39.94
0.103340071,57.78571429
0.103465,47.55
0.103483333,43.66666667
0.103582688,40.5
0.103651429,58.28571429
0.103653333,53.20833333
0.103666667,0
0.10384,34.2
0.10395,47.75
0.103952696,52.18045113
0.104,60
0.104,63
0.104,55
0.104,53
0.104,0
0.104,63
0.104,55
0.104,68
0.104,68
0.104097344,38.37037037
0.104154545,53.27272727
0.104157656,65.125
0.1042,48.2
0.1042125,40.5
0.1043016,52.4
0.10435,47
0.104419091,0
0.104553351,46.52066116
0.104564706,59.17647059
0.104626733,58.06666667
0.104655,64
0.104675,31.75
0.104675,46.25
0.104736667,42.66666667
0.104775789,50.21052632
0.104781,66.88636364
0.104876921,48.28947368
0.104974286,36.07142857
0.105,3
0.105,35
0.105,61
0.105,53
0.105,44
0.105,39
0.105,72
0.105,45
0.105,60.33333333
0.105,36
0.105,35
0.105,42
0.105,35
0.105,49
0.105072727,54.18181818
0.10509382,44.09009009
0.1050958,69.8
0.1051,55.71428571
0.105183333,45.66666667
0.105225,63.25
0.105425,40.25
0.105490833,72.25
0.1055,36
0.105533333,38.66666667
0.105555,43
0.10555625,34.625
0.105566667,38
0.105567967,60.33333333
0.105576125,51.125
0.1056,54
0.1056,54
0.105633333,40.33333333
0.1057,40.5
0.105719167,56.66666667
0.105765,50.5
0.105786667,54.25
0.105799,52.6
0.105933333,75.33333333
0.106,62
0.106,59
0.106,46
0.106,35
0.106,36
0.106,49
0.106,52
0.106,35
0.106,44
0.106,44
0.106,75
0.106012162,61.37373737
0.106133333,49
0.10615,40
0.106185,48.5
0.1062,36.75
0.106269512,57.82926829
0.10633971,59.73160173
0.10634,48.75
0.106425,52.5
0.1064375,60.5
0.10644,33.6875
0.1065,48.5
0.10668,70.2
0.106777143,49.42857143
0.106879412,26.52941176
0.1069,43.75
0.1069,65.5
0.106966667,0
0.107,35
0.107,63
0.107,68
0.107,36
0.107,45
0.107,45
0.107,54
0.107,45
0.107,48
0.107,45
0.107,63
0.107,33
0.107,64
0.1071,54
0.107199,41
0.107266667,58.5
0.107335,38.25
0.107338795,40.22360248
0.1073915,53.8
0.107421515,68.6969697
0.1074514,53.6
0.107475,33.75
0.10754,44.5
0.1076,43
0.107771311,40.04918033
0.107861806,34.32258065
0.1079375,55.25
0.10799,52.125
0.107998942,43.49358974
0.108,37
0.108,45
0.108,37
0.108,27
0.108,40
0.108,52
0.108,50
0.108,57
0.108,25
0.108,37
0.108,59
0.108,37
0.108,45
0.108055,34.5
0.108295,57.5
0.1083,67.5
0.108306667,61.25
0.108526313,67.25
0.108563333,63.38888889
0.108575624,49.53691275
0.10865,49
0.108701818,44.63636364
0.108721667,48.25
0.108777647,41.05882353
0.108844444,36.55555556
0.108910021,70.18085106
0.108922308,70.38461538
0.108933333,36.33333333
0.108966667,57
0.10898,60.975
0.108992289,56.10526316
0.109,47
0.109,52
0.109,71
0.109,68
0.109,52
0.109,57
0.109015714,38.14285714
0.109058615,65.61538462
0.109087908,49.47457627
0.109133333,33.33333333
0.109136667,60
0.1093,74
0.109318,40
0.109344444,56.33333333
0.1094,42
0.109466667,52.66666667
0.109542174,60
0.109553133,37.98888889
0.109557792,40.77083333
0.1096,47.5
0.109633037,48.48148148
0.109675,57.75
0.10979,42.8
0.10995,52
0.10997,47.8
0.11,28
0.11,60
0.11,29.33333333
0.11,56
0.11,45
0.11,51
0.11,39
0.11,34
0.11,38
0.11,46
0.11002375,32.625
0.110033333,59.66666667
0.110235,61.25
0.110266667,45.33333333
0.110390957,55.41304348
0.1104,23
0.1104,23
0.11045,44.25
0.110450526,33.27777778
0.110463143,55.0625
0.1105,66
0.1105,31
0.1105,31
0.110566667,49.66666667
0.110706667,43.66666667
0.11078,44.2
0.1108,54
0.110815,40.75
0.110816667,53.5
0.110835,48
0.11084,60.8
0.110858843,48.71428571
0.111,51
0.111,86
0.111,40
0.111,37
0.111,58
0.111,50.33333333
0.111,86
0.111,86
0.111,50
0.111,41
0.111,86
0.111,53
0.11105,60
0.111296667,43.66666667
0.111428571,82.28571429
0.1114975,45.25
0.1115,46
0.1115585,52
0.1116,66.4
0.111619533,45.32911392
0.111623184,31.86842105
0.1116472,46.64
0.1117,59
0.111873333,67.94444444
0.111887,36
0.111887632,66.94736842
0.1119,57.75
0.11195,47.5
0.112,49
0.112,28
0.112,62
0.112,28
0.112,59
0.112,0
0.112,28
0.112,0
0.112,62
0.112,52
0.112,73
0.112,39
0.112,0
0.112,0
0.112,30
0.112,46
0.112,62
0.112,0
0.112,54
0.112,54
0.112000385,67.25
0.11202848,54.44
