acousticness,popularity
0.386618182,39.90909091
0.386985714,34.85714286
0.387,66
0.387,9
0.387,66
0.387,40
0.387,56.5
0.387016,30
0.3872,34.4
0.3872,50.5
0.3873875,49.5
0.387433256,61.36046512
0.387666667,64.66666667
0.387678,33.3
0.387816667,48.33333333
0.388,42
0.388,65
0.388,47
0.388,65
0.388,40
0.388,81
0.388,22
0.388,37
0.388,64
0.388,65
0.388,62
0.388,42
0.388022222,52.22222222
0.38803975,25.75
0.388083333,45.83333333
0.3881025,47.75
0.3885,59
0.388532118,63.70588235
0.3887,64.5
0.388766667,51
0.388980655,43.93103448
0.389,58
0.389,38
0.389,58
0.389,48
0.389,57
0.389,55.33333333
0.389,45.33333333
0.38929612,45.16585366
0.38942552,38.48
0.389913333,35.55
0.38999,72.94444444
0.39,79
0.39,31
0.39,0
0.39,62
0.39,31.5
0.39,52
0.39,62
0.39,62
0.3901,38.78666667
0.39025,42
0.390451613,46.41935484
0.3905,20.25
0.3905,55
0.3905,42
0.390550667,39.13333333
0.39061,49.8
0.390650378,43.07983193
0.390666667,40.66666667
0.390675,37.4375
0.390722148,33.88590604
0.390833333,38.66666667
0.3909,34.7
0.391,64.1
0.391,57
0.391,44
0.391,40
0.391,52
0.391,33
0.391,62
0.391157778,57.44444444
0.391333333,22.33333333
0.3914925,29.75
0.3915,35.5
0.39157,32.775
0.391666667,32
0.391764115,42.85714286
0.391883333,56.83333333
0.391942424,38.40151515
0.391992187,16.8203125
0.391992188,16.8203125
0.391992188,16.8203125
0.392,37.75
0.392,62
0.392,62
0.3922,27
0.3922,56.8
0.392325,59.75
0.392333333,45.33333333
0.392475728,25.90291262
0.3925,38.57142857
0.392565,47.5
0.392666667,41.33333333
0.392777778,58.44444444
0.393,77
0.393,57
0.393,57
0.393,57
0.393,57
0.393,46
0.393,42
0.393,57
0.393,57
0.393,42
0.3931,26
0.3932,45
0.3933,44.75
0.393355248,44.76190476
0.3935,0
0.3938,43.8
0.394,0
0.394,34.5
0.394,47.5
0.394,61
0.394,44
0.394,60.5
0.394,62.33333333
0.394,40.66666667
0.394,38
0.394,30
0.394,55
0.3941,33
0.39414,71.3
0.394175,49
0.39429875,38.875
0.394444444,49.66666667
0.3945,46.75
0.394666667,34
0.395,69
0.395,73
0.395,56
0.395,59
0.395,42
0.395103125,58.140625
0.395142857,61
0.39516,37.8
0.395347619,37.19047619
0.395351852,32.62962963
0.395461538,44.53846154
0.3955,50.5
0.3955,50.5
0.3955,57
0.3955,45
0.3955,35.5
0.3955,26.36363636
0.395555556,53
0.395573913,44.26086957
0.395636364,49.54545455
0.39575,36.25
0.39575,35
0.395753846,56.23076923
0.395920923,43.78461538
0.395922727,67.01515152
0.396,30
0.396,45
0.396,56
0.396,29
0.396,58
0.396,31
0.396,56
0.396,66
0.396,66
0.39606855,36.61572052
0.396215498,32.91774892
0.396328571,76.42857143
0.397,74.75
0.397,35
0.397,37
0.397,38
0.397,0
0.3973,67.66666667
0.397314091,45.54545455
0.397333333,44.66666667
0.397482353,53.55882353
0.3975,42
0.39775,0
0.39780625,30
0.3979,37.5
0.397951485,51.92079208
0.398,59
0.398,50
0.398,42
0.398,55
0.398,36
0.398,48
0.39825,43.5
0.3983125,40.75
0.398457708,45.25
0.398497727,27.80204778
0.3985,21.5
0.39855,25.5
0.398724286,34.28571429
0.399,51.5
0.399,62
0.399,33
0.399,55
0.399,40
0.399075,25.5
0.399228575,27.03145336
0.399333333,56
0.399333333,45.33333333
0.399333333,56
0.3995,48.5
0.39951525,44.5
0.3996,37.4
0.399857143,55
0.39996,0.4
0.4,32
0.4,40
0.4,42
0.4,32
0.4,43
0.400014286,34.28571429
0.400234048,34.75793651
0.400285714,42.71428571
0.400288889,49.16666667
0.400333333,41
0.4005,37.5
0.400571429,41.71428571
0.40059,57.4
0.400666667,40.66666667
0.400725714,0
0.400752941,26.58823529
0.400775,49.8125
0.40093,33.5
0.401,51
0.401,51
0.401,35
0.401,47
0.401,26.66666667
0.401,48.38461538
0.401,39
0.401,49
0.401032,41.2
0.40108077,39.31609195
0.401333333,57.66666667
0.401385,58
0.401391667,66.08333333
0.40165,53.75
0.40186374,70.65853659
0.40188,49.4
0.402,61
0.402,35
0.402,69
0.402,40
0.4021,46.5
0.4022,49.8
0.402322308,44.38461538
0.402333333,30.22222222
0.4024,50.66666667
0.4025,54.5
0.402666667,41.66666667
0.402833333,45.33333333
0.402963636,69.90909091
0.403,60.33333333
0.403,39
0.403,45
0.403,40
0.403,8.5
0.403071053,39.68421053
0.403377778,36.25925926
0.4035,38
0.4035,49.5
0.4035,69.5
0.4035,57
0.403625,3.375
0.4038,46.4
0.404,66
0.404,48
0.404,24
0.404,54
0.404,60
0.404,66
0.404,60
0.404,46
0.404,58
0.404,32
0.404,61
0.404,53
0.404,40.33333333
0.404179747,42.16455696
0.404389831,63.86440678
0.40446,66
0.4045,34.66666667
0.4045,34.5
0.4045755,51
0.404675,46.375
0.4048,32.6
0.404858824,52.82352941
0.405,48
0.405,57.83333333
0.405,55
0.405,41
0.405,63
0.405,37
0.405,46
0.405121154,41.96153846
0.405128571,26.57142857
0.405342348,40.56521739
0.405385455,25.81818182
0.40555,51.5
0.4056,33
0.405783333,61
0.405857143,41.85714286
0.40595,62.3
0.406,61
0.406,44
0.406,60.5
0.406,3
0.406,40
0.406,52.75
0.406,49.5
0.406,84
0.406,40
0.406048085,48.34042553
0.40615,28.88235294
0.4062,0
0.406704,0
0.406704444,55.05555556
0.40675,46.375
0.40675,26.5
0.406833333,50.16666667
0.40687125,32.4375
0.407,45
0.407,48.66666667
0.407,35
0.407,25.66666667
0.407,37
0.407,54
0.407,43
0.407333333,39
0.407333333,14.66666667
0.4074,32.4
0.407472391,43.52173913
0.407686,58.4
0.4078,60.5
0.40795,42
0.408,46.5
0.408,49
0.408,38
0.408,31
0.408,32
0.408,44
0.408,48
0.408010004,36.03561644
0.4085,72
0.40855,60
0.408888889,41.11111111
0.409,2
0.409,62
0.409,44
0.409,51
0.409,48
0.409,0
0.409,51
0.409,43
0.409,44
0.409,49
0.409,44
0.409078571,37
0.409333333,45.66666667
0.40956,39
0.4096,68.2
0.409785714,36.42857143
0.41,33
0.41,67
0.41,34
0.41,46
0.41,68
0.41,56
0.41,62
0.41,41.5
0.41,36
0.410142308,30.57692308
0.410166667,36
0.41025,46
0.410333333,76
0.4105,0
0.410513782,28.88235294
0.410525484,37.19354839
0.410857143,41.28571429
0.411,59
0.411,18.5
0.411,62
0.411,55
0.411,68
0.411,38
0.411,14
0.41124,67
0.411375,71.5
0.411461224,28.53061224
0.411506229,50.05714286
0.411613333,34.4
0.411666667,33
0.411844444,69.33333333
0.411885714,64.14285714
0.412,28.6
0.412,33
0.412,36
0.412,33
0.412,44.75
0.412,29
0.412,62.5
0.412,11.66666667
0.412213333,46.86666667
0.412289474,38.21052632
0.412290909,57.18181818
0.412333333,44.33333333
0.412333333,0
0.4125,26
0.4127,30.5
0.412763636,0
0.412902533,47.46666667
0.413,47
0.413,57
0.413,54
0.413142857,34.28571429
0.4135,48
0.4135,51.5
0.41364,56.2
0.413666667,35.33333333
0.413666667,40.33333333
0.41375,53
0.41375,50.5
0.414,57
0.414,2
0.414,50
0.414,2
0.414,50
0.414075789,39.52631579
0.4146,43.6
0.414611111,34.16666667
0.414625,39.5
0.414672931,66.23448276
0.415,30
0.415,53
0.415,70
0.415,35
0.41550625,33.1875
0.4156,53.33333333
0.415865385,36.34615385
0.41587931,35.93103448
0.416,42
0.416,3
0.416,74
0.416,64
0.416,66
0.416,67
0.416,58.33333333
0.416,47
0.41602,28.2
0.416222222,45.44444444
0.416233333,33.58333333
0.416288235,32.89215686
0.416333333,58.33333333
0.416428,50.2
0.416666667,55.33333333
0.416748101,30.23628692
0.4168,45.66666667
0.417,39
0.417,60
0.417,48
0.417,13
0.417066667,36.66666667
0.417107158,17.42105263
0.41725625,50.0625
0.417333333,64
0.417333333,53.33333333
0.417472593,27.7037037
0.4175,44.4375
0.41772,45.5
0.41775,48.25
0.417811765,39.05882353
0.418,64
0.418,45.5
0.418,51
0.418,47
0.418,35
0.41832,42
0.4184,41
0.41848,52.2
0.4185,24.25
0.4185,30
0.418666667,29
0.41875,36.5
0.418771429,36.42857143
0.418877,46.8
0.418909091,24.90909091
0.419,40.33333333
0.419,54
0.419,54
0.419,35.25
0.419,37
0.419,41
0.41916,51.88
0.419384615,34.76923077
0.419433333,38.16666667
0.419453333,41.93333333
0.419590476,61.85714286
0.419677778,51.33333333
0.419714286,47.14285714
0.41975,29.375
0.42,57
0.42,49
0.42,42
0.42,0
0.42,41
0.42,70
0.42,28
0.42,67
0.42,25
0.420039216,64.37254902
0.4202,30.2
0.420296296,42.37037037
0.42043,37.8
0.4205,55.5
0.4205,46
0.420666667,35
0.420682727,33.90909091
0.4207,53.66666667
0.4207048,46
0.420850333,39.66666667
0.421,35
0.421,62.66666667
0.421,65
0.421146667,34.89333333
0.421155556,39.14814815
0.4212,27.6
0.421201399,43.6013986
0.42126,50.3
0.421275,32.04166667
0.4215,52
0.421626667,41.33333333
0.421731579,73.02631579
0.421845833,32.375
0.421863636,40
0.421963636,43.27272727
0.422,54
0.422,45
0.422,61
0.422,54
0.422,52
0.422,59
0.422,45
0.42246,29.6
0.422485714,38.23809524
0.4226,62.33333333
0.422666667,25.66666667
0.422971429,31.21428571
0.423,38
0.423,58
0.423,42
0.423,58
0.423,55
0.423,31.5
0.423,38
0.423,58
0.423,68
0.423,23
0.423004348,31.36956522
0.423024138,25.68965517
0.42305,66.95
0.4231875,32.875
0.4234,37.6
0.4234582,33.40776699
0.4235,50.75
0.423532,12.75
0.42354,45.2
0.423552,37.584
0.423843972,39.0141844
0.424,52
0.424,0
0.424,27
0.424,88
0.424046076,34.12658228
0.424248814,30.38983051
0.42425,29
0.4245,44.5
0.4245,47.5
0.42456,38
0.4245625,37.9375
0.424666667,47.66666667
0.42475,39.5
0.424833333,29.66666667
0.425,45.5
0.425,31
0.425,52
0.425,39
0.4252,47.6
0.425372727,61.36363636
0.4257,47.14285714
0.42575,50.5
0.42575,64.5
0.425777778,69.88888889
0.425898737,30.51578947
0.426,24
0.426,53
0.426,51
0.426,24
0.426,51
0.426,43
0.426,32.5
0.426,24
0.426,24
0.426,24
0.426,24
0.426,55
0.426,24
0.426,24
0.426,32
0.426,24
0.426,53
0.426,37
0.426,58.5
0.426153846,31.76923077
0.426210526,31.73684211
0.426288889,34.22222222
0.426327083,52.76041667
0.4265,37
0.42662381,65.83333333
0.426652778,41.25
0.4267,39.5
0.426734483,30.44827586
0.427,46
0.427,69
0.427,47
0.427,34
0.427,71.5
0.427,32
0.427275,37.75
0.4274,42.4
0.4275,38.5
0.427555556,28
0.42775,57.75
0.4277625,44.75
0.427928571,42.57142857
0.428,68
0.428,65
0.428,44
0.428,73
0.428,55
0.428,53
0.428,43
0.428,24
0.42804,19
0.42805,45
0.42834,14.6
0.4284,62.33333333
0.4285,45
0.4285,61.5
0.4285,66.75
0.428535385,45.92307692
0.4288,48.8
0.428866667,69.33333333
0.429,51
0.429,50
0.429,34.25
0.429,57
0.429054054,28.24324324
0.429333333,20.33333333
0.429364706,59.82352941
0.429433333,0
0.42964,29
0.429681818,39.68181818
0.429692308,27.76923077
0.42975,39
0.429889091,47.04545455
0.43,56
0.43,54
0.43,54
0.43,48
0.43,41
0.43,0
0.43,49
0.43,52
0.43,44
0.43,0
0.4301,43
0.430255,27
0.4303,60.8
0.430445263,64.47368421
0.4305,29
0.4305,54
0.4305,28.5
0.430601616,70.50505051
0.430714286,30.78571429
0.430753846,51.07692308
0.430770196,38.62745098
0.430833333,52
0.430974497,32.63087248
0.431,62
0.431,51
0.431,48
0.431,29
0.431,29
0.431,48
0.431,34
0.431,48
0.431,48
0.431,44
0.431,48
0.431,48
0.431,42
0.431,63.66666667
0.431,48
0.431,44
0.431,48
0.431,48
0.431,30
0.431,48
0.431075,46.33333333
0.431285714,67.68571429
0.431730769,31.15384615
0.43175,51.25
0.432,24
0.432,53
0.432,55
0.432,69
0.432,49
0.432,23
0.432,58
0.432257143,40.85714286
0.43226,31.7
0.432333333,56.66666667
0.432366667,37.33333333
0.432561404,40.43859649
0.432628571,39.71428571
0.43268,47.2
0.4328125,62.46875
0.432833333,0
0.432866667,33.33333333
0.433,56.5
0.433,30
0.433,41
0.433,78
0.433,40
0.433,63
0.433066667,45.33333333
0.433142857,62.85714286
0.4332,52
0.433211111,25.38888889
0.433236364,19.54545455
0.433380952,56
0.4334,44.2
0.4335,29.75
0.4335,43
0.4335,29.75
0.433575,56.25
0.433690909,39.18181818
0.43385,60.55
0.434,44
0.434,50
0.434,66
0.434,36
0.434333333,57.66666667
0.434428571,44.57142857
0.434468974,32.0534188
0.4345,32.75
0.435,41
0.435,54
0.435,67
0.435,50.5
0.435,69
0.435,69
0.435,70
0.435125,57.5
0.435454286,43.85714286
0.4356,45.8
0.435706667,61.13333333
0.435925,28.5
0.435926667,27.8
0.436,45.14285714
0.436,34
0.436,60
0.436,66
0.436,0
0.436,14
0.436,39
0.436181818,59.15909091
0.436333333,42.66666667
0.436333333,42.66666667
0.436333333,42.66666667
0.436425,68.08333333
0.436666667,64.66666667
0.43685,37
0.4368625,48.84375
0.4369,42.33333333
0.436928571,44.10714286
0.437,73
0.437,55.125
0.437,32
0.437151724,44.89655172
0.437333333,64
0.43755,41.75
0.437565217,39.17391304
0.437666667,61.66666667
0.437666667,46.66666667
0.437666667,33
0.437694444,17.66666667
0.437711765,34.32352941
0.437824,40.68
0.438,47
0.438,47
0.43815,56.5
0.43825,38.5
0.438285714,53.92857143
0.438555556,47.88888889
0.43856381,24.14285714
0.4386,64.2
0.438671833,31.66666667
0.438789474,32.31578947
0.438866667,37.73333333
0.438866667,37.73333333
0.438907692,26.15384615
0.439,48
0.439,32.66666667
0.439,35
0.439,63
0.439,62
0.439071429,35.78571429
0.439098,61.475
0.43925,70
0.4395,27
0.439714286,40.78571429
0.439828571,47.71428571
0.439866667,15.73333333
0.439903797,1.194936709
0.44,52.5
0.44,34
0.44,36
0.44,39.66666667
0.44,48
0.4405,54
0.440588462,51.30769231
0.440666667,36
0.44086,37.4
0.441,31
0.441,50
0.441,43
0.441,41.5
0.441,59
0.441,50.4
0.441,24.33333333
0.441,49
0.441036364,66.90909091
0.441116667,47.41666667
0.44125,57.25
0.4415,48
0.441545455,44.90909091
0.441623077,31.46153846
0.441625,48.25
0.441683333,74.66666667
0.441785714,31.42857143
0.441888312,52.77922078
0.442,39
0.442,44
0.442,39
0.442,47
0.442,47
0.442,41.5
0.442,42
0.442131724,44
0.44215,28
0.442172632,47.73684211
0.442333333,50
0.442333333,44.66666667
0.4424,51.8
0.4425,71.16666667
0.4425,29.5
0.44291,44
0.443,57.5
0.443,64.66666667
0.443,28
0.443,47
0.443,46.5
0.443,53.4
0.443,43
0.443,77
0.443,67
0.443,56
0.443,77
0.443,56
0.443,67
0.443,53
0.443333333,36
0.443487,26.5
0.443666667,34.66666667
0.443826667,36
0.443897778,27
0.444,41
0.444,50
0.444,35
0.444,41
0.444,71
0.444,37
0.444,25
0.444,25
0.444111111,11
0.444333333,33.33333333
0.4445,58.5
0.444666667,45.33333333
0.444666667,55.66666667
0.44475,40.25
0.444928571,59.57142857
0.444933333,51.66666667
0.445,45
0.445,41
0.445,51
0.445,41
0.445,57
0.4452,20
0.445215417,45.375
0.44536,56
0.445472816,38.09708738
0.44547619,26.9047619
0.4455,41.5
0.445883333,37
0.4459,42.75
0.446,29.8
0.446,43
0.446,0.25
0.446,60
0.446,53
0.4462,54
0.446333333,42
0.446455556,43
0.4465,56.25
0.446666667,50
0.44668951,57.89215686
0.44675,43
0.446841935,35.51612903
0.446865672,31.70149254
0.447,52
0.447013333,36.33333333
0.44705,50.5
0.447088421,34.88157895
0.44725,34.375
0.44725,48.5
0.4475,8.5
0.4475,58.5
0.4475,57.5
0.4475,8.5
0.4475,58.5
0.44752,52.2
0.447545455,40
0.447666667,61.33333333
0.4477125,51.8125
0.447845385,29.92307692
0.447847059,69.05882353
0.448,78.66666667
0.448,56
0.448,56
0.448,56
0.448,51
0.448,41
0.448,36
0.448,37
0.448,52
0.448,54
0.448,61
0.448128333,35.66666667
0.448375,51.625
0.4485,46.5
0.448625,28.75
0.44872,64.4
0.44897,52
0.449,46
0.449,37
0.449,16
0.449,16
0.449,50
0.449,37
0.449254545,35.36363636
0.44926,51
0.449363636,67.63636364
0.449528571,43.57142857
0.449666667,35.33333333
0.449695,38.35
0.449777778,33.33333333
0.4498,24.5
0.449981818,37.54545455
0.45,22
0.45,67
0.45,68
0.45,46
0.45,51.5
0.45,33.5
0.45,0
0.45,35
0.450127903,31.70967742
0.4505,60
0.4505,52
0.450578947,68.42105263
0.450705667,33.66666667
0.45085,32.5
0.451,51
0.451,39
0.451,62
0.451011765,38.23529412
0.451111111,31.22222222
0.451214286,28
0.451333333,47.33333333
0.451428571,57.42857143
0.451428571,34.85714286
0.451604444,16.6
0.45185,33.5
0.451952174,38.39130435
0.452,61
0.452,21
0.452,40
0.452,34
0.452227273,43.72727273
0.45224,55.5
0.452647368,59.44736842
0.452666667,58
0.452666667,44.41666667
0.452713902,29.65853659
0.453,61.5
0.453,38.5
0.453,43
0.453,4
0.453,39
0.453,40
0.453,67
0.453,63
0.453,61
0.453157143,0
0.4532,0
0.4535,41
0.453666667,18.33333333
0.453733333,39.08333333
0.4538,60.77777778
0.453923077,38.38461538
0.454,44
0.454,58
0.454,57
0.454,62
0.454,39
0.454146667,41.93333333
0.454666667,61.66666667
0.45475,49.25
0.455,49.5
0.455,36
0.455,1
0.455,3
0.455,48
0.455,47
0.455,37
0.455,28.5
0.455,22
0.455,74
0.455008333,55.41666667
0.455085714,49.91428571
0.4551375,39.1875
0.455333333,0
0.45556,45.4
0.4557,0
0.4558,79.2
0.456,0
0.456,43
0.456,64
0.456056604,38.0754717
0.4562,30.8
0.456308108,48.48648649
0.4564,14
0.45686,54
0.456895652,54.34782609
0.456895652,46.4057971
0.456996154,36.88461538
0.457,59
0.457,13
0.457,58
0.457,36
0.457,51
0.457,59.4
0.457,66
0.457,56.5
0.457070213,42.55319149
0.457088889,30.37037037
0.457142857,32.85714286
0.457157692,34.65384615
0.4572,11.9
0.457428571,44.28571429
0.4575,40
0.457583333,0
0.457841667,31.83333333
0.457944683,39.84126984
0.458,58.0625
0.458,43.5
0.458,62
0.458,50
0.458,0
0.458,0
0.458075,28.83333333
0.458223529,40.70588235
0.45825,46.83333333
0.45826,53.2
0.4584,39.8
0.4584125,34.27777778
0.458433333,3.666666667
0.458457895,46.26315789
0.4585,39
0.4585,52
0.458714286,50
0.458922222,31.2962963
0.458955,36.6
0.459,32.5
0.459,64.5
0.459166667,63.66666667
0.459333333,33.91666667
0.459333333,52.11111111
0.4595,44.5
0.4595,44.5
0.459625,80.5
0.46,41
0.46,53.4
0.46,40
0.46,38
0.46,53
0.46,38
0.46,34
0.46,36
0.46,30
0.46025,62.25
0.460303704,43.44444444
0.46035,52.5
0.4605,57
0.4605,41
0.460697259,39.7037037
0.46083125,30.21875
0.461,46
0.461,30
0.461,61
0.461,3
0.461,32
0.461,47.25
0.46102,34.8
0.461121429,29.67857143
0.46125,40
0.4615,66.66666667
0.4615,55.5
0.461571429,54.14285714
0.46175,59.5
0.461902,37.6
0.461955,28.4
0.462,38
0.462,39
0.462,54
0.462,61
0.462,41
0.4621,41.75
0.4624,41.2
0.462423469,29.57142857
0.4625,51.5
0.4625,40
0.462549214,35.28571429
0.462571429,69
0.4628375,34.03125
0.463,49
0.463,57
0.463,64
0.463,48
0.463,53
0.463,37
0.463,57
0.463,62
0.463,38
0.463,38
0.463253333,42.48888889
0.4635,46.66666667
0.463666667,34.33333333
0.463757895,67.47368421
0.463818182,47
0.463866667,35.8
0.464,43
0.464,51.33333333
0.464,43
0.464,40.66666667
0.464,64
0.464,0
0.464,0
0.464,59
0.464,0
0.464,38
0.464,36
0.464,14
0.464,49
0.464,62
0.464,43
0.464,69
0.464,40
0.464,35
0.464047826,30.55072464
0.464148387,29.16129032
0.464333333,35.33333333
0.464333333,17.33333333
0.464428571,50.42857143
0.4645,44
0.4645,44
0.4645,37.16666667
0.464538462,53.23076923
0.464666667,45.5
0.465,60
0.465,34
0.465333333,37
0.4655,66.5
0.4655,42.5
0.4655,43.75
0.465666667,17.33333333
0.466,51
0.466,44
0.466,28.2
0.466,47
0.466,35
0.466,44
0.466,45
0.466,2
0.466,44
0.466,34
0.466,47
0.466133333,55.66666667
0.4662375,66.375
0.466257143,28.28571429
0.466285714,44.57142857
0.466285714,57.14285714
0.466333333,53.66666667
0.466333333,66.33333333
0.466833333,38.33333333
0.466857143,64.28571429
0.467,54
0.467,57
0.467,0
0.467,49
0.467,7
0.467,47
0.467083333,44.72222222
0.4675,42.5
0.46764,37.8
0.467758333,1.470833333
0.46789235,38.37412587
0.468,34.5
0.468,63
0.468,10
0.468,58
0.468,70.5
0.468,58
0.468,36
0.468,39
0.468,49
0.468,30
0.468,42
0.468125,41
0.468171429,28.14285714
0.468580952,27.6547619
0.468634375,26.4375
0.468758333,43.08333333
0.468814815,45
0.469,46.44444444
0.469,49
0.469,83
0.469,42
0.469,51
0.469,54
0.469,56
0.469,13
0.469,37
0.469,29
0.4692,55.8
0.469325,64.25
0.469370455,59.05681818
0.469408333,23.08333333
0.469436203,37.32911392
0.469666667,55.33333333
0.469666667,40.33333333
0.47,37
0.47,35.66666667
0.47,44.66666667
0.47,0
0.47,45
0.47,30
0.47,36.82608696
0.470428571,27.42857143
0.470661111,66.27777778
0.47075,62.375
0.47075,44.5
0.4708,46.4
0.471,39.33333333
0.471,0
0.471,54
0.471,64
0.471,46
0.471,33
0.471,43
0.471,46
0.471,61
0.471,12
0.471,60
0.471090909,52.54545455
0.471103448,16.51724138
0.471124,28.2
0.471163333,28
0.47125,60.5
0.471253571,40.52380952
0.471333333,30.66666667
0.4715,33
0.4715,43.5
0.4715,38
0.4715,33
0.4715,2
0.471666667,69.55555556
0.4717,27.8
0.471888889,30.11111111
0.472,46
0.472,0
0.472,53
0.472,53
0.472084615,46.30769231
0.472166667,55.33333333
0.472302222,25.57777778
0.472333333,64.33333333
0.472492308,47.92307692
0.4725,44
0.4726,62.8
0.472668852,31.90163934
0.472733333,43.73333333
0.472833333,48
0.473,41
0.473,51
0.473,43
0.473,48
0.473,42
0.473,48
0.473,0
0.473114286,38.57142857
0.4733,41.75
0.4735,61.5
0.4735,46.5
0.473564324,41.32432432
0.473759633,43.75229358
0.47385,0
0.474,45.33333333
0.474,34
0.474,36
0.474,0
0.474,30.5
0.474,65
0.474,56
0.474245517,44.13793103
0.474333333,56
0.474333333,38.66666667
0.474575,24.75
0.475,1.25
0.475,1.25
0.475,17
0.475,1.25
0.475,1.25
0.475,1.25
0.475,1.25
0.475,1.25
0.475,51
0.475,66.07692308
0.475,1.25
0.475,1.25
0.475,1.25
0.475,1.25
0.475,1.25
0.475,46
0.475,1.25
0.475,1.25
0.475,42
0.475,1.25
0.475,1.25
0.475,1.25
0.475,1.25
0.475,1.25
0.475,1.25
0.475,1.25
0.475,1.25
0.475,29
0.4755,60.5
0.4755,54.5
0.475714286,12.57142857
0.475714286,12.57142857
0.4758,19.6
0.476,26
0.476,40
0.476029009,53.07207207
0.476076923,47.84615385
0.4765,66.5
0.4765,43.5
0.4765,66.5
0.4765,4
0.477,4
0.477,40
0.477,38
0.477,26
0.477,58
0.477,28
0.477,40
0.477,39
0.477,77
0.477,53
0.477,52
0.477,49
0.4772,61.6
0.477666667,30.66666667
0.477666667,37.83333333
0.4778,49.28571429
0.477900408,53.04761905
0.478,0
0.478,24
0.478,64
0.478,37
0.478,67
0.478,37
0.478,37
0.478,69
0.478,37
0.478,37
0.478416667,44.25
0.4785,46.5
0.478666667,36.33333333
0.478696727,29.13636364
0.4787625,45.83333333
0.479,0
0.479,43.5
0.479,64
0.479,30
0.479,47
0.479,50.5
0.4794,39.6
0.47956,42
0.47975,30.3125
0.4798,50.66666667
0.48,38
0.48,53
0.48,53
0.4800875,36.75
0.480141818,42
0.480142857,38.42857143
0.480333333,48.66666667
0.4804,46.4
0.480427695,31.72033898
0.4805,0
0.4805,47
0.4805,53
0.4806,23.5
0.480625,43.375
0.480714286,53
0.480714286,42.28571429
0.48075,30
0.481,20
0.481,71
0.481,1
0.481,66
0.481,49
0.481285714,36.57142857
0.481333333,70.88888889
0.481353,40.4
0.4815,46.5
0.48156278,45.77606178
0.481650704,41.11267606
0.481826506,30.73493976
0.482,39
0.482,41
0.482,52.66666667
0.482,55.25
0.482,34
0.482,43
0.482,50
0.482,51.5
0.482,59
0.482,57.5
0.48225,42
0.4823,32.75
0.48235,27.5
0.48245,40.5
0.48274,24.2
0.4828125,40.4375
0.48291068,39.38834951
0.483,40.8
0.483,35
0.483,35
0.483,22
0.48325,33.375
0.4835,46
0.4837,5.5
0.4837,5.5
0.483857143,53.28571429
0.484,30.33333333
0.484,48
0.484,66
0.484,52.25
0.484,50
0.484,44.25
0.484,58
0.484,24.83333333
0.484333333,57.83333333
0.4845,56.5
0.484666667,12.33333333
0.48482,45.86666667
0.485,36
0.485,55.5
0.485,38
0.485,28
0.485,58
0.485,48
0.485333333,42.66666667
0.4854,44.66666667
0.4855,53
0.4855,34.88888889
0.4856,38.90322581
0.485754839,50.64516129
0.485933333,44.33333333
0.486,24.5
0.486,26
0.486,20
0.486,57
0.48625,24.5
0.486333333,60.66666667
0.486384615,37.53846154
0.48645,51.83333333
0.48650545,34.5
0.486666667,49.33333333
0.486866667,64.33333333
0.487,43.66666667
0.487,27
0.487,0
0.487,47
0.487,71
0.487,46
0.487,23
0.487,31.5
0.487,0
0.487,30
0.487,71
0.487333333,41
0.4875,64.78571429
0.4875,56
0.48752,69.04
0.48775,36.375
0.488,50.25
0.488,44
0.488,72
0.488,44
0.488,61
0.488,44
0.488,63.5
0.488,46
0.488,69
0.488052632,57.10526316
0.488333333,35
0.488333333,42.66666667
0.488502128,35.82978723
0.48855,31.01923077
0.488666667,47
0.488680977,32.8372093
0.488833333,11.66666667
0.48884,14.8
0.488844444,44.88888889
0.489,35
0.489,65.875
0.489,37
0.489,0
0.489,41
0.489,12
0.489314035,34.71052632
0.48936053,30.53012048
0.489631579,26.63157895
0.489666667,1
0.489814286,0.714285714
0.489814286,0.714285714
0.489814286,0.714285714
0.489814286,0.714285714
0.489814286,0.714285714
0.489814286,0.714285714
0.489814286,0.714285714
0.489814286,0.714285714
0.489814286,0.714285714
0.489814286,0.714285714
0.489814286,0.714285714
0.489814286,0.714285714
0.489814286,0.714285714
0.489973913,65.15217391
0.49,31
0.49,44
0.49,46.66666667
0.49,61
0.49,57.4
0.49,47
0.4902,29
0.4905,38.5
0.49051,42
0.490666667,41.66666667
0.491,68
0.491,43
0.491,74
0.491,46
0.491,40
0.491,74
0.491,44
0.491377733,60.26666667
0.4915,0
0.49175,38.75
0.492,12.66666667
0.492,70.42857143
0.492,45
0.492,63.25
0.492,48
0.492,60.5
0.492,34.66666667
0.49213,41.15
0.49225,17.5
0.492333333,31.16666667
0.492545455,13.18181818
0.492746667,62
0.49276,43.2
0.4928,10
0.493,39.33333333
0.493,29
0.493,59.5
0.493,46
0.493,24
0.493,39.33333333
0.493,61
0.493090909,18.45454545
0.4932,26.4
0.4933,39.5
0.493428571,43.14285714
0.4935,0
0.4935,60.5
0.493571429,66.71428571
0.493571429,36.57142857
0.49359375,24.3125
0.49375,56
0.494,64
0.494,39
0.494,36
0.494,34
0.494,39
0.494,63
0.494036364,31.5
0.494111724,32.89655172
0.49414,37.92
0.49425,42.83333333
0.4944,38
0.494416667,45.5
0.4945,53
0.4945,40
0.494785714,28.85714286
0.495,49.25
0.495,11
