genres,acousticness,danceability,loudness,tempo,popularity,key
[],0.294,0.904,-17.54,117.994,79.0,5
[],0.0401,0.797,-9.228,123.686,36.0,2
"['la pop', 'r&b']",0.359,0.409,-7.731,89.96799999999998,73.0,9
"['art pop', 'norwegian pop']",0.7166000000000001,0.431,-11.032800000000002,122.56300000000002,61.6,11
['vapor pop'],0.0351,0.5489999999999999,-6.515,180.043,62.0,3
"['future bass', 'traprun']",0.13699999999999998,0.72,-5.2120000000000015,140.02700000000002,58.0,5
[],0.00325,0.494,-5.188,191.967,30.0,4
"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",0.2568935294117647,0.6284117647058826,-7.504470588235294,135.25052941176472,55.352941176470594,1
"['gruperas inmortales', 'nu-cumbia', 'regional mexican']",0.1804655789473684,0.7265789473684211,-7.812157894736841,97.83547368421051,44.78947368421053,9
['modern bollywood'],0.0503,0.665,-4.8039999999999985,98.811,51.0,2
[],0.935,0.43,-11.102,135.713,0.0,6
