genres,popularity
"['album rock', 'art rock', 'classic uk pop', 'dance rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop']",44.7037037
"['album rock', 'art rock', 'classic uk pop', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",42
"['album rock', 'art rock', 'classic uk pop', 'progressive rock', 'symphonic rock']",47
"['album rock', 'art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",32.8125
"['album rock', 'art rock', 'experimental', 'hard rock', 'instrumental rock', 'jazz fusion', 'jazz rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock', 'zolo']",33.09677419
"['album rock', 'art rock', 'experimental', 'hard rock', 'progressive rock', 'protopunk', 'psychedelic rock', 'rock', 'space rock', 'symphonic rock']",34.77777778
"['album rock', 'art rock', 'instrumental rock', 'jazz fusion', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",37
"['album rock', 'art rock', 'jazz fusion', 'neo-progressive', 'progressive rock', 'psychedelic rock', 'symphonic rock', 'zolo']",32
"['album rock', 'art rock', 'jazz fusion', 'neo-progressive', 'progressive rock', 'symphonic rock']",40.66666667
"['album rock', 'art rock', 'jazz fusion', 'neo-progressive', 'progressive rock', 'symphonic rock']",34
"['album rock', 'art rock', 'jazz fusion', 'progressive rock', 'rock keyboard', 'symphonic rock']",30.6
"['album rock', 'art rock', 'jazz fusion', 'progressive rock', 'rock keyboard', 'symphonic rock']",40
"['album rock', 'art rock', 'new age', 'progressive rock', 'symphonic rock']",50.57142857
"['album rock', 'art rock', 'progressive rock', 'symphonic rock']",31
"['album rock', 'australian rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave pop', 'pop rock', 'soft rock', 'yacht rock']",33.19047619
"['album rock', 'australian rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",42.71875
"['album rock', 'australian rock', 'hard rock', 'rock']",51.40116279
"['album rock', 'beatlesque', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'rock drums', 'soft rock']",38.14285714
"['album rock', 'beatlesque', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'supergroup']",43.42857143
"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",38.35164835
"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'power metal', 'rock']",37.4
"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",35.83928571
"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']",43.19230769
"['album rock', 'blues rock', 'british blues', 'classic rock', 'classic uk pop', 'glam rock', 'hard rock', 'rock']",55
"['album rock', 'blues rock', 'british blues', 'classic rock', 'classic uk pop', 'glam rock', 'hard rock', 'rock']",41.5
"['album rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",35.48387097
"['album rock', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'rock']",48.08695652
"['album rock', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'rock']",19
"['album rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'protopunk', 'psychedelic rock', 'rock']",25.98901099
"['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",33.31818182
"['album rock', 'blues rock', 'classic rock', 'country rock', 'dance rock', 'folk rock', 'hard rock', 'mellow gold', 'new wave pop', 'rock', 'roots rock', 'soft rock']",29.32222222
"['album rock', 'blues rock', 'classic rock', 'country rock', 'double drumming', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']",30.64166667
"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'heartland rock', 'mellow gold', 'rock']",42.75
"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'heartland rock', 'mellow gold', 'rock']",28
"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'heartland rock', 'mellow gold', 'rock']",38.37037037
"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'rock', 'southern rock']",25
"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",37.51470588
"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock', 'symphonic rock']",31.75
"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",33.13333333
"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",37.28
"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']",29.8627451
"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock', 'yacht rock']",27.54545455
"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",40
"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",23.66666667
"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",33.12941176
"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",23.66666667
"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",43
"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'metal', 'rock']",39.18269231
"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'native american', 'rock', 'southern rock']",33.26666667
"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'pub rock', 'rock', 'southern rock']",42.42857143
"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock', 'soft rock', 'southern rock']",32.32
"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock', 'southern rock']",32.63636364
"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'soft rock']",26.2
"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'soft rock']",32
"['album rock', 'blues rock', 'classic rock', 'country rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'swamp rock']",48.75
"['album rock', 'blues rock', 'classic rock', 'country rock', 'michigan indie', 'southern rock']",34.5
"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",35.99708455
"['album rock', 'blues rock', 'classic rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']",36.08484848
"['album rock', 'blues rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",32.71794872
"['album rock', 'blues rock', 'classic rock', 'hard rock', 'irish rock', 'metal', 'rock']",29.88819876
"['album rock', 'blues rock', 'classic rock', 'hard rock', 'mellow gold', 'metal', 'rock']",33.40909091
"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",31.2238806
"['album rock', 'blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",40.57352941
"['album rock', 'blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",38.62745098
"['album rock', 'blues rock', 'classic rock', 'southern rock']",49
"['album rock', 'blues rock', 'glam metal', 'hard rock', 'metal', 'rock', 'swiss rock']",34.46153846
"['album rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'psychedelic rock', 'rock']",38.9
"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock']",32.8372093
"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']",38.5
"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",32.93103448
"['album rock', 'british invasion', 'classic rock', 'rock']",35.03882476
"['album rock', 'bubblegum pop', 'classic rock', 'hard rock', 'mellow gold', 'soft rock']",37.44444444
"['album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",38.23809524
"['album rock', 'canadian country', 'canadian singer-songwriter', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",32.47311828
"['album rock', 'canadian indie', 'classic canadian rock', 'classic rock']",43
"['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'metal', 'rock', 'soft rock']",30.42307692
"['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold']",38
"['album rock', 'canadian metal', 'classic canadian rock', 'glam metal', 'hard rock']",31.75
"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",44.264
"['album rock', 'canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']",38.37412587
"['album rock', 'classic canadian rock', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",30.95454545
"['album rock', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",36.56521739
"['album rock', 'classic canadian rock', 'classic rock', 'mellow gold']",41.75
"['album rock', 'classic canadian rock', 'classic rock']",43.66666667
"['album rock', 'classic canadian rock', 'mellow gold', 'new wave pop', 'soft rock']",42.33333333
"['album rock', 'classic canadian rock', 'romanian rock']",43.75
"['album rock', 'classic canadian rock']",37.33333333
"['album rock', 'classic canadian rock']",37.33333333
"['album rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'soft rock']",27.77777778
"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",34.84279476
"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",34.1375
"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",32.6122449
"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",32.79487179
"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'soft rock']",39.21428571
"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",48.68656716
"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",39.72222222
"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",44.58169935
"['album rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'southern rock']",28.85714286
"['album rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock']",32.23076923
"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",38.40151515
"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",39.11538462
"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",28.53061224
"['album rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'metal', 'rock', 'soft rock']",31.27027027
"['album rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",37.30769231
"['album rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'soft rock', 'southern rock']",30.44444444
"['album rock', 'classic rock', 'country rock', 'mellow gold', 'soft rock', 'yacht rock']",33.375
"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",51.03333333
"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",44.88607595
"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",50.57142857
"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",57
"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",38.41025641
"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",61
"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",43.36764706
"['album rock', 'classic rock', 'dance rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",35.85106383
"['album rock', 'classic rock', 'dutch pop', 'dutch prog', 'dutch rock', 'hard rock', 'nederpop', 'rock']",53.33333333
"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",41.46315789
"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",31
"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",40.69642857
"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",49.88235294
"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",31.75
"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",38.89772727
"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",48.52173913
"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock']",32.88
"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal', 'rock']",38.10526316
"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",35.32432432
"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",41.06666667
"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",36.17857143
"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",32.8
"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock', 'sacramento indie']",37.56666667
"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock']",43.25
"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock']",43.33333333
"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",36.1878453
"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",37.25
"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",39.73092369
"['album rock', 'classic rock', 'hard rock', 'rock']",51.2
"['album rock', 'classic rock', 'hard rock', 'rock']",41.34166667
"['album rock', 'classic rock', 'hard rock', 'rock']",57.5
"['album rock', 'classic rock', 'hard rock', 'rock']",41.40490798
"['album rock', 'classic rock', 'hard rock', 'rock']",45.94890511
"['album rock', 'classic rock', 'heartland rock', 'soft rock']",24.14285714
"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",35.82191781
"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",46.47826087
"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0
"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",39.61016949
"['album rock', 'classic rock', 'power pop']",33.875
"['album rock', 'classic rock', 'southern rock']",45.85714286
"['album rock', 'country rock', 'southern rock']",34.5
"['album rock', 'dance rock', 'europop', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock']",44.73333333
"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'soft rock']",39.66666667
"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",56.2
"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",50.5
"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",36.71428571
"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",43.71428571
"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",47.2
"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",48.375
"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",33.6
"['album rock', 'danish metal', 'danish rock', 'glam metal', 'hard rock', 'melodic hard rock', 'metal', 'power metal']",43
"['album rock', 'danish metal', 'death metal', 'doom metal', 'hard rock', 'metal', 'rock', 'thrash metal']",36.4375
"['album rock', 'danish metal', 'death metal', 'hard rock', 'metal', 'power metal', 'rock', 'thrash metal']",33.45833333
"['album rock', 'dutch rock', 'glam metal', 'hard rock', 'metal', 'modern hard rock']",46
"['album rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'pop rock', 'soft rock']",37.73333333
"['album rock', 'funk metal', 'glam metal', 'hard rock', 'rock']",41.45454545
"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']",38.38157895
"['album rock', 'german hard rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal', 'rock']",36.8
"['album rock', 'german hard rock', 'glam metal', 'hard rock', 'metal']",38.25
"['album rock', 'german heavy metal', 'german metal', 'glam metal', 'hard rock', 'metal', 'power metal', 'rock', 'speed metal', 'thrash metal']",37.42105263
"['album rock', 'glam metal', 'glam punk', 'hard rock', 'sleaze rock']",36.625
"['album rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal', 'rock']",33
"['album rock', 'glam metal', 'hard rock', 'metal', 'nwobhm', 'power metal', 'rock']",41.16666667
"['album rock', 'glam metal', 'hard rock', 'metal', 'progressive metal', 'rock', 'us power metal']",33.27777778
"['album rock', 'glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",36.125
"['album rock', 'glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",34.25
"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",32.83333333
"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",41.08333333
"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",46.44
"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",40.56521739
"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",38.38235294
"['album rock', 'glam metal', 'hard rock', 'metal', 'sleaze rock']",34
"['album rock', 'glam metal', 'hard rock', 'modern hard rock', 'sleaze rock']",36.75
"['album rock', 'glam metal', 'hard rock', 'rock drums']",33.5
"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock', 'swedish melodic rock']",42.42105263
"['album rock', 'glam metal', 'hard rock', 'rock']",45.15384615
"['album rock', 'glam metal', 'hard rock', 'rock']",41.44444444
"['album rock', 'glam metal', 'hard rock', 'rock']",43.10526316
"['album rock', 'glam metal', 'hard rock', 'rock']",45.07692308
"['album rock', 'glam metal', 'hard rock', 'rock']",42.2
"['album rock', 'glam metal', 'hard rock', 'sleaze rock']",35.85714286
"['album rock', 'glam metal', 'hard rock']",45.5
"['album rock', 'glam metal', 'hard rock']",45
"['album rock', 'glam metal', 'hard rock']",29.66666667
"['album rock', 'glam metal', 'hard rock']",40.11111111
"['album rock', 'glam metal', 'hard rock']",33.42857143
"['album rock', 'glam metal', 'hard rock']",45
"['album rock', 'hard rock', 'instrumental rock', 'metal guitar', 'neo classical metal', 'shred']",40.8
"['album rock', 'hard rock', 'instrumental rock', 'metal', 'metal guitar', 'neo classical metal', 'power metal', 'rock', 'shred', 'swedish hard rock']",41.47058824
"['album rock', 'hard rock', 'melodic hard rock']",43
"['album rock', 'hard rock', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'rock', 'us power metal']",32.28571429
"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock', 'speed metal', 'thrash metal']",32.33333333
"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']",35.41414141
"['album rock', 'hard rock', 'metal', 'power metal', 'rock']",45
"['album rock', 'hard rock', 'nwobhm', 'rock']",39.43548387
"['album rock', 'hard rock', 'rock', 'soft rock']",42.5
"['album rock', 'heartland rock', 'mellow gold']",47
"['album rock', 'heartland rock', 'mellow gold']",33.9375
"['album rock', 'heartland rock']",43
"['album rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'power pop', 'soft rock']",41.83333333
"['album rock', 'mellow gold', 'new wave pop', 'soft rock']",50.75
"['album rock', 'mellow gold', 'new wave pop', 'soft rock']",55
"['album rock', 'mellow gold', 'new wave pop', 'soft rock']",50.88
"['album rock', 'mellow gold', 'philly indie', 'soft rock']",44.875
"['album rock', 'mellow gold', 'soft rock', 'yacht rock']",42.625
"['album rock', 'mellow gold', 'soft rock']",44.85714286
"['album rock', 'mellow gold', 'soft rock']",43.75
"['album rock', 'new wave pop', 'soft rock']",38.25
"['album rock', 'soft rock']",39
['album rock'],44
['album rock'],47
['album rock'],62
['album rock'],53.33333333
['album rock'],32.66666667
['album rock'],33
['album rock'],25.5
['album rock'],45.33333333
['album rock'],28.5
['album rock'],43.5
"['albuquerque indie', 'alternative country', 'gothic americana']",44.5
"['albuquerque indie', 'alternative rock', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'rock', 'stomp and holler']",48.33333333
"['albuquerque indie', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'stomp and holler']",60.5
['alte'],66
"['alternative americana', 'art pop', 'chamber psych', 'freak folk', 'indie folk', 'indie pop', 'indie rock']",57
"['alternative americana', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'new americana', 'stomp and holler', 'swedish americana']",57
"['alternative americana', 'folk']",38
"['alternative americana', 'indie folk', 'kentucky roots', 'nashville singer-songwriter', 'new americana', 'outlaw country', 'roots rock']",52.875
['alternative americana'],49
['alternative americana'],42.5
['alternative americana'],53
['alternative americana'],52
"['alternative country', 'alternative pop', 'alternative rock', 'gbvfi', 'indie rock', 'permanent wave', 'power pop', 'roots rock']",35.5
"['alternative country', 'alternative pop', 'alternative rock', 'gbvfi', 'power pop', 'roots rock']",42.66666667
"['alternative country', 'alternative pop', 'alternative rock', 'jangle pop', 'laboratorio', 'pop rock', 'power pop', 'roots rock', 'underground power pop']",39.85714286
"['alternative country', 'alternative rock', 'anti-folk', 'art pop', 'art rock', 'chamber pop', 'freak folk', 'gbvfi', 'indie folk', 'lo-fi', 'singer-songwriter', 'stomp and holler']",47.75
"['alternative country', 'alternative rock', 'anti-folk', 'folk', 'folk punk', 'folk rock', 'permanent wave', 'roots rock', 'singer-songwriter', 'traditional folk', 'uk americana']",37.92
"['alternative country', 'alternative rock', 'anti-folk', 'freak folk', 'gbvfi', 'indie folk', 'indie rock', 'lo-fi']",39.71428571
"['alternative country', 'alternative rock', 'anti-folk', 'freak folk', 'indie folk', 'indie rock', 'lo-fi', 'roots rock', 'slowcore', 'stomp and holler']",45.4
"['alternative country', 'alternative rock', 'chicago indie', 'indie pop', 'indie rock', 'rock', 'roots rock', 'stomp and holler']",43.78461538
"['alternative country', 'alternative rock', 'country rock', 'dallas indie', 'folk', 'indie folk', 'new americana', 'power pop', 'roots rock', 'stomp and holler']",40.25
"['alternative country', 'alternative rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'indie folk', 'lilith', 'mellow gold', 'new americana', 'pop rock', 'power pop', 'rock', 'roots rock', 'stomp and holler', 'traditional folk']",48.33333333
"['alternative country', 'alternative rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'indie folk', 'new americana', 'roots rock', 'traditional folk']",35.41666667
"['alternative country', 'alternative rock', 'country rock', 'folk', 'indie folk', 'new americana', 'roots rock', 'traditional folk']",43
"['alternative country', 'alternative rock', 'cowpunk', 'gbvfi', 'post-punk', 'uk post-punk']",35
"['alternative country', 'alternative rock', 'indie folk', 'indie rock', 'jam band', 'louisville indie', 'melancholia', 'modern rock', 'new americana', 'rock', 'roots rock', 'stomp and holler']",49.5
"['alternative country', 'alternative rock', 'permanent wave', 'pop rock', 'roots rock']",45.66666667
"['alternative country', 'alternative roots rock', 'austin singer-songwriter', 'deathgrass', 'garage punk blues', 'new americana', 'one-person band', 'outlaw country', 'punk blues', 'roots americana', 'san marcos tx indie']",43
"['alternative country', 'alternative roots rock', 'country rock', 'deep new americana', 'folk', 'heartland rock', 'new americana', 'power pop', 'pub rock', 'roots rock']",49
"['alternative country', 'ambient folk', 'anti-folk', 'folk', 'folk rock', 'freak folk', 'indie folk', 'native american', 'singer-songwriter', 'traditional folk']",33.55
"['alternative country', 'american folk revival', 'country rock', 'folk', 'folk rock', 'roots rock', 'singer-songwriter', 'traditional folk']",38.5
"['alternative country', 'anti-folk', 'art pop', 'art rock', 'chamber pop', 'chamber psych', 'freak folk', 'indie folk', 'indie rock']",51
"['alternative country', 'anti-folk', 'art rock', 'chamber pop', 'chamber psych', 'freak folk', 'indie rock', 'melancholia', 'roots rock']",43
"['alternative country', 'anti-folk', 'canadian indie', 'canadian singer-songwriter', 'folk', 'indie pop', 'indie rock', 'lilith', 'new americana', 'outlaw country', 'pop rock', 'roots rock', 'stomp and holler', 'traditional folk']",57.75
"['alternative country', 'anti-folk', 'canadian indie', 'canadian singer-songwriter', 'folk', 'indie pop', 'indie rock', 'lilith', 'new americana', 'outlaw country', 'pop rock', 'roots rock', 'stomp and holler', 'traditional folk']",45.8
"['alternative country', 'anti-folk', 'chamber pop', 'folk', 'freak folk', 'indie folk', 'indie rock', 'melancholia', 'stomp and holler', 'traditional folk']",38
"['alternative country', 'anti-folk', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'new americana', 'portland indie', 'stomp and holler']",48
"['alternative country', 'art pop', 'baroque pop', 'chamber pop', 'freak folk', 'funk', 'indie folk', 'indie pop', 'indie rock', 'singer-songwriter', 'stomp and holler']",49.5
"['alternative country', 'art pop', 'chamber pop', 'freak folk', 'indie folk', 'modern folk rock', 'stomp and holler']",49
"['alternative country', 'art rock', 'british folk', 'country rock', 'folk', 'folk rock', 'pub rock', 'roots rock', 'singer-songwriter', 'traditional folk']",26.4
