genres,popularity
"['big band', 'stride', 'swing']",3
"['big band', 'stride', 'swing']",5.8
"['big band', 'stride', 'swing']",0
"['big band', 'swing', 'torch song']",16.125
"['big band', 'swing']",12
"['big band', 'swing']",3.285714286
"['big band', 'swing']",39.66666667
"['big band', 'swing']",7.060606061
"['big band', 'swing']",12.14285714
"['big band', 'swing']",0.785714286
"['big band', 'swing']",3.88
"['big band', 'swing']",2
"['big band', 'swing']",0
"['big band', 'swing']",4
"['big band', 'torch song', 'vintage jazz']",0
"['big band', 'torch song']",1
"['big band', 'vintage jazz']",3.8
"['big band', 'vintage swing']",4
"['big band', 'vintage swing']",0
['big band'],9.8
['big band'],52.33333333
['big band'],19
['big band'],18.33333333
['big band'],0.75
['big band'],7.142857143
['big band'],20.71428571
['big band'],7
['big band'],3.09375
['big band'],49.5
['big band'],36
"['big beat', 'breakbeat', 'electronica', 'funky breaks', 'trip hop']",50
"['big beat', 'breakbeat', 'electronica', 'hardcore techno', 'intelligent dance music', 'rave']",50.25
"['big beat', 'breakbeat', 'electronica', 'trip hop']",42
"['big beat', 'breakbeat', 'electronica']",42.5
"['big beat', 'breakbeat', 'hardcore techno', 'rave']",43.42857143
"['big beat', 'breakbeat', 'hardcore techno', 'rave']",52.88461538
"['big beat', 'breakbeat', 'rave']",46
"['big beat', 'breakbeat']",41
"['big beat', 'breakbeat']",52
"['big beat', 'breakbeat']",43
"['big beat', 'britpop', 'dance rock', 'madchester', 'new wave']",47
"['big beat', 'disco house', 'electronica', 'nu jazz', 'nu skool breaks', 'trip hop']",56.27272727
"['big beat', 'disco house']",45.3
"['big beat', 'downtempo', 'electro jazz', 'electronica', 'ninja', 'nu jazz', 'trip hop']",49
"['big beat', 'downtempo', 'electronica', 'jazztronica', 'ninja', 'nu jazz', 'trip hop', 'turntablism']",53
"['big beat', 'downtempo', 'electronica', 'jazztronica', 'ninja', 'nu jazz', 'trip hop']",41
"['big beat', 'downtempo', 'electronica', 'ninja', 'nu jazz', 'trip hop', 'turntablism']",51
"['big beat', 'downtempo', 'electronica', 'ninja', 'nu jazz', 'trip hop']",45.75
"['big beat', 'downtempo', 'electronica', 'trip hop']",56
"['big beat', 'downtempo', 'intelligent dance music']",39.2
"['big beat', 'drill and bass', 'electronica', 'intelligent dance music', 'jazztronica', 'ninja', 'nu jazz', 'trip hop']",44
"['big beat', 'electro jazz', 'electronica', 'ninja', 'nu jazz', 'trip hop']",52
"['big beat', 'electronica', 'hip house']",40
"['big beat', 'electronica', 'ninja', 'nu jazz', 'trip hop', 'turntablism']",43
"['big beat', 'electronica', 'ninja', 'nu jazz', 'trip hop']",39
"['big beat', 'electronica', 'ninja', 'trip hop', 'turntablism', 'uk hip hop']",56.5
"['big beat', 'electronica']",45
"['big beat', 'hardcore techno', 'hip house']",52
"['big beat', 'ninja', 'trip hop', 'turntablism']",54
"['big beat', 'soundtrack']",57.75
"['big beat', 'trance']",38.875
"['big beat', 'trip hop']",44
['big beat'],46.5
['big beat'],47
"['big room', 'brostep', 'complextro', 'edm', 'electro house', 'moombahton', 'progressive electro house']",58
"['big room', 'brostep', 'complextro', 'edm', 'electro house', 'moombahton', 'progressive electro house']",55.26666667
"['big room', 'brostep', 'complextro', 'edm', 'electro house', 'moombahton', 'progressive electro house']",65
"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'trance', 'tropical house']",67
"['big room', 'brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'moombahton', 'pop', 'pop dance', 'tropical house']",62
"['big room', 'canadian electronic', 'dance pop', 'deep big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']",66.25
"['big room', 'canadian electronic', 'deep big room', 'electro house', 'pop edm']",70.33333333
"['big room', 'canadian electronic', 'edm', 'electro house', 'progressive house']",47.58333333
"['big room', 'chicago house', 'edm', 'electro house', 'electropop', 'house', 'pop', 'pop dance', 'progressive house', 'tropical house', 'vocal house']",51.61111111
"['big room', 'classic hardstyle', 'deep big room', 'edm', 'electro house', 'euphoric hardstyle', 'pop dance', 'progressive electro house']",56.6
"['big room', 'complextro', 'edm', 'electro house', 'electropop', 'filter house', 'future bass', 'nantes indie']",54
"['big room', 'complextro', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",51.66666667
"['big room', 'complextro', 'edm', 'electro house', 'house', 'progressive house']",48.33333333
"['big room', 'dance pop', 'deep big room', 'disco house', 'dutch edm', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house']",52
"['big room', 'dance pop', 'deep big room', 'disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",52.6
"['big room', 'dance pop', 'deep big room', 'dutch edm', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",60
"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",50.90909091
"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",53.5
"['big room', 'dance pop', 'deep tropical house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",61
"['big room', 'dance pop', 'deep tropical house', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'swedish tropical house', 'tropical house']",73
"['big room', 'dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'tropical house', 'vocal house']",53.66666667
"['big room', 'dance pop', 'disco house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",73.5
"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']",62.14285714
"['big room', 'dance pop', 'edm', 'electra', 'electro house', 'electropop', 'pop dance']",54
"['big room', 'dance pop', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",60.33333333
"['big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']",63.95
"['big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",65.4
"['big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house']",60.4
"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']",63.92857143
"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",65.40909091
"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",60
"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",79
"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",71
"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",69.13333333
"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",64.39473684
"['big room', 'deep big room', 'dutch edm', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house']",59
"['big room', 'deep big room', 'dutch edm', 'edm', 'electro house', 'future house', 'pop edm']",44
"['big room', 'deep big room', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",61
"['big room', 'deep big room', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",55
"['big room', 'deep big room', 'edm', 'electro house', 'indian edm', 'pop dance', 'tropical house']",64
"['big room', 'deep big room', 'edm', 'electro house', 'melbourne bounce international', 'pop dance', 'progressive electro house']",56
"['big room', 'deep big room', 'edm', 'electro house', 'melbourne bounce']",66
"['big room', 'deep big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",64
"['big room', 'deep big room', 'progressive electro house']",1
"['big room', 'deep groove house', 'deep house', 'deep tropical house', 'disco house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'swiss pop', 'tropical house']",63
"['big room', 'deep pop edm', 'edm', 'pop dance', 'pop edm', 'swedish pop', 'swedish tropical house', 'tropical house']",53
"['big room', 'disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",52.75
"['big room', 'disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'vocal house']",58.66666667
"['big room', 'dutch trance', 'edm', 'progressive house', 'trance', 'uplifting trance']",38.66666667
"['big room', 'edm', 'electro house', 'electronic trap', 'electropop', 'mashup', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",52
"['big room', 'edm', 'electro house', 'electropop', 'future bass', 'indie poptimism', 'pop dance', 'pop edm', 'tropical house']",57
"['big room', 'edm', 'electro house', 'electropop', 'indie poptimism', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",58.33333333
"['big room', 'edm', 'electro house', 'gaming edm', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",68.75
"['big room', 'edm', 'electro house', 'gaming edm', 'pop edm', 'progressive electro house']",47
"['big room', 'edm', 'electro house', 'german techno', 'house', 'pop dance', 'progressive electro house', 'progressive house']",59.66666667
"['big room', 'edm', 'electro house', 'indie poptimism', 'pop dance', 'pop edm', 'tropical house']",44
"['big room', 'edm', 'electro house', 'indie poptimism', 'pop dance', 'pop edm', 'tropical house']",64.71428571
"['big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'russian edm', 'trance', 'tropical house', 'uplifting trance']",57
"['big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house', 'uplifting trance']",53
"['big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",62
"['big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",54.5
"['big room', 'edm', 'electro house']",67
"['big room', 'edm', 'moldovan pop', 'progressive house', 'trance', 'uplifting trance']",0
"['big room', 'edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",43.5
"['big room', 'edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",1
"['big room', 'edm', 'progressive electro house']",50
"['big room', 'edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",1
"['big room', 'progressive electro house']",48
['big room'],55
['big room'],61
"['binaural', 'brain waves', 'sleep']",59
"['birdsong', 'sound']",0
"['birmingham grime', 'grime', 'instrumental grime', 'rap']",75.33333333
"['birmingham hip hop', 'grime', 'modern rock', 'uk garage']",60
"['birmingham metal', 'drone', 'drone metal', 'dub metal', 'experimental', 'industrial', 'industrial metal', 'post-doom metal', 'post-metal']",32
"['bitpop', 'future rock', 'power metal', 'swedish metal', 'swedish power metal']",48
"['black comedy', 'comedy']",43
"['black comedy', 'comedy']",40
"['black comedy', 'comedy']",47.5
"['black comedy', 'comedy']",28.1
"['black comedy', 'comedy']",25.07692308
['black comedy'],6
['black comedy'],7.8
"['black metal', 'black thrash', 'british black metal', 'death metal', 'hard rock', 'metal', 'nwobhm', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",33.4
"['black metal', 'black thrash', 'death metal', 'deathrash', 'doom metal', 'metal', 'old school thrash', 'swiss black metal', 'swiss metal']",34.125
"['black metal', 'brutal death metal', 'death metal', 'florida death metal', 'metal', 'technical death metal']",38.75
"['black metal', 'brutal death metal', 'death metal', 'florida death metal', 'metal', 'technical death metal']",35.625
"['black metal', 'melodic death metal', 'metal', 'norwegian black metal', 'norwegian metal', 'symphonic black metal', 'symphonic metal']",47.66666667
"['black metal', 'metal', 'norwegian black metal']",44
"['black punk', 'dance rock', 'post-punk', 'pub rock', 'punk', 'riot grrrl', 'uk post-punk']",47.5
"['black punk', 'uk diy punk']",77
"['black thrash', 'crossover thrash', 'death metal', 'deathrash', 'german metal', 'german thrash metal', 'hard rock', 'metal', 'old school thrash', 'speed metal', 'thrash metal']",41.33333333
"['blackgaze', 'depressive black metal']",0
"['blackgaze', 'drone', 'nu gaze', 'post-rock', 'shoegaze']",49
"['bleep techno', 'british experimental', 'british industrial', 'dance rock', 'ebm', 'experimental', 'experimental rock', 'gothic rock', 'industrial', 'industrial rock', 'new romantic', 'new wave', 'post-punk', 'proto-techno', 'synthpop', 'uk post-punk']",28
"['bleep techno', 'downtempo', 'electronica', 'nu jazz', 'trip hop']",59.16666667
"['bleep techno', 'downtempo', 'electronica', 'nu jazz', 'trip hop']",50.89473684
"['bluegrass fiddle', 'jazz violin', 'progressive bluegrass']",27.33333333
"['bluegrass fiddle', 'progressive bluegrass']",30.8
"['bluegrass gospel', 'country boogie', 'country gospel', 'yodeling']",20.14754098
"['bluegrass gospel', 'country', 'country road']",41.5
"['bluegrass gospel', 'country', 'country road']",44
"['bluegrass gospel', 'family gospel', 'southern gospel']",38
['bluegrass gospel'],14.57142857
['bluegrass gospel'],33
"['bluegrass', 'bluegrass fiddle', 'jazz violin', 'progressive bluegrass']",25
"['bluegrass', 'bluegrass gospel', 'country gospel']",42
"['bluegrass', 'bluegrass gospel', 'country', 'country rock', 'mandolin', 'old-time', 'progressive bluegrass']",31.97727273
"['bluegrass', 'bluegrass gospel']",38.33333333
"['bluegrass', 'classical mandolin', 'instrumental bluegrass', 'mandolin', 'progressive bluegrass']",44.2
"['bluegrass', 'classical mandolin', 'mandolin', 'progressive bluegrass']",42
"['bluegrass', 'country', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'soft rock', 'traditional folk']",35.55
"['bluegrass', 'deep new americana', 'duluth indie', 'indie folk', 'jam band', 'new americana', 'progressive bluegrass', 'roots rock', 'stomp and holler']",51.33333333
"['bluegrass', 'folk', 'indie folk', 'modern old-time', 'new americana', 'old-time', 'progressive bluegrass', 'roots rock', 'stomp and holler', 'traditional folk']",40
"['bluegrass', 'folk', 'indie folk', 'modern old-time', 'new americana', 'old-time', 'progressive bluegrass', 'roots rock', 'stomp and holler', 'traditional folk']",47.92307692
"['bluegrass', 'folk', 'lilith', 'progressive bluegrass']",44.82926829
"['bluegrass', 'folk', 'new americana', 'old-time', 'progressive bluegrass']",41.4
"['bluegrass', 'folk', 'progressive bluegrass']",41.88888889
"['bluegrass', 'indie folk', 'instrumental bluegrass', 'mandolin', 'progressive bluegrass']",38.9
"['bluegrass', 'indie folk', 'neo-traditional bluegrass', 'new americana', 'progressive bluegrass', 'roots rock']",48.75
"['bluegrass', 'instrumental bluegrass', 'jam band', 'jamgrass', 'jazz violin', 'mandolin', 'old-time', 'progressive bluegrass']",33.91666667
"['bluegrass', 'instrumental bluegrass', 'jam band', 'jamgrass', 'mandolin', 'neo-traditional bluegrass', 'new americana', 'progressive bluegrass']",47
"['bluegrass', 'instrumental bluegrass', 'jig and reel', 'old-time', 'progressive bluegrass']",32.5
"['bluegrass', 'jam band', 'jamgrass', 'mandolin', 'old-time', 'progressive bluegrass']",27.42857143
"['bluegrass', 'jam band', 'jamgrass', 'new americana', 'progressive bluegrass', 'roots rock']",43
"['bluegrass', 'jam band', 'jamgrass', 'progressive bluegrass']",39.66666667
"['bluegrass', 'mandolin', 'old-time', 'progressive bluegrass', 'traditional folk']",45
"['bluegrass', 'mandolin', 'progressive bluegrass']",55
"['bluegrass', 'neo-traditional bluegrass', 'new americana', 'progressive bluegrass', 'roots americana']",47
"['bluegrass', 'progressive bluegrass']",37
"['bluegrass', 'progressive bluegrass']",45
['bluegrass'],24
['bluegrass'],22.66666667
"['blues mexicano', 'latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'rock urbano mexicano', 'ska mexicano']",46
"['blues mexicano', 'latin alternative', 'mexican classic rock', 'mexican rock', 'rock en espanol']",48
"['blues rock', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll']",27.63636364
"['blues rock', 'british blues', 'classic rock', 'classic uk pop', 'country rock', 'soft rock']",44
"['blues rock', 'british blues', 'classic rock', 'classic uk pop', 'country rock', 'soft rock']",42.25
"['blues rock', 'british blues', 'classic rock', 'electric blues', 'psychedelic rock', 'supergroup']",31
"['blues rock', 'british blues', 'classic rock', 'electric blues', 'psychedelic rock']",31.66666667
"['blues rock', 'british blues', 'country rock', 'electric blues', 'modern blues']",48
"['blues rock', 'british blues', 'german rock', 'psychedelic blues-rock', 'psychedelic rock', 'pub rock']",36.33333333
"['blues rock', 'british blues', 'jazz rock', 'psychedelic rock']",29.5
"['blues rock', 'british blues', 'protopunk', 'pub rock', 'rockabilly', 'roots rock']",42.5
"['blues rock', 'british blues', 'psychedelic blues-rock', 'psychedelic rock']",28
"['blues rock', 'british blues', 'psychedelic blues-rock']",34
"['blues rock', 'british blues']",30
"['blues rock', 'british jazz', 'funeral doom', 'jazz rock', 'progressive rock', 'psychedelic rock', 'symphonic rock']",29
"['blues rock', 'canadian blues', 'classic canadian rock', 'electric blues', 'modern blues']",39
"['blues rock', 'canadian blues', 'classic rock', 'country rock', 'electric blues', 'modern blues']",40.5
"['blues rock', 'chamber psych', 'garage rock', 'modern blues rock', 'neo-psychedelic', 'nu gaze', 'punk blues']",51.66666667
"['blues rock', 'chamber psych', 'garage rock', 'modern blues rock', 'neo-psychedelic', 'nu gaze', 'punk blues']",47.5
"['blues rock', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']",39.33333333
"['blues rock', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']",32.5
"['blues rock', 'classic garage rock', 'garage rock', 'protopunk', 'psychedelic rock', 'pub rock', 'punk', 'punk blues']",29.82352941
"['blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'jam band', 'mellow gold', 'modern blues', 'roots rock', 'southern rock']",34.23529412
"['blues rock', 'classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'heartland rock', 'jam band', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock', 'swamp rock']",30.59649123
"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'piano rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock', 'swamp rock', 'traditional folk']",27.6547619
"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",29.68181818
"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",31.01923077
"['blues rock', 'classic rock', 'country rock', 'hard rock', 'southern rock']",30.2
"['blues rock', 'classic rock', 'country rock', 'motown', 'psychedelic soul']",36.66666667
"['blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']",36.1
"['blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']",36
"['blues rock', 'classic rock', 'mexican classic rock', 'rock']",37.68018018
"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",37.96969697
"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",54
"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",30.06018519
"['blues rock', 'cosmic american', 'country rock', 'folk rock', 'jam band', 'psychedelic rock', 'roots rock', 'southern rock', 'traditional folk']",26.52941176
"['blues rock', 'country rock', 'deep new americana', 'funk', 'jam band', 'louisiana blues', 'modern blues', 'modern blues rock', 'new americana', 'new orleans blues', 'roots rock']",45
"['blues rock', 'country rock', 'electric blues', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'roots rock', 'southern rock']",52
"['blues rock', 'country rock', 'electric blues', 'jam band', 'modern blues', 'southern rock']",38
"['blues rock', 'country rock', 'electric blues', 'modern blues', 'southern rock']",39.4
"['blues rock', 'country rock', 'electric blues', 'modern blues']",44.85714286
"['blues rock', 'country rock', 'electric blues', 'southern rock']",27.8
"['blues rock', 'country rock', 'folk rock', 'jam band', 'jamgrass', 'mellow gold', 'roots rock', 'traditional folk']",28.88235294
"['blues rock', 'country rock', 'folk rock', 'jam band', 'psychedelic rock', 'roots rock']",26.5
"['blues rock', 'country rock', 'folk rock', 'jam band', 'roots rock']",29.5
"['blues rock', 'country rock', 'southern rock']",31.71428571
"['blues rock', 'country rock', 'southern rock']",33.6
"['blues rock', 'country rock', 'southern rock']",33.5
"['blues rock', 'deep new americana', 'funk', 'indie folk', 'jam band', 'modern blues', 'modern blues rock', 'new americana', 'rock']",55
"['blues rock', 'deep new americana', 'funk', 'jam band', 'new americana', 'progressive bluegrass', 'roots rock', 'stomp and holler']",54.71428571
"['blues rock', 'double drumming', 'electric blues', 'folk rock', 'funk', 'jam band', 'mellow gold', 'modern blues', 'modern blues rock', 'new americana', 'rock', 'roots rock']",52.75
"['blues rock', 'electric blues', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'modern funk', 'new americana', 'roots rock', 'swamp rock']",48.66666667
"['blues rock', 'electric blues', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'modern funk', 'new americana', 'roots rock', 'swamp rock']",50.5
"['blues rock', 'electric blues', 'funk', 'modern alternative rock', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",56.77777778
"['blues rock', 'electric blues', 'jazz blues', 'jazz fusion', 'modern blues', 'modern funk', 'soul blues']",37
"['blues rock', 'electric blues', 'lilith', 'modern blues']",56
"['blues rock', 'electric blues', 'modern blues', 'modern blues rock']",0
"['blues rock', 'electric blues', 'modern blues', 'modern blues rock']",52.4
"['blues rock', 'electric blues', 'modern blues', 'modern blues rock']",38.5
"['blues rock', 'electric blues', 'modern blues']",25.5
"['blues rock', 'freakbeat', 'psychedelic rock']",27.33333333
"['blues rock', 'funk', 'modern blues rock', 'modern funk', 'punk blues']",43.5
"['blues rock', 'garage rock', 'modern blues rock', 'punk blues', 'rock', 'space rock', 'stoner rock']",52
"['blues rock', 'garage rock', 'punk blues']",48.33333333
"['blues rock', 'hard rock']",38
"['blues rock', 'hard rock']",25.6
"['blues rock', 'jam band', 'roots rock']",37
"['blues rock', 'jazz fusion']",40.4
"['blues rock', 'psychedelic blues-rock', 'psychedelic rock']",23
"['blues rock', 'psychedelic blues-rock']",20
"['blues rock', 'southern rock', 'texas blues']",34
"['blues rock', 'swamp rock']",25.61538462
['blues rock'],34
['blues rock'],41
"['blues', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'modern blues', 'psychedelic rock']",38
"['blues', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'modern blues', 'psychedelic rock']",30.70967742
"['blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'modern blues rock', 'psychedelic rock', 'roots rock']",25.81818182
"['blues', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'modern blues']",39.66666667
"['blues', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'roots rock']",40
"['blues', 'blues rock', 'chicago blues', 'classic rock', 'country blues', 'electric blues', 'modern blues', 'soul blues', 'traditional blues']",39.7037037
"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'funk', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul', 'traditional blues']",25.57777778
"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",28.11764706
"['blues', 'blues rock', 'chicago blues', 'country rock', 'electric blues', 'harmonica blues', 'psychedelic rock', 'traditional blues']",25.27659574
"['blues', 'blues rock', 'chicago blues', 'country rock', 'electric blues', 'modern blues']",30.47058824
"['blues', 'blues rock', 'chicago blues', 'delta blues', 'electric blues', 'rock-and-roll', 'traditional blues']",17.42105263
"['blues', 'blues rock', 'chicago blues', 'electric blues', 'harmonica blues', 'rock-and-roll', 'traditional blues']",13.33333333
"['blues', 'blues rock', 'chicago blues', 'electric blues', 'jazz blues', 'rock-and-roll', 'texas blues', 'traditional blues']",44
"['blues', 'blues rock', 'chicago blues', 'electric blues', 'modern blues', 'traditional blues']",14.9375
"['blues', 'blues rock', 'chicago blues', 'electric blues', 'modern blues']",43
"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'funk', 'jazz blues', 'louisiana blues', 'new orleans blues', 'piano blues', 'roots rock', 'soul']",34.12658228
"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'psychedelic rock', 'rock keyboard']",30.18181818
"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'modern funk', 'roots rock', 'southern rock']",52
"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'modern funk', 'roots rock', 'southern rock']",47.2
"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'rock', 'texas blues']",32.02564103
"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'louisiana blues', 'modern blues', 'roots rock', 'swamp blues', 'swamp pop', 'swamp rock']",37.4375
"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'modern blues rock', 'rock']",46.11111111
"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'modern blues rock', 'rock']",42
"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'pub rock', 'roots rock', 'southern rock', 'texas blues']",34.53846154
"['blues', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'modern blues', 'rock', 'roots rock']",41.01923077
"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",25.82786885
"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",25.34347826
"['blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']",27.86111111
"['blues', 'blues rock', 'classic rock', 'electric blues', 'texas blues', 'traditional blues']",32.62962963
"['blues', 'blues rock', 'country blues', 'country rock', 'electric blues', 'modern blues', 'piedmont blues']",39.05882353
"['blues', 'blues rock', 'country blues', 'country rock', 'electric blues', 'modern blues', 'roots rock', 'traditional blues']",16
"['blues', 'blues rock', 'country blues', 'country rock', 'folk', 'folk rock', 'mellow gold', 'piedmont blues', 'roots rock', 'singer-songwriter', 'traditional folk']",36.66666667
"['blues', 'blues rock', 'country rock', 'electric blues', 'harmonica blues', 'modern blues', 'roots rock', 'texas country']",36.125
"['blues', 'blues rock', 'country rock', 'electric blues', 'modern blues']",32.71428571
"['blues', 'blues rock', 'country rock', 'modern blues', 'modern blues rock', 'roots rock']",45
"['blues', 'blues rock', 'electric blues', 'louisiana blues', 'memphis blues', 'modern blues', 'modern blues rock', 'modern funk', 'new orleans blues', 'swamp blues']",41.5
"['blues', 'blues rock', 'electric blues', 'modern blues', 'soul blues', 'texas blues']",44.8
"['blues', 'blues rock', 'electric blues', 'modern blues', 'soul blues']",38.28571429
"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']",41.85714286
"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']",33
"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']",37.28571429
"['blues', 'blues rock', 'memphis blues', 'modern blues', 'texas blues', 'traditional blues']",40
"['blues', 'blues rock']",43.26666667
"['blues', 'boogie-woogie', 'chicago blues', 'delta blues', 'piano blues', 'traditional blues']",24.66666667
