tempo,popularity
119.2354565,62.97826087
119.237,20.84210526
119.242,0
119.242,0
119.242,0
119.247,43
119.2475,37.5
119.25,46
119.253,0
119.2601538,32
119.263,56
119.2646154,29.92307692
119.265,56.5
119.2652,10.8
119.267,32.6
119.26775,38.25
119.27,45
119.2708889,54.77777778
119.2746667,57.14666667
119.275,41
119.277,59
119.2795,0
119.2803889,71
119.2814,0
119.2840313,65.125
119.286,66
119.2862,49.6
119.293,3
119.295,36
119.296,37
119.297,0
119.3,27
119.303,54
119.30675,31.25
119.308,0
119.313,32.25
119.3138947,59.78947368
119.314,0
119.3173333,50
119.3190526,44.21052632
119.3195,65.5
119.3214286,66.14285714
119.322,4
119.3255,66.95
119.3305,32.83333333
119.3361429,25.71428571
119.3462963,62.14814815
119.3492,0.2
119.3501667,34.88888889
119.3569048,49.28571429
119.359,31
119.3600476,50.67619048
119.362,33.6
119.368,35
119.3692754,30.55072464
119.3696,32.6
119.3782353,53.47058824
119.38,46
119.383,27.33333333
119.383,15
119.385,34
119.3884,64.4
119.38975,32.08333333
119.395,0
119.3967089,15.84810127
119.399,0
119.4031818,41.73636364
119.404,26
119.406,42
119.409,37
119.4095,23
119.4095,23
119.41108,30.52
119.419,28.93333333
119.4204,0.2
119.4226,14.6
119.423,65
119.4238421,55.47368421
119.427,36
119.43,51.5
119.433,43.5
119.4363333,18
119.4365,45
119.4386667,42.37037037
119.4502939,3.022156573
119.452,43
119.454125,59.125
119.456,28
119.456,28
119.4588511,70.18085106
119.46625,44.5
119.4665,35.5
119.4686,34
119.4699487,0
119.47,21
119.4708904,1.520547945
119.4709,6.266666667
119.475,40
119.482,0
119.4865,0
119.488,0
119.4888,28.6
119.4901429,32.6122449
119.4907368,36.05263158
119.492,29.33333333
119.4926316,0.105263158
119.497922,57.88652482
119.5015,46.5
119.504,48
119.5087143,76.42857143
119.5105938,48.859375
119.512,0
119.512,0
119.515,0
119.519,35
119.522,68
119.52575,45.5
119.5259333,55.6
119.5262632,57.10526316
119.53025,47.75
119.531,46
119.5353333,0.666666667
119.54425,44.5
119.54975,68.25
119.5521818,41.45454545
119.556,46.5
119.558,35
119.5612,62.8
119.562,30
119.5626667,4.666666667
119.5696667,29.66666667
119.5714,38.2
119.5720652,31.36956522
119.5725,49.42857143
119.573,36
119.573,28
119.574,50
119.574,50
119.577,39
119.5772222,9.111111111
119.5776667,0
119.5785,20.15
119.579,14
119.58,54
119.582,43
119.584,43
119.5862727,23
119.5866429,30.21428571
119.5869615,51.53846154
119.5913333,45
119.6,0
119.6035,39
119.6058462,6.923076923
119.6074444,51.38888889
119.614,0
119.617,0
119.6181667,57.16666667
119.6190909,52.90909091
119.6196667,65.66666667
119.6227847,40.67708333
119.623881,0.761904762
119.624,0
119.6259245,35.98113208
119.6297561,44.82926829
119.6313529,29.56470588
119.633,0
119.633,0
119.6454,47.6
119.65,24
119.651,64
119.6513895,34.48421053
119.652625,44.875
119.6557143,32.28571429
119.656,0
119.6575,7
119.658,34
119.6603333,0
119.6618333,53.33333333
119.6619375,26.4375
119.664,4
119.664,4
119.666,0
119.6667917,45.83333333
119.669,72
119.674,39
119.6788571,20.71428571
119.679,33
119.6815,0
119.687,47.42857143
119.6882719,55.0875576
119.697,22
119.697,22
119.703,69
119.704,0
119.7047222,67.33333333
119.7055385,44.46153846
119.7065,55.5
119.708,25
119.7086,40
119.7105,52.75
119.7106667,49
119.716,36
119.726,55
119.736,53.5
119.736,0
119.736,0
119.7369262,35.22131148
119.7415,31
119.743,43
119.7451429,42.14285714
119.7458,33.4
119.7475,0
119.75,19.5
119.75,47
119.75025,50.375
119.753,46
119.754,35.8
119.7598983,38.28813559
119.7603694,53.07207207
119.7674444,43.77777778
119.7694,2.8
119.7713333,47.16666667
119.7761111,30
119.7796667,62.77777778
119.78175,9
119.782,48
119.786,30.5
119.7909011,71.36263736
119.79125,38.875
119.7965,63.5
119.804875,51.8125
119.8086154,0.307692308
119.8089804,58.70588235
119.8157778,29.44444444
119.8193158,34.73684211
119.8193333,63.33333333
119.8204955,18.36036036
119.822,36
119.8222,50.8
119.8222857,27.46428571
119.8224444,66.27777778
119.823,59
119.8243333,53.33333333
119.8267143,21.71428571
119.8267143,21.71428571
119.8267143,21.71428571
119.8267143,21.71428571
119.8285,0
119.8306747,15.43373494
119.8312553,35.82978723
119.834,35
119.835,40
119.842,48.22222222
119.843,41.5
119.843,41.5
119.843,77
119.843,45
119.843,77
119.844,0
119.8445,49.5
119.845,49
119.845,49
119.84775,56.85
119.848,53
119.8495,33
119.8533333,0.333333333
119.853625,68.875
119.856,46
119.857,44.16666667
119.857,49
119.858,3
119.862,56
119.8624737,38.38157895
119.8633333,36.55555556
119.8641429,37
119.8659091,0
119.8677143,28.14285714
119.8695,35
119.871,22
119.873,8.166666667
119.876,39
119.8784918,31.90163934
119.8787955,29.68181818
119.881,56.5
119.881,49
119.882,55
119.8825,50.5
119.885,35
119.889,43
119.891,6
119.8925,29.5
119.894,45
119.8986316,17.63157895
119.9,33
119.9006667,19.66666667
119.9017273,52
119.9025,38
119.9035714,0.357142857
119.905,63
119.905,63
119.905,63
119.905,63
119.905,63
119.905,63
119.9054094,33.88590604
119.9060741,67.33333333
119.91225,62.5
119.914443,46.08860759
119.916,61
119.9178333,45.33333333
119.9186667,42.33333333
119.919,70
119.919,56
119.9217455,65.32727273
119.9243333,57.33333333
119.925,78.33333333
119.9259286,60.71428571
119.927,69
119.927,69
119.927,54.2
119.9284,58.8
119.929,49
119.93,43.5
119.93,43
119.93025,30
119.931,33
119.93775,29.5
119.9395,77
119.94,0
119.941,50
119.943,0
119.947,48
119.949,83
119.951,57
119.951,46.64705882
119.951,57
119.9512941,29.96078431
119.953,64
119.953,56
119.954,75.66666667
119.9545,43.5
119.955,67
119.9558,53.6
119.956,61
119.956,37.5
119.956,23
119.956,47
119.959,40
119.959,5.25
119.96,69
119.96,69
119.961,57
119.962,54
119.965,28.5
119.965,73
119.966,54
119.966,54
119.966,54
119.966,54
119.9665,14.5
119.9670667,41.33333333
119.9674286,43.14285714
119.968,50
119.968,63.5
119.9682687,18.17910448
119.969,0
119.969,69
119.969,43
119.9695,16.5
119.97,44
119.971,0
119.971,63
119.9735,82.25
119.975,68
119.975,68
119.9755,50
119.9758889,42.85185185
119.976,39
119.976,71
119.976,68
119.9767778,63.55555556
119.977,36
119.977,19
119.978,44
119.979,56
119.979,50
119.98,48.25
119.982,42
119.982,47
119.983,52
119.984,44
119.984,41
119.984,0
119.985,52
119.985,57
119.985,0
119.9857059,57.52941176
119.986,68
119.986,54
119.9864286,7.142857143
119.9868947,31.73684211
119.987,65.5
119.987,62
119.987,49
119.987,43
119.988,49
119.988,61
119.988,57
119.988,46
119.988,0
119.989,44
119.989,61
119.99,5
119.99,60
119.991,46
119.991,57
119.992,56
119.992,3
119.992,3
119.992,3
119.9925,52
119.993,77
119.993,59
119.993,53
119.9938333,66.33333333
119.994,48
119.994,62
119.996,0
119.99675,44.75
119.997,62
119.997,62
119.997,62
119.997,61
119.999,0
119.9993333,13
120,58
120,54
120,54
120.001,60
120.001,66
120.001,44
120.001,65
120.002,45
120.003,44
120.003,45
120.003,44
120.003,44
120.003,74
120.004,49
120.004,39
120.0046667,54
120.0046667,43.33333333
120.005,42
120.0055,39
120.006,0
120.006,56
120.006,0
120.006,0
120.007,28
120.008,57
120.0085,63.5
120.009,40
120.009,72
120.01,48
120.011,0
120.011,0
120.011,0
120.012,60
120.013,45
120.013,0
120.015,2
120.015,0
120.016,25
120.016,50
120.017,43
120.0178667,0
120.018,59
120.018,51
120.018,29
120.019,55.66666667
120.019,56.5
120.019,59
120.02075,63.625
120.022,9
120.022,43
120.022,50
120.023,43.5
120.024,0
120.024,0
120.024,39
120.024,39
120.025,52
120.0253333,52.44444444
120.027,0
120.027,60
120.028,53
120.028,53
120.029,0
120.029,0
120.029,52
120.03,84
120.031,74
120.032,55
120.032,45
120.032,46
120.032,39
120.0336667,16.71428571
120.036,45
120.037,47
120.038,79
120.038,65
120.038,65
120.0383333,31.33333333
120.042,54
120.0433,56.3
120.044,67
120.05,33
120.0510667,60.66666667
120.052,54
120.052,29
120.052,54
120.0538943,59.34146341
120.055,50
120.055,43
120.055,43
120.055,67
120.056,55
120.057,56
120.058,56
120.05865,62.3
120.0588571,0.285714286
120.06,52
120.06,63
120.061,45
120.061,45
120.062,80
120.062,77
120.062,80
120.0625333,1.733333333
120.0628333,67.5
120.067,35
120.067,35
120.067,50
120.068,43
120.068,58.66666667
120.0680909,15.81818182
120.0735556,59.66666667
120.0744444,20.11111111
120.075,53
120.076,30
120.07625,61
120.0766,18.2
120.081,50
120.081,18
120.081,50
120.083,69
120.0833906,58.140625
120.084,64
120.08825,45.22826087
120.09,75.63461538
120.0906667,19
120.099,0
120.1,13
120.103,39.5
120.104,63
120.104,63
120.104,63
120.104,63
120.106,47
120.1064054,54.86486486
120.1114444,14.83333333
120.112,48
120.113,47
120.113,45
120.113,45
120.114,25.75
120.1141538,5.923076923
120.1143258,2.537878788
120.116,52
120.12,45
120.121,0
120.132,22
120.13425,30
120.13425,30
120.13425,30
120.13425,30
120.1347778,39.44444444
120.137,0
120.138,51
120.138,51
120.1425,68.5
120.1445,41.5
120.1489286,29.92857143
120.149,38
120.151,45
120.153,0
120.165,62
120.168,46
120.169,61
120.17,54
120.17,29
120.170625,0
120.172,60
120.1727956,55.78832117
120.174,50.75
120.1749655,44
120.1763333,59.33333333
120.177,37
120.1806667,34.11111111
120.181,2
120.1816364,11.13636364
120.1858571,41.80952381
120.187,35
120.187,67
120.196,33
120.1967708,11.41666667
120.2035926,51.07407407
120.209,54
120.209,0
120.21,1.655172414
120.21225,0.5
120.214,28
120.214,39
120.214,28
120.2144,29.2
120.215,10.5
120.2166333,35.9
120.2212143,44.82142857
120.2244,70.2
120.229899,7.111111111
120.2415882,40.76470588
120.243,27
120.244,36.66666667
120.246,0
120.25,31
120.2510448,41.80597015
120.2552571,35.37142857
120.256,40.5
120.2646588,50.15165877
120.2654074,23.66666667
120.2681333,61.86666667
120.2706522,41.08695652
120.273,41
120.277,0
120.277,0
120.277,0
120.282,21
120.2820526,61.15789474
120.2872321,24.22321429
120.29,0
120.2925,0
120.2934,64.73333333
120.297,35
120.2988333,54.66666667
120.2995926,0.074074074
120.3026667,40.66666667
120.303,31
120.3047778,30.05555556
120.307,44
120.3086667,40.44444444
120.31025,27.86111111
120.3117857,42.85714286
120.3136667,61
120.318,37
120.3186667,0
120.32004,32.92
120.3244,34.2
120.3325,25.33333333
120.34,6
120.34,64
120.3462547,42.38679245
120.3463333,36.66666667
120.3463333,55.77777778
120.3481739,44.43478261
120.3554857,66.88571429
120.3560381,37.59047619
120.3572857,41.71428571
120.362,39.5
120.36625,46
120.3665,44.5
120.368,0
120.3725714,59.57142857
120.376,36
120.3764,6.8
120.38,55.5
120.3848,57
120.3901176,29.52941176
120.392,49
120.397,49
120.3976667,43.16666667
120.39948,23.73333333
120.4019167,51.66666667
120.4023333,61.5
120.4079412,70.17647059
120.41,0
120.4107647,39.70588235
120.4109,69.8
120.423,51
120.4258421,49.73684211
120.42675,66.75
120.4289211,45.13157895
120.43,27.02325581
120.4356667,39.0952381
120.436,57
120.4395,48.25
120.44125,53.25
120.4467381,27.73809524
120.4481667,0.166666667
120.4506667,2
120.451,2
120.4526667,37.83333333
120.455,12
120.45625,0
120.45625,0
120.4576154,0
120.46175,42.54347826
120.4626667,60.33333333
120.465,14
120.465,44
120.4651395,32.8372093
120.4688,11.6
120.4721053,24.71929825
120.481,44.75
120.481,23.5
120.489,18
120.49,35
120.492,67
120.4966667,12.83333333
120.4985,32
120.499,34
120.4995,29.16666667
120.5005,64.25
120.502,47
120.5056122,30.87755102
120.507,51
120.5073846,37.63461538
120.508,2
120.5088333,54.33333333
120.509,42.66666667
120.509,42.66666667
120.509,42.66666667
120.51,27
120.51,27
120.51,27
120.5105,34
120.5114545,0
120.512,44
120.513,9
120.5164545,49.18181818
120.517,44
120.517,40
120.518,31
120.5181825,35.79434447
120.5195,0
120.5222857,26.85714286
120.523,34
120.529,0
120.529283,14.1572327
120.5319655,32.68965517
120.5327273,39.72727273
120.5349091,27.36363636
120.5351705,38.89772727
120.54,62.14285714
120.5415,2.75
120.5461463,34.73170732
120.54875,43.5
120.5555,32.5
120.5592544,20.45614035
120.5657069,58.13793103
120.567,66
120.567,66
120.568,2.666666667
120.569,61
120.5706667,40
120.57095,45.8
120.5760588,45.88235294
120.5760588,45.88235294
120.577,39
120.577,39
120.57775,38.25
120.5795217,47.26086957
120.58,0
120.5815,24
120.587,51
120.5925,52.33333333
120.5988,35.9
120.605,38
120.605,46
120.6053333,50.33333333
120.606,0
120.607,0
120.6082727,20.36363636
120.6121,37.55
120.616,16.375
120.6173333,36
120.618,22
120.62125,12.75
120.624,4
120.624875,28.75
120.6256842,40.84210526
120.6274722,33.91666667
120.6303333,0.333333333
120.63375,0.5
120.6347333,58.46666667
120.6353333,40.33333333
120.6353333,40.33333333
120.6355,0
120.636,62.6
120.6387143,38.28571429
120.6426667,53.66666667
120.643,27.6
120.6436667,42.66666667
120.6464,21.6
120.6514138,19.93103448
120.663,71.5
120.6631,7.25
120.6650833,42.33333333
120.665619,38.23809524
120.673,45
120.6745,49.5
120.676,33
120.676,33
120.68,37
120.682,35.33333333
120.682,41
120.685,50
120.686,23
120.688,1
120.688,12
120.688,1
120.693,30
120.6975,0
120.6993333,55
120.701,0
120.708,56
120.70925,43
120.7146667,65
120.7151667,7.666666667
120.7152857,48
120.7176957,43.82608696
120.721,38.66666667
120.7221429,46.71428571
120.7245,0
120.72675,58.25
120.7276,35.2
120.732,44
120.7328,48.8
120.73525,55.15909091
120.736,41.5
120.744125,58
120.7462,53.4
120.749,71
120.749,71
120.7504286,59.57142857
120.751,49.14285714
120.752875,0
120.7535,33.5
120.7579,16.85
120.7606316,74.26315789
120.765,28
120.767,49
120.767,0
120.7685,44
120.7685,44
120.771,69
120.774,54
120.776,0
120.7772857,49
120.7800926,54.84259259
120.7832,0.022222222
120.785,13.25
120.7868333,44.25
120.78725,43.5
120.7944762,55.42857143
120.8022857,0
120.8042632,9.710526316
120.8065714,9.857142857
120.821,0
120.8227,0
120.834,0
120.839,31
120.839,31
120.8426667,51.66666667
120.846,64.75
120.8495,34.5
120.852,45
120.854,46
120.8546339,30.50892857
120.859,44
120.865,59.61538462
120.8696667,0
120.873,59
120.8731702,54.38297872
120.8734444,41.25
120.875,0
120.875,47
120.875,47
120.875,47
120.875,47
120.875,47
120.8806923,24.69230769
120.8812857,23.71428571
120.883,47
120.884,39
120.8864,26.2
120.887,48
120.8915357,58.57142857
120.893,44
120.8935,62
120.8946667,11.55555556
120.895,44
120.903,38.66666667
120.9032857,59.28571429
120.91,57
120.9185802,49.7654321
120.92,2
120.921,37
120.9246471,34.23529412
120.929,26
120.929,84.5
120.935,0
120.937,42
120.937,42
120.937,42
120.937,42
120.937,42
120.939,19
120.93972,50.7
120.9436667,0
120.945,66
120.946,25.33333333
120.946,47
120.9485,0
120.9500588,34.79411765
120.9505,0
120.955,52.5
120.955,38
120.955,38
120.9560189,60.69811321
120.957625,48.75
120.9625,57
120.963,31
120.963,31
120.9655,43
120.966,20
120.9675299,32.0534188
120.97,41.85714286
120.9720833,42.75
120.973,11
120.973,47
120.974,47
120.9746,57.6
120.975,60.5
120.976,0
120.981,61
120.981,61
120.981,70
120.985,33
120.986,52.14285714
120.987,0
120.9904,6.2
120.99075,69.5
120.991,56
120.9922069,44
120.99425,53.25
120.9943333,61.33333333
120.995,0.25
120.996,0
120.997,63
120.997,63
121,54.5
121.001,0
121.0016667,76
121.002,74.33333333
121.002,0
121.0025,66.25
121.0033333,0
121.0054444,65.33333333
121.0076667,0
121.008,50
121.009,47
121.0117692,31.76923077
121.012,62
121.0127143,47.28571429
121.01548,53.44
121.017,53
121.0189,55.34
121.021,3
121.024,39.875
121.0254561,58.9122807
121.02675,48.75
121.027,67
121.027,67
121.028,49
121.03,77
121.0334764,29.5754717
121.033625,45.5
121.034,80
121.034,71
121.0366667,49
121.0376,41.2
121.0386667,60.5
121.039,34
121.0475,55.5
121.04755,20.5
121.04975,40.75
121.05025,28.85
121.0503077,31.38461538
121.057,66
121.058,45
121.061,58
121.0625714,3.523809524
121.0626667,57.33333333
121.064,54
121.0646667,42.33333333
121.0664286,11.14285714
121.0678333,24.83333333
121.072,64
121.0735323,62.7688172
121.0736667,5
121.075625,49.5
121.08,23
121.08,0
121.08,0
121.083,6
121.083125,3.75
121.0869412,6.823529412
121.0875,47.25
121.09,23
121.0933333,43.33333333
121.0955,48
121.09575,69.25
121.096,44
121.0983333,48.33333333
121.099,43
121.1039063,40.4375
121.1044,60.6
121.105,57
121.1058571,55.71428571
121.1083333,32.33333333
121.1085714,66.71428571
121.11,0
121.11,7.333333333
121.1101429,50.57142857
121.1117778,53.35802469
121.116,39
121.12,34
121.12,34
121.121,27
121.12125,33.5
121.1236667,47
121.1236667,47
121.125,26
121.125,26
121.127,29
121.128,0
121.1285,0
121.129875,11
121.134,58.57142857
121.137,0
121.1421429,39
121.1433889,0
121.144,32
121.1457778,31.61111111
121.149,47.5
121.149,34
121.151,18.57142857
121.1526,37.9
121.1544,35
121.158,49
121.15864,19.72
121.1587059,38.64705882
121.1643684,51.29473684
121.1697143,28.85714286
121.1704167,47.41666667
121.1716667,50
121.1718,48.4
121.1745,36.5
121.1755,66.5
121.1778421,62.73684211
121.181,47.5
121.1868462,31.53846154
121.1943846,37.88461538
121.1955,16.25
121.199,21
121.199,0
121.199,21
121.2022157,64.37254902
121.2058571,67.71428571
121.2068333,53.16666667
121.2073333,0
121.21,47
121.2113158,28.10526316
121.2131509,2.226415094
121.2150909,61.45454545
121.216,53.25
121.2174652,28.11764706
121.2175,50.5
121.2231176,29.82352941
121.2234231,28.73076923
121.2265385,41.61538462
121.2268571,33.14285714
121.227875,12.3125
121.2346,11.6
121.241,78.5
121.243,36
121.2458684,37.63157895
121.2527589,47.20318237
121.2546667,49.06666667
121.2554722,43.61111111
121.2563333,50
121.259,0
121.2704545,0
121.2708,57
121.278,54
121.2798125,34.0625
121.284,0
121.28425,3.75
121.287,0
121.288,59
121.2882,49.25
121.2888889,52
121.289,22.5
121.28975,66.25
121.2915263,62.52631579
121.293,21
121.2963333,87
121.304,39
121.3086667,57
121.3095,33
121.3103,6.3
121.31225,12.5
121.3135,0
121.3137143,40
121.315,0
121.3156083,30.64166667
121.3168095,68.19047619
121.322,0.25
121.32575,35.75
121.326,51
121.328,48
121.33,0
121.33,0
121.33,0
121.33425,56.70833333
121.3367857,35.78571429
121.3390435,45.73913043
121.34,20
121.34,14
121.3463333,47
121.3471429,51.71428571
121.3518333,7.611111111
121.3524444,63.55555556
121.355,0
121.36,0
121.3665,44.66666667
121.3699211,67.57894737
121.37,46
121.37,46
121.37,46
121.3707857,47.21428571
121.374,1.5
121.3756304,63.86956522
121.3768145,42.7016129
121.378,0
121.38,23
121.38,23
121.3802667,26.86666667
121.3806667,54
121.383,43
121.387,44
121.389,55.33333333
121.39,35.5
121.3996667,0
121.4036667,52.22222222
121.4088667,27.8
121.4119818,31.96363636
121.4132381,62.52380952
121.4132857,0
121.4134423,50.96153846
121.4246667,60.77777778
121.427,0
121.4270787,54
121.4295714,32.85714286
121.4326735,51.06122449
121.436,26
121.439,43
121.441375,27.375
121.4425333,61.8
121.4438,50.2
121.4485238,1.428571429
121.451,43
121.4535,37.5
121.454027,20.75675676
121.45775,45.5
121.4596,6.6
121.4616552,57.5862069
121.4653684,57.26315789
121.4698333,48.66666667
121.471,33.22222222
121.4727778,32.33333333
121.475,13
121.475,13
121.4802857,29.38095238
121.4804167,53.25
121.4878889,23.77777778
121.4915,34.4
121.498875,0
121.5,46
121.50075,49
121.503,61
121.5108312,38.14285714
121.51375,36.75
121.515,51.5
121.5177143,3
121.5203333,48
121.521,36.75
121.5211818,69.90909091
121.5223,37.2
121.5239107,32.30357143
121.5256667,66.13333333
121.526,2.5
121.5281667,41
121.531,22
121.5326667,30.66666667
121.5327674,53.27906977
121.544,47
121.5443519,33.27777778
121.5465,4.75
121.5491622,10.78378378
121.5526667,33.33333333
121.555,0
121.5553333,0
121.5580833,47.16666667
121.5582791,30.04651163
121.5708333,26.91666667
121.5721984,39.84126984
121.5733667,35.55
121.5762063,43.25396825
121.577,47
121.5779655,29.55172414
121.58,33
121.5830598,65.03418803
121.585,48.33333333
121.5889167,45.33333333
121.589,0
121.5912381,29.71428571
121.5946667,61.66666667
121.595,37
121.6016667,39.66666667
121.603,38
121.6065714,73.85714286
121.6108077,30.34615385
121.614,6
121.6151818,6.363636364
121.6162143,64.78571429
121.6191488,27.75206612
121.6217778,49
121.623,44
121.623,41
121.626,45.33333333
121.629,21.33333333
121.629,21.33333333
121.629,21.33333333
121.629,21.33333333
121.6301346,32.85576923
121.6313182,12.36363636
121.6315,52
121.63225,0
121.634,56
121.635,0
121.6354595,45.81081081
121.6396667,0
121.6405556,51.66666667
121.6438529,42.52941176
121.646,62.25
121.6558793,16.29310345
121.65745,13.95
121.6575,2
121.665,22
121.667,43
121.6696667,55
121.67,0
121.671,14
121.6736875,37.9375
121.677,33
121.678,48
121.6793333,48
121.6805,0
121.686,0
121.6912,72.4
121.6914583,46.83333333
121.692,37
121.6925,39
121.6940833,45.58333333
121.6969655,20.48275862
121.697375,33.75
121.699,55
121.699,55
121.6998022,38.35164835
121.703,29.5
121.708,0
121.7098889,39.33333333
121.711,0
121.7114754,47.6557377
121.7115,40.5
121.7116667,61
121.7125,43.5
121.7128,54.3
121.715,48.5
121.7154444,58
121.7201429,47.14285714
121.72075,42.25
121.723,42.2
121.72725,39.5
121.731,37
121.7334,42.2
121.7348333,48.66666667
121.739,53
121.741,2
121.7426667,0
121.7475,52.5
121.749,17
121.7515,47
121.752,36
121.756,36
121.762,40
121.7625,25.14285714
121.767,0
121.783,56
121.7830676,31.69565217
121.7838571,1.285714286
121.7843125,39.75
121.78655,40.25
121.787,0
121.788,0
121.79,13
121.7935098,39.50980392
121.7952222,38.22222222
121.7953333,48.66666667
121.8002632,41.57894737
121.8002667,1.04
121.804,38
121.8052903,50.64516129
121.806,6
121.812,51.5
121.812,51.5
121.812,51.5
121.812,42
121.8137143,64
121.814,59.44444444
121.8215,0
121.8227778,26
121.824,5
121.8253158,42.42105263
121.8255,24
121.8298333,40.5
121.8298819,16.78740157
121.8342,65.4
121.8344444,57.22222222
121.8358333,52.5
121.8364,6.8
121.83975,33.25
121.842,37
121.8434568,37.32098765
121.844,39
121.846,60.5
121.846,38
121.852,51.66666667
121.8530938,21.59375
121.8536667,50.66666667
121.8575804,23.78571429
121.8581351,35.47747748
121.8603636,25.96969697
121.8615714,32
121.868,68
121.88,35
121.8806,38.6
121.8843333,37
121.8845714,44.07142857
121.885,65
121.889,63
121.8892,44.8
121.8903333,37.33333333
121.8935,65.33333333
121.8963,58.3
121.904,52
121.904,55
121.9057117,40.69642857
121.9075,50.5
121.9095205,20.95890411
121.9099471,43.67195767
121.9113333,58
121.9123333,36.66666667
121.9127838,65.83783784
121.915,21
121.917,30
121.9193333,52
121.922,21
121.924,52
121.9245263,68.42105263
121.92975,44.75
121.92975,58.75
121.931,49
121.932,63
121.932,63
121.932,63
121.933,0
121.9361429,54.71428571
121.938,36
121.9401111,36.66666667
121.945,50
121.9482,30.2
121.949,42
121.951,57
121.951,0
121.953,48
121.954,28
121.9548571,40.85714286
121.9578571,56.57142857
121.96,26.66666667
121.9624,45.4
121.9636176,30.47058824
121.964,0
121.9653333,45.66666667
121.9676667,59.33333333
121.968,45
121.968087,47.26086957
121.9695,0
121.9711852,30.37037037
121.972,54
121.974,73
121.9755,43
121.976,13
121.977,45
121.977,45
121.9773333,0
121.9786,1.2
121.9792363,43.24007561
121.9800435,54.52173913
121.982,0
121.982,0
121.983,28.5
121.985,77
121.985,77
121.985,63
121.986,32
121.986,0
121.9865,57.5
121.9878,39.4
121.988,0
121.9883913,44.26086957
121.9893333,59
121.9912373,43.54237288
121.9919333,45.4
121.993,0
121.994,0
121.994,53
121.994,53
121.994,36
121.997,47
121.997,0.25
121.99725,69.25
121.9993333,46
122.003,0
122.003,77
122.003,43
122.00375,60
122.004,52
122.004,52
122.004,52
122.004,52
122.004,52
122.004,0
122.004,52
122.005,1
122.005,0
122.0064286,61.28571429
122.0066087,38.17391304
122.007,40.66666667
122.007,0
122.007,50
122.007,0
122.011,66
122.011,0
122.012,51
122.012,0
122.01275,5.5
122.015,0
122.016,0
122.01675,29.25
122.016875,73.125
122.0179,51.7
122.018,0
122.019,51
122.021,34.58333333
122.022,23
122.0232,49.4
122.0284545,4.454545455
122.0284545,4.454545455
122.03,1
122.03,1
122.03,1
122.0303333,39
122.0308,28
122.031,49
122.031,49
122.031,2
122.0328333,51.33333333
122.0345357,48.53571429
122.035,56
122.036,34
122.0365541,48.93243243
122.0410625,9.25
122.043,59
122.043,59
122.043,61
122.0446818,57.36363636
122.0495,29.5
122.05025,48.75
122.052,75
122.0532632,38.24561404
122.054,49
122.054,69
122.0554667,46.46666667
122.056,65
122.058,41
122.0596667,45
122.0607429,66.17142857
122.061,33
122.062,55.5
122.0621364,24.18181818
122.0651053,52.15789474
122.0656471,63.70588235
122.0665714,50.25974026
122.067,46
122.0672857,41.28571429
122.068,45
122.073,0
122.0738824,50.44117647
122.074,43
122.0753,35.6
122.0758571,12.57142857
122.0759231,42.53846154
122.08,52
122.081125,62.625
122.0817647,15.79411765
122.083,38
122.0845556,62.66666667
122.086,61
122.08775,56.125
122.0910667,67.51666667
122.0926667,42.66666667
122.09725,12.75
122.099,55
122.1005,53
122.1009655,57.89655172
122.104,7
122.104,49.625
122.104,7
122.104,55.5
122.1045568,41.47727273
122.105,42
122.106,47
122.1082857,57.14285714
122.1115,53.5
122.1152222,25.66666667
122.1152581,14.16129032
122.116,36
122.116,1
122.1193333,1
122.1217222,37
122.1234167,43.45833333
122.1259231,45.15384615
122.126,34
122.1266667,44.88888889
122.1272927,3.609756098
122.1313333,0
122.1315,58.5
122.1333333,23.83333333
122.134,43.4
122.1372963,44.7037037
122.138,0
122.1425,37
122.145,34
122.1469344,62.62295082
122.151,46
122.151,46
122.152,6
122.152,6
122.152,6
122.1547143,48
122.155,61
122.155,61
122.155,43
122.159,9
122.168,0
122.1737368,42.52631579
122.1739545,45.13636364
122.178,39
122.18,46
122.1801111,61.94444444
122.182,38
122.189,39
122.1906667,54.33333333
122.192,60
122.202,51
122.207,0
122.2117273,27.54545455
122.214,67
122.214,67
122.21475,46.25
122.216,66.33333333
122.218,38
122.222,3
122.222,3
122.222,3
122.227,33
122.228,16
122.228,16
122.231,42.75
122.2345,0
122.2375,39
122.239,0.833333333
122.2413333,53.33333333
122.24184,38.48
122.248,38
122.248,38
122.2495,9
122.2508,42.8
122.2508118,33.12941176
122.251,59
122.253,0
122.2553333,33.66666667
122.2557143,58.85714286
122.26292,62.36
122.263625,32.5
122.2670847,46.84745763
122.26925,0.75
122.2721429,50.28571429
122.273,38
122.273,43.5
122.2733333,31.83333333
122.276,0
122.2805,43
122.2805,34.5
122.2836667,28.33333333
122.284,0
122.2844,45
122.285,49
122.293,60
122.2931429,49.91428571
122.294,38
122.294,38
122.2955,59.625
122.296,62.66666667
122.30175,41.25
122.309,61.6
122.31,41
122.3121053,50.94736842
122.319,0
122.3193846,26.65384615
122.3216,0
122.3235,51
122.3255385,9.961538462
122.327,41.66666667
122.328,40
122.3305,31.5
122.33125,55
122.3342857,37
122.3344375,32.625
122.3355,0
122.338,42.5
122.338,30.5
122.3413333,57.33333333
122.3416667,49.33333333
122.3435,59
122.3444043,19.19148936
122.345,46
122.345,0
122.347,41
122.3476,30.4
