tempo,popularity
104.0105,40.5
104.013,57
104.015,41
104.0155,55
104.016,2
104.016,2
104.0175,53
104.024,56
104.0245,0
104.0249,0
104.0299306,6.847222222
104.0304,10
104.031,52
104.033,57
104.037,48
104.041,38
104.043,24
104.044,40.25
104.046,60
104.047,62
104.0476667,42.33333333
104.049,13.5
104.049,28.66666667
104.0495,47.5
104.0498889,16.6
104.0517222,15.55555556
104.056,34
104.057375,12.375
104.05875,5.75
104.062,56
104.062,56
104.062,56
104.066,9.333333333
104.067,60
104.0685,0
104.071,38
104.072,0
104.0728235,47.88235294
104.074,62
104.076,40
104.076,0
104.0772,39
104.0785,59
104.0810909,4
104.082,0
104.092,57
104.0945,9.5
104.1059167,10.33333333
104.106,0.5
104.111,61
104.113,27
104.1182,8.7
104.12,12
104.12,12
104.12,12
104.12,12
104.128,8
104.1363333,40.83333333
104.139,12
104.1412308,0
104.146,2
104.1498,46.2
104.152,57
104.153,36
104.1536667,30.33333333
104.1683333,1.333333333
104.1683333,1.333333333
104.1683333,1.333333333
104.1686667,0
104.17,35
104.17,35
104.1715,37.5
104.17575,43.25
104.1790625,35.40625
104.18075,61.25
104.1833333,55.33333333
104.1838333,6.138888889
104.1845,47.5
104.185,0
104.191,15
104.191,39.5
104.1916,61.8
104.2007826,0
104.203,0
104.207,0
104.207,46
104.2075,43
104.2075,43
104.209,31.125
104.21,43
104.2116341,4.195121951
104.2125,0
104.213,49.5
104.2185,44
104.2205,0
104.223,39
104.2233333,0
104.23,7.333333333
104.2306947,5.257894737
104.232,25.4
104.232,25.4
104.2345,2.5
104.2348,0
104.23775,50
104.2423333,0.5
104.2475,2.75
104.2512222,0
104.2532857,0
104.2573636,62.72727273
104.2575,43
104.263716,0.160493827
104.264,6
104.264,6
104.266,42
104.2692,19.6
104.2694091,71.22727273
104.2745,56.75
104.27475,0
104.2802239,5.554707379
104.281875,0
104.281875,0
104.284,41.66666667
104.287,0
104.2935,0
104.2945625,50.6875
104.295,45.5
104.297,0
104.298,35
104.301375,11.875
104.3078,57.6
104.311,38
104.3157885,8.423076923
104.316,55
104.3176667,48.66666667
104.3234762,65.83333333
104.3244,45.2
104.3313864,23.31818182
104.3326667,56.33333333
104.3355,0
104.3417692,28.46153846
104.3435,37.5
104.3435,37.5
104.3490968,0.451612903
104.353,45
104.3638182,54.54545455
104.364,16
104.3655,18.5
104.3655,18.5
104.3690625,38.875
104.3707313,11.84848485
104.3760833,54.08333333
104.382,48
104.383,48
104.385,41
104.391,53
104.391,0
104.393,19.875
104.3958333,0
104.3998846,33.46153846
104.404,39
104.404,39
104.406,14
104.412,18
104.418,17.5
104.4213548,45.12903226
104.4218421,51.57894737
104.428,57.5
104.4307778,27.05555556
104.43085,0.05
104.4326667,45.16666667
104.4337872,16.27659574
104.4392473,41.53763441
104.4415056,5.846501129
104.449,0
104.4568333,29.83333333
104.4582143,10.5
104.46,41
104.466,0
104.4680222,0.022222222
104.468632,4.68
104.4713033,8.5
104.477,0
104.4795,48
104.484875,28
104.4895,43.5
104.4913333,49.33333333
104.493,61
104.4995926,0.740740741
104.5,0
104.5014286,12.14285714
104.50175,45.75
104.503,30
104.5085,0
104.51,58
104.5116364,52.54545455
104.5125385,0
104.5125385,0
104.5248182,48.09090909
104.5293333,19.33333333
104.531,21.5
104.5375,27.5
104.5395,25
104.5453333,0
104.5469155,59.8028169
104.547,48.5
104.5528333,40
104.561,0
104.565,0
104.57348,0.04
104.576,35
104.5766429,50.64285714
104.5805,10.07142857
104.5806296,44.07407407
104.581,29
104.5823761,47.5982906
104.59,0
104.595625,0
104.600125,2.375
104.6003333,31
104.6028,3.95
104.6035,32.5
104.6091667,0.958333333
104.61325,49.25
104.619,58
104.6196667,49
104.6241333,0
104.63,49
104.63628,40.4
104.637,8
104.6376667,2.444444444
104.6395,6.5
104.6395,6.5
104.6395,6.5
104.643,37
104.644,0
104.644,0
104.644,0
104.644,0
104.644,0
104.644,0
104.644,0
104.647,60
104.65,19.2
104.6533289,12.13157895
104.6539231,1.692307692
104.6583333,33.66666667
104.6583333,33.66666667
104.6606667,80
104.6625,3.333333333
104.6665,40.78571429
104.667,0
104.672,39
104.6756,38
104.676,38
104.676,38
104.6768333,0
104.6795,9
104.6803333,66
104.6808991,27.17431193
104.685,69.5
104.6873861,14.40506329
104.6896061,0
104.69,0
104.6925,0
104.697,5.5
104.7,38
104.7003394,22.56363636
104.702,52.25
104.7033333,0
104.7045,0.5
104.7102727,26.09090909
104.7194787,25.6492891
104.7198462,0
104.72525,3.5
104.7311111,13.11111111
104.734,39
104.73825,54.75
104.7453333,20
104.7456667,8.666666667
104.747,37
104.7475,46.5
104.7516667,42.5
104.753,59
104.753,59
104.7548421,7.842105263
104.7555,41
104.756,51
104.7567213,0
104.757,54
104.7573333,0.333333333
104.764,3
104.769,45
104.77,50
104.7718,4.2
104.772,49.17647059
104.7746,1.2
104.7757281,5.981873112
104.778,43
104.78,56.33333333
104.7848333,0
104.7856667,29.08333333
104.792,0
104.7955,50.5
104.8055,32.5
104.8069375,53.5
104.809,30
104.8125714,0
104.8139063,24.15625
104.815,50
104.815,50
104.81625,0.25
104.822,45
104.8228519,37.66666667
104.8229231,12.25641026
104.824,55
104.8278,1
104.8285,43.72727273
104.829,43
104.832,64
104.833,51
104.83375,26
104.838,0
104.843,44
104.8451667,6.666666667
104.8465714,2.714285714
104.847,0
104.85175,15.5
104.8520385,14.03846154
104.856,0
104.86,51
104.8608571,61.85714286
104.8715,41.5
104.8733333,27.66666667
104.8776667,58.66666667
104.879,1
104.882,54
104.882,54
104.8905,40.5
104.8955,42.5
104.896,1
104.9004,50.6
104.902,21.5
104.90225,51.91666667
104.9024,9.65
104.9103333,8.333333333
104.911,65
104.911,33
104.913,25.2
104.9137,0.2
104.915,59
104.9174,35.2
104.918,1
104.921,40
104.9225,0
104.927,0
104.928,56
104.929,53
104.9303478,42.43478261
104.9315,35.66666667
104.9356667,48
104.9363333,6.666666667
104.94,0
104.941,69
104.9436667,0
104.944,58
104.95,77
104.9525,48.5
104.9525455,0
104.955,9
104.956,72
104.957,53
104.9576364,0
104.958375,0
104.96,45
104.961,55
104.962,44
104.9632083,34.125
104.964,55
104.966,49
104.966,49
104.96625,5.640625
104.9664667,2.25
104.97,58
104.97,58
104.972,77
104.974,20.125
104.974,47
104.976,60
104.976,60
104.977,53
104.977,52
104.978,49
104.9785,22.5
104.979,58
104.979,24
104.979,58
104.979,58
104.9805,61.5
104.981,36
104.982,48.5
104.9820714,3.571428571
104.984,63
104.984,63
104.985,48
104.985,47
104.987,58
104.987,70
104.9875714,62.85714286
104.988,64
104.988,0
104.988,69
104.988,69
104.988,69
104.989875,8.875
104.99,65
104.9901111,38.44444444
104.991,68
104.991,68
104.9917273,8.545454545
104.992,43
104.993,2
104.993,49
104.9931176,46.23529412
104.994,60
104.994,60
104.995,45
104.995,52
104.9965,45
104.997,65
104.998,46
104.998,69
104.998,64
104.998,64
104.9995238,37.76190476
105.001,50
105.001,36
105.002,54
105.00225,30.5
105.003,36
105.004,54
105.004,46
105.00425,1.3125
105.0063333,47.83333333
105.008,69
105.01,31
105.0102222,48.44444444
105.0105,51.5
105.013,82
105.015,51
105.015,54
105.0165,18
105.02,49
105.0216667,5.666666667
105.0225,0
105.025,0
105.0267179,33.28205128
105.027,44
105.031,53
105.031,53
105.031,4
105.0315,53.5
105.032,54
105.0347368,3.210526316
105.0348182,45.90909091
105.0369231,0
105.0402222,52
105.0409,35.1
105.042,64
105.045,49
105.0485,61.5
105.049,40
105.05,39
105.056375,70.875
105.058,44
105.0583889,15.66666667
105.0594615,0.076923077
105.0628,49.8
105.0646,22.4
105.067,37
105.0673333,0.666666667
105.07,45
105.074,0
105.0740938,63.8125
105.07725,46.75
105.0776667,32.22222222
105.0778,35.4
105.078,59
105.084,0
105.0883333,2.333333333
105.092,40
105.093,0
105.09675,0
105.098,57.5
105.098,52
105.1028,9.4
105.104,16
105.1067059,51.23529412
105.1095625,8.0625
105.113,45.5
105.1131667,48.55555556
105.1148235,46.29411765
105.119,3
105.121,23
105.122,0
105.123,2
105.126,41
105.131,48.875
105.132,49
105.1360612,2.755102041
105.149,0
105.1490667,0
105.1560588,17.05882353
105.1575,10.25
105.163,45
105.1636897,9.781609195
105.1638,49.8
105.1675,0
105.1686667,62
105.1753,56.1
105.1764,46.4
105.179,17
105.1795,42.25
105.181,50
105.1825614,11.01754386
105.1916667,15.66666667
105.192,61.71428571
105.1949,0
105.1951333,43.06666667
105.2002439,0.048780488
105.2035,0
105.2048571,54.71428571
105.2061429,28.14285714
105.2076667,46
105.216,27
105.2185,33
105.2195,24.5
105.2197745,0.203636364
105.2219777,1.146496815
105.2224348,56.69565217
105.223,43
105.2233889,3.055555556
105.225,47
105.234,39
105.2361429,0
105.2385556,33.66666667
105.2418108,55.35135135
105.2430833,54.41666667
105.245,4.5
105.274,54
105.2800047,39.69086651
105.2852,50.6
105.303,0
105.303,0
105.3048667,57.8
105.305,41
105.307,0.472222222
105.308,0
105.3115161,35.38709677
105.314,50
105.321,45.4
105.325,47
105.328,0
105.328,60
105.328,60
105.3304286,0
105.3304286,0
105.3304286,0
105.3304286,0
105.3304286,0
105.33375,25
105.334,44.5
105.3346429,64.21428571
105.3371161,3.982142857
105.33775,0.041666667
105.344,34
105.3456667,15
105.348,57.33333333
105.35,34
105.355,47
105.356,68.5
105.359875,34.25
105.36,0
105.3605,47.5
105.3606923,46.23076923
105.3614286,4.228571429
105.3676628,61.36046512
105.36964,30.8
105.374,26.19444444
105.3742,32.4
105.3744,46.6
105.375,0
105.377,40
105.3798317,36.55445545
105.382,44
105.382,35
105.3895,41
105.3972,57.4
105.3983333,32.33333333
105.4,43
105.406,33
105.406,40
105.406,38
105.407,42.25
105.416,36.6
105.4198298,0
105.4226,60.4
105.423,49
105.4249697,7.060606061
105.4285,21.5
105.431,35
105.4342558,0.046511628
105.435,53.66666667
105.4385714,40.85714286
105.446,25
105.4482,57.4
105.449,20
105.451,12
105.4585,0
105.4599412,0
105.46,34
105.46,34
105.46,34
105.46,34
105.465,14
105.465,14
105.4703333,21
105.4723333,1.5
105.4725871,10.77419355
105.4764286,68.0952381
105.4767778,19.22222222
105.4803333,8
105.481,54
105.48175,40.1
105.483,12
105.4835,0
105.484,59
105.492,43
105.492,43
105.4956667,7.222222222
105.4985455,2.181818182
105.49925,57.5
105.4999032,39.22580645
105.5000714,72.57142857
105.5044167,0.020833333
105.506,43.5
105.5081778,48.48888889
105.5106667,41.66666667
105.513,54
105.513,54
105.515,42.66666667
105.5151607,15.47857143
105.5156667,62.66666667
105.516,5
105.518,29
105.519,45.5
105.5195,0
105.5206667,48
105.5275,57.25
105.532,26
105.5348,6.04
105.537,26
105.537,26
105.537,61
105.537,26
105.537,26
105.537,26
105.539451,0
105.54,53
105.5403333,64
105.541,46
105.5468182,52.09090909
105.5468333,14.66666667
105.548,27
105.5481034,34.79310345
105.5585,36.5
105.562,35
105.562,72.6
105.5645,23.5
105.567,41
105.572,2
105.573,0
105.5766981,1.849056604
105.5825,23
105.587,1
105.5886667,61.33333333
105.589,0
105.5989787,28.12765957
105.6025,0
105.6032,12.2
105.60725,50.35
105.6097778,15.03703704
105.6242,53.2
105.6243333,0
105.6252881,31.43644068
105.627,40
105.6280909,0
105.629,48
105.63,54
105.6330769,2.153846154
105.635,64
105.6375909,59.40909091
105.6408333,38.83333333
105.6454375,25.16666667
105.647315,23.045
105.6476875,40.40625
105.649,43.5
105.6493846,28.84615385
105.6517368,14.73684211
105.652,61
105.653,33
105.6556667,46
105.656,37
105.656,17.5
105.658,49
105.6605,40.3
105.6614583,39.47916667
105.667,0
105.674,40
105.6802,57.6
105.6814444,55.44444444
105.686,48
105.69,48
105.69,48
105.69,48
105.69,48
105.69,48
105.69,48
105.69,48
105.69,48
105.69,48
105.69,48
105.693,47
105.7,48
105.7035,0
105.709,50
105.7106667,48.33333333
105.714,41.5
105.7146667,27.33333333
105.718625,58.5
105.7195714,43.71428571
105.726,40
105.727381,38.76190476
105.728,15
105.735,28
105.7358125,12.796875
105.736,48
105.737,30
105.738,35
105.7532222,42.22222222
105.7553889,5.611111111
105.756,48.5
105.7565,11.5
105.7567143,37.71428571
105.7568,49
105.757,46.5
105.7580658,18.18421053
105.7582727,28
105.7586667,23
105.7588,31.6
105.762,36
105.764,37.33333333
105.7657778,42
105.7663889,37.66666667
105.769,10
105.769,0
105.769,39
105.7735,44.5
105.777,42.5
105.777,55
105.7779394,11.51515152
105.779,39
105.779,61.28571429
105.7795455,0
105.7835,14
105.785,43.5
105.792,7
105.7934595,0.351351351
105.7966,0
105.798,0
105.799,2
105.8,33.5
105.8058571,40.42857143
105.807,52
105.8085,22.5
105.8096471,10.11764706
105.8117857,71.28571429
105.812,34.5
105.8123333,42.33333333
105.8131,40.9
105.814125,55.375
105.8176667,44.66666667
105.8188333,33.5
105.8203333,0.666666667
105.8203333,0.666666667
105.824,0
105.832,18
105.8336364,2.454545455
105.835,40
105.836,5.666666667
105.8365,48.5
105.8378421,0
105.839,36
105.8421429,6.714285714
105.8423333,28.33333333
105.8429375,37.125
105.8438727,48.34545455
105.846,4
105.846,0
105.8478571,61
105.8493333,17.66666667
105.8648333,54.83333333
105.87225,0
105.8742571,0.171428571
105.875,41
105.8774,39.6
105.8795,1.5
105.8818462,21.26153846
105.8827692,0
105.8866667,62.33333333
105.8880909,62.90909091
105.8893824,0.009803922
105.8893824,0.009803922
105.8902353,9.705882353
105.8902353,9.705882353
105.8986,0.2
105.8986,0.2
105.9,0
105.9,26
105.902,46
105.9023083,52.18045113
105.9028,47
105.905,37
105.9095,52.5
105.911,5
105.911,5
105.913,60
105.9156667,5.333333333
105.9222857,72.14285714
105.924,6
105.926,53.2
105.9260125,7.1625
105.927,0
105.92825,43.25
105.929427,52.34269663
105.931,36
105.933,0
105.9336667,64.11111111
105.935,36
105.935,58
105.936,62
105.9380556,0.111111111
105.9406,24.8
105.94525,0
105.95,42
105.952,61
105.9535172,13.4137931
105.9542727,45.63636364
105.9545,60
105.95625,40.25
105.957,51
105.961,59
105.9612,32.4
105.9613333,1
105.9615,0
105.9659412,47.70588235
105.9717476,41.99029126
105.9725714,43
105.9753846,26.15384615
105.9821667,45.66666667
105.986,54
105.9873333,66
105.9875,55
105.9906667,7.333333333
105.991,69
105.9913824,17.64705882
105.9926,4
105.994,0
105.9953333,56.33333333
105.996,57
105.996,60
105.998,26.57142857
105.999,47
105.9992,43.8
106.001,0
106.001,58
106.003,67
106.006,49
106.0127423,48.11340206
106.0130833,53.75
106.0137143,0
106.017,62
106.019,25
106.019,58
106.019,25
106.024,38.5
106.024,62
106.02425,22.875
106.0246111,0.055555556
106.0251429,28.85714286
106.028,37
106.034,0
106.0347,52
106.035,36
106.035,36
106.035,36
106.0380667,12.2
106.0387778,0.185185185
106.039,50
106.04,52
106.0442727,12.65909091
106.046,0
106.0498,41.4
106.055,66
106.0572857,14
106.059,55
106.06,59
106.0609851,53.32835821
106.0626316,28.26315789
106.0635,0
106.0655714,2.571428571
106.06875,43.49358974
106.0726667,0
106.0734167,8.583333333
106.0773333,0
106.0795,44.5
106.0823333,43.66666667
106.093,2
106.093,0
106.096,45
106.0962,34.7
106.0978,5.8
106.1042692,32.57692308
106.109,0
106.1120833,31.83333333
106.114,32
106.1141667,3.5
106.116,14.5
106.1163,49.9
106.119,0
106.1225,1
106.124,56.33333333
106.128,47.75
106.1283333,53.33333333
106.129,28
106.133,50.5
106.135,45.33333333
106.141,0
106.1433333,33.66666667
106.14375,43.75
106.1462222,54.33333333
106.155,51
106.15825,48.25
106.1639115,1.672566372
106.1669167,47.5
106.169,53.33333333
106.1775217,40.91304348
106.182,2
106.183,0
106.183,0
106.183,26
106.185,43
106.186,31
106.1868889,7.555555556
106.1896,3.9
106.18975,0
106.18975,0
106.18975,0
106.18975,0
106.1904444,62.66666667
106.193,51
106.1975,43.5
106.1975,51.5
106.1985634,27.98591549
106.2013529,34.94117647
106.2047143,0
106.211,51.2
106.217,35
106.2175,42
106.2246447,2.263157895
106.23,0
106.231,63
106.239,51
106.2404167,0.166666667
106.241,56
106.241,56
106.244,4.5
106.2460474,2.001754386
106.2477361,14.48611111
106.2548667,37
106.2562,30.46666667
106.2575,51.25
106.2629,30.6
106.2657391,49.69565217
106.265875,66.25
106.275,2
106.278,44.66666667
106.279,65
106.2795294,27.52941176
106.281,48.5
106.284,35
106.2863333,0
106.292,24.66666667
106.2948182,39.54545455
106.2965,44.5
106.297,2
106.297,12
106.303,38
106.3065,0
106.3068,26.4
106.307,36
106.314,9.5
106.314875,0
106.319,23.66666667
106.3217143,60.71428571
106.325,10
106.32925,39.08333333
106.3302,29
106.33075,39.54166667
106.3332,51.4
106.3372734,23.17266187
106.3396667,44.83333333
106.3445,57.5
106.3494286,0.285714286
106.3495,35.75
106.3509683,26.96825397
106.3596667,32.66666667
106.3626667,1
106.368,24
106.368,26
106.37,40
106.3746,0
106.3775,0
106.379,64.66666667
106.3791429,64.42857143
106.3868028,4.38028169
106.3883333,1.555555556
106.394,44
106.398,38.5
106.406,53
106.410125,0
106.411,0
106.411,0
106.413,0
106.4146,25.2
106.4154475,30.81278539
106.4215,17
106.4299091,53.81818182
106.431,4
106.435,70.75
106.437,25.33333333
106.442,27
106.4442222,39.88888889
106.447,29.25
106.4485,61
106.4505,0
106.450625,0
106.4515,51.5
106.4564766,16.8203125
106.4564766,16.8203125
106.4564766,16.8203125
106.459,0
106.46,19.61538462
106.462,42.5
106.4632,54
106.4656667,0.033333333
106.467,40
106.4685,0
106.4700515,11.73529412
106.4703333,44.77777778
106.4811667,3
106.4818333,19.83333333
106.482,61
106.483,27.66666667
106.4868095,32.28571429
106.489,67
106.4901765,60.11764706
106.4905,40
106.496,9
106.501,40
106.501,40
106.501,0
106.5025,49
106.511,0
106.512,0
106.5145828,0.031847134
106.517,56.5
106.5171429,40.14285714
106.518,59
106.519,0
106.5195,47.5
106.5199677,1.709677419
106.524322,0
106.5267174,0.043478261
106.533,5
106.536,33
106.536,33
106.5366667,46
106.5405,0
106.5474286,41.85714286
106.5491563,31.0546875
106.554,0
106.555,5
106.5566667,47.33333333
106.5594,6.65
106.563,27
106.563,27
106.5647407,39.7037037
106.5660909,26.27272727
106.577,0
106.583,19
106.585,0
106.5852222,44.81481481
106.5853333,11
106.5933333,42.33333333
106.5955,1
106.6,0
106.60175,21.25
106.605,58.33333333
106.605,57
106.613,37
106.625,0
106.6271429,0
106.6289512,56.6097561
106.6336739,47.2826087
106.635673,0.012578616
106.636,56.57692308
106.637,40
106.6496571,10.2
106.654,37
106.6549778,50.48888889
106.662,38
106.665,43
106.671,29
106.671,35.5
106.6711364,35
106.6724444,28.38888889
106.6835,19.5
106.6851961,20.09803922
106.6856667,0
106.6856667,0
106.6858197,49.04918033
106.686,0
106.688,49
106.6907333,6.8
106.6943333,56.66666667
106.6976667,53.66666667
106.6976923,22.80769231
106.6995,39.5
106.7,55
106.7074902,43.50980392
106.7104,29.4
106.713,44
106.7165,53.5
106.718,3
106.725,61.5
106.7276667,65
106.7288333,0
106.732,0
106.7347778,9.444444444
106.741,19.33333333
106.742,31.66666667
106.744,36.5
106.7508571,42.57142857
106.7518333,46.66666667
106.7545,27.5
106.755,42
106.756,3
106.756,3
106.756,3
106.756,3
106.7564167,0.708333333
106.760888,7.56
106.765,45
106.769,15
106.776,0
106.777,28
106.77875,32.75
106.7788333,51.66666667
106.7839143,45.65714286
106.784,39
106.7845,51
106.787,49
106.787,49
106.7876765,28.88235294
106.7905,62.5
106.7918,8.6
106.7919091,12.47933884
106.7925,0
106.797,31.5
106.8018,42.6
106.8021429,44.28571429
106.81,37.66666667
106.8111429,0
106.8123333,42.66666667
106.814,28
106.814,28
106.814,28
106.8184,55
106.822,29
106.8228,33
106.824,29
106.8326667,0
106.8326667,0
106.8399504,5.978723404
106.84,46
106.8435,30.5
106.847,51
106.849,47
106.853,66.71428571
106.854,15.5
106.862,56
106.86325,37.5
106.865,60.5
106.867875,45.75
106.869,68
106.8706596,16.24698795
106.878,14
106.882,29
106.882,29
106.8836,11.9
106.8848,50.2
106.8893636,45.36363636
106.8928,0
106.8978571,0
106.8994213,26.26903553
106.9,0
106.902,48
106.906,38
106.908,60
106.9221053,23
106.928,34
106.9328,38.8
106.9376552,65.4137931
106.939,49
106.942,59
106.9425,33
106.9445,49.5
106.945,46
106.9485556,47.77777778
106.9495,53.5
106.95,62.33333333
106.955,42.75
106.956,39
106.959,0
106.96,36
106.9621579,41.42105263
106.963,1
106.963,1
106.9643797,17.26582278
106.9648636,44
106.9676,43.2
106.97175,40.75
106.9725,0
106.973,1
106.975,34.33333333
106.977,60
106.9795333,37.73333333
106.9795333,37.73333333
106.980125,58.375
106.9837556,32.06666667
106.9873333,0.666666667
106.992,37
106.994,63
106.9976364,24.95454545
106.998,51
107,4
107.0013,38.6
107.002,37
107.0075,61
107.011,40
107.0125,54.5
107.0175,58.5
107.018,17.5
107.021,45
107.0228571,45
107.025,44
107.026,40
107.028,50
107.0280769,53
107.03,46
107.031,55
107.031,54
107.0342222,0
107.035,58
107.036,46
107.0365714,46.57142857
107.0366949,27
107.0398365,38.69230769
107.044,38
107.0448636,22.31818182
107.048,54.5
107.0511667,8.166666667
107.0535,0
107.054,43.66666667
107.0558,23
107.0563333,0
107.0574444,10.55555556
107.0575029,1.593567251
107.059,0
107.05925,26.125
107.0597619,10.16666667
107.0678571,59
107.071,18
107.0716,39
107.0726875,33.1875
107.0792,54.2
107.084,34
107.091,0
107.091,0
107.092,59
107.092,59
107.09775,57.75
107.0993571,0.785714286
107.1025,34
107.103,60
107.103,60
107.11,52
107.11,52
107.11,52
107.1105,36.5
107.116,64
107.1206,0
107.1226667,4.5
107.123,7.333333333
107.1245,14.75
107.1328,53
107.1341111,18.11111111
107.1378239,53.93710692
107.1425714,10.18681319
107.1440541,27.83783784
107.144375,21.875
107.1445,48.13333333
107.1455172,1.965517241
107.1485,52
107.149,35
107.1498136,24.22033898
107.1503333,47.33333333
107.1525556,57.85185185
107.154,42
107.1552857,10.28571429
107.1589231,4.769230769
107.161,31
107.161,21.5
107.161,31
107.161,21.5
107.1656818,1.5
107.1660526,32.31578947
107.16675,43.875
107.1674667,62.2
107.168,22
107.1715,44
107.172,55.5
107.1735,65.125
107.174,36
107.177,45.6
107.1781765,35.47058824
107.1803889,17.69444444
107.182,24
107.184,46
107.184,20.75
107.1918,0
107.1918889,0
107.1955,41
107.203375,33.75
107.204,58.42857143
107.208,0
107.2125,13.5
107.214,0
107.21675,0
107.21675,0
107.221,2
107.2231818,6.545454545
107.226,61
107.226,61
107.2261429,42.57142857
107.2265,0
107.2280833,46.83333333
107.2302128,26
107.2345625,0
107.2356471,14.88235294
107.2375,47.5
107.24275,50.15909091
107.2554444,36.77777778
107.262,21
107.263697,23.51515152
107.2656667,37.16666667
107.2712569,16.11009174
107.272,46
107.272,46
107.2755,70.5
107.2775,56
107.2785714,40.57142857
107.281,6
107.2812333,3.1
107.283,0
107.2910157,26.98031496
107.298,35
107.2982593,39.48148148
107.305,54
107.3074048,9.095238095
107.309375,0
107.314,37.33333333
107.3146667,56.33333333
107.3165,38
107.3178889,43.55555556
107.3186667,24.66666667
107.3206667,41
107.3209483,11.15517241
107.321,4
107.328,5
107.33725,64.25
107.3421429,36.28571429
107.3513763,19.04301075
107.354,35.25
107.3548,0.2
107.356,76
107.3573333,64.66666667
107.3578182,0
107.362625,0
107.364375,32.0625
107.368,0
107.372,0
107.3736667,37.33333333
107.376,42
107.3774839,0
107.3787143,1.904761905
107.3793636,25.72727273
107.3803548,0
107.3820769,0
107.3825,27.75
107.38475,57.25
107.3852778,55.61111111
107.388,35
107.388,72
107.3891022,18.00729927
107.3975833,0
107.3989808,7.634615385
107.40625,44
107.4065,37.5
107.40725,26.5
107.40948,37.92
107.413,27.2
107.4185,50
107.4213333,0
107.4225,46.5
107.4225,46.5
107.429,0
107.4350909,60.63636364
107.44,50
107.44,50
107.441,0
107.443,50
107.446,40
107.446,40
107.446,40
107.447657,1.536231884
107.4478571,0
107.4563333,10
107.457,50
107.458,64
107.458,64
107.4587907,13.53488372
107.4634,0
107.465,41
107.471,45
107.4728889,1.388888889
107.477,25
107.477,46
107.4866667,58.33333333
107.4885,47
107.4927273,0
107.4927273,0
107.4955,37.25
107.4965,60
107.497,47
107.4982264,0.037735849
107.4985294,0
107.50175,49.5
107.506,48
107.506,48
107.506,48
107.50675,39.5
107.50725,48.66666667
107.5083333,37.66666667
107.5085,41.5
107.5095,46.8
107.5095,58.5
107.5107404,0.038461538
107.515,47
107.5155714,0
107.51805,59.2
107.5205,61.5
107.5243333,66.33333333
107.5284,0
107.532,46.66666667
107.538375,41.875
107.5397143,12.71428571
107.543,7
107.545,34
107.545,0
107.5496,0
107.561,34
107.5618,51.4
107.5648444,42.48888889
107.5663333,0
107.5773333,37
107.579,33
107.5825,45.75
107.58424,11.3
107.592,44.5
107.5922222,38.88888889
107.5941081,2.607068607
107.5943333,55.33333333
107.596,0
107.598,46.6
107.5992449,38
107.6,41
107.601,22
107.608,41
107.6140323,49.74193548
107.6278571,31.71428571
107.632625,27.875
107.634,36.77777778
107.636,44.33333333
107.6373333,38.66666667
107.64025,38
107.642,48
107.645,42
107.6455882,0
107.6505,29.25
107.651,27
107.652,57
107.6526,60
107.6537097,37.83870968
107.656,18.33333333
107.657,35.53333333
107.6589437,53.76056338
107.66,39
107.66,39
107.6605,36.2
107.6641176,39
107.6663333,68.33333333
107.668,49
107.6747561,3.536585366
107.6775,1.25
107.6805714,52.14285714
107.6805882,65.47058824
107.6846667,44
107.6900417,0
107.694,50
107.694,50
107.6943333,17.5
107.6995,17
107.709,42
107.7110476,30.71428571
107.712125,44.5
107.713,57
107.7161667,12
107.7161667,12
107.718,0
107.7192,0
107.72,46
107.72244,32.44
107.7254091,15.22727273
107.726,51
107.7262,44.9
107.73075,13
107.7317778,0
107.732,5
107.733,54.25
107.7365,68.46153846
107.7386667,26
107.749,30
107.75,61
107.75,61
107.753,0
107.758,10
107.76,31.33333333
107.768,59
107.768,59
107.7681429,57.23809524
107.76825,51
107.7694545,0.181818182
107.77,42
107.7711538,33.46153846
107.7739231,45.69230769
107.7755,45.5
107.776,33
107.778,0
107.778,28
107.7783491,42.37090909
107.779,50
107.781,0
107.7838182,11
107.7838788,33.36363636
107.7885,50
107.7927,30.2
107.797,0
107.801,36
107.8055,39
107.8097904,49.125
107.811,26.5
107.8131719,0.71875
107.8165,1
107.82,50
107.822125,51.125
107.8265,47
107.829,0.611111111
107.83,41
107.83625,0.1
107.8363333,36
107.8363333,31.66666667
107.837,65
107.8372222,74
107.84,59
107.8425,35.83333333
107.843,0
107.849,8
107.849,8
107.8515,42.5
107.855,46
107.8597895,4.210526316
107.8635,30.5
107.8694286,12.57142857
107.8694286,12.57142857
107.876,8.5
107.876,8.5
107.87875,39.25
107.879,0
107.881,1
107.883,0
107.8832593,26.07407407
107.8924286,44
107.893,59
107.8985714,16.14285714
107.906,4
107.909,41
107.9100968,32.12903226
107.9111053,0.315789474
107.911551,0.755102041
107.915,39
107.918,75
107.919,28
107.919,28
107.9201071,23.89285714
107.926,33
107.9267222,13.09259259
107.931,46
107.932,56
107.9335714,10.57142857
107.9338333,45.25
107.936974,36.5974026
107.937,51
107.938,25
107.9383611,26.13888889
107.943,63
107.947,46
107.948,44
107.9484444,38.94444444
107.951,73
107.9512,21.03333333
107.952,68
107.953,47.5
107.954,0
107.954,0
107.956,53.33333333
107.956,41
107.959,39
107.9595366,38.73170732
107.9606667,55.83333333
107.9606667,17.33333333
107.963,67
107.963,40
107.963,59.5
107.963,73.02631579
107.963,67
107.963,67
107.964,6
107.965,73
