loudness,popularity
-17.061,13.5
-17.0605,43
-17.057,0
-17.0564898,30.87755102
-17.054,30
-17.0535,0
-17.051,51
-17.051,1
-17.051,22
-17.051,22
-17.0506,6.6
-17.04907143,0
-17.049,54
-17.04716129,19.83870968
-17.04633333,30.11111111
-17.04385714,37.35714286
-17.037,29.5
-17.036,52
-17.034,20
-17.03325,0
-17.0325,42
-17.0324375,35.875
-17.032,11.5
-17.032,1
-17.032,0
-17.032,24
-17.0318,37.59047619
-17.02933333,52.33333333
-17.02827273,0
-17.02758621,0
-17.0255,27.5
-17.025,0
-17.025,0
-17.02042308,0.576923077
-17.01895098,29.48039216
-17.018,0
-17.017,0
-17.01499582,9.581589958
-17.01466667,40.33333333
-17.0125,24.5
-17.012,45
-17.00923529,0
-17.00714286,19.14285714
-17.005,14
-17.00460714,0.785714286
-17.00175,44
-17.001,0
-17.001,54
-16.997375,0
-16.99733333,39.66666667
-16.996,40
-16.9955,19.5
-16.994,24
-16.99225,46.75
-16.99225,46.75
-16.988,60
-16.986,33
-16.986,0
-16.98504651,23.37209302
-16.98349158,1.962962963
-16.98263636,0.181818182
-16.98166667,63
-16.978,0
-16.97791429,5.971428571
-16.9765,16
-16.975,34.5
-16.975,35
-16.965,24
-16.964,63
-16.962875,0.375
-16.96,34.33333333
-16.95865625,37.34375
-16.95675,0
-16.955,0
-16.95352941,3.470588235
-16.951,32
-16.951,32
-16.951,45
-16.944875,29.125
-16.944,3
-16.941,0
-16.941,26
-16.941,0
-16.93930769,0.192307692
-16.938,44
-16.934,3
-16.93333333,2.5
-16.932,45
-16.9315,5
-16.93066667,35
-16.92915942,24.10144928
-16.929,29
-16.9285,30.5
-16.9265,41
-16.924,0
-16.92271429,10.5
-16.92,0
-16.917,54
-16.917,0
-16.916,0
-16.91533333,17.66666667
-16.9145,67
-16.913,24.8
-16.91208333,6.847222222
-16.912,61
-16.912,0
-16.91166667,1.333333333
-16.91166667,1.333333333
-16.91166667,1.333333333
-16.91,14
-16.906,25
-16.906,64.5
-16.903,32
-16.90233333,16.66666667
-16.899,62
-16.899,0
-16.899,46
-16.899,0
-16.897,2
-16.8965,38.25
-16.896,0
-16.895,69
-16.89195652,38.17391304
-16.89024731,2.387096774
-16.89,44
-16.88961538,11.69230769
-16.8895,39
-16.888,42
-16.888,42
-16.88685185,24.85185185
-16.885,4.625
-16.8815,51
-16.88125,33.91666667
-16.8799375,9.25
-16.87975,34.5
-16.878,20
-16.877,56
-16.87666667,2
-16.87633333,7.666666667
-16.873,66
-16.87283333,5
-16.868,64
-16.867,0
-16.86416667,15.83333333
-16.863,0
-16.863,0
-16.863,0
-16.8622,11.4
-16.86,57
-16.858,43
-16.8575,3
-16.855,33
-16.8542,0
-16.852,37
-16.85,38.5
-16.84828571,3
-16.8459,0.1
-16.84530769,41.01923077
-16.844,0
-16.842,17
-16.842,47
-16.83841667,0
-16.8384,19.4
-16.838,8
-16.83652174,0.347826087
-16.834,1
-16.83371429,41.14285714
-16.83284211,11.01754386
-16.83,34
-16.829,11
-16.82885714,34.28571429
-16.82881818,2.454545455
-16.827,5.6
-16.826,52
-16.824,11
-16.824,0
-16.822,23.33333333
-16.82,33
-16.819,1
-16.819,23
-16.818,37
-16.818,37
-16.8168,0.2
-16.81527586,37.37931034
-16.81116667,9
-16.809,42
-16.8055,37.5
-16.805,32
-16.80497368,0
-16.80497368,0
-16.80497368,0
-16.80497368,0
-16.8046,0.6
-16.804,42
-16.80342857,1
-16.80311111,6
-16.803,32
-16.8025,57
-16.802,36
-16.802,0
-16.802,36
-16.802,36
-16.802,36
-16.802,36
-16.801,16
-16.8005,35.75
-16.8,24
-16.798,1
-16.798,51
-16.797,62
-16.796,16.14285714
-16.795625,35.3125
-16.79542857,25.42857143
-16.7948,31.4
-16.7945,2.875
-16.79425455,15.92727273
-16.793,22
-16.7905,24.5
-16.7905,24.5
-16.7905,24.5
-16.7905,24.5
-16.7905,24.5
-16.7905,24.5
-16.7905,37
-16.789375,37.25
-16.787,19
-16.78268519,13.09259259
-16.782,30
-16.781,56
-16.781,56
-16.77844444,0.055555556
-16.77635,6.65
-16.77428571,0.142857143
-16.773,36
-16.773,33
-16.77077419,15.74193548
-16.77066667,18.66666667
-16.7705,40
-16.77033333,46.33333333
-16.767,1
-16.767,0
-16.766,0
-16.765,0
-16.76,0
-16.754,1
-16.754,1
-16.752,0
-16.751,60
-16.75,1
-16.74816667,5.333333333
-16.74814286,0.428571429
-16.74328571,22.33333333
-16.74166667,2
-16.74125,0
-16.739,10
-16.738,45
-16.73738095,0
-16.736,0
-16.73266667,16
-16.7305,0
-16.71716667,0.833333333
-16.716,33
-16.71525,0
-16.71525,0
-16.714,0
-16.713,0
-16.713,38
-16.71090909,33.81818182
-16.709,10
-16.709,10
-16.709,10
-16.7085,4
-16.707,1
-16.707,1
-16.707,1
-16.706,6
-16.706,6
-16.70566667,0
-16.7,25
-16.7,2
-16.69233333,23
-16.69016667,0.5
-16.69,0
-16.687,12
-16.686,0
-16.685,8
-16.683,45
-16.683,27
-16.682,0
-16.679,52
-16.674,7.454545455
-16.67355,39
-16.671,11
-16.6708,0
-16.669,0
-16.6685,10.5
-16.6676,11.6
-16.666,3.5
-16.665,26.66666667
-16.6623,0.1
-16.659375,49.3125
-16.6555,36
-16.6554,0
-16.65533333,22.5
-16.653,0
-16.653,39
-16.652,12
-16.652,49
-16.65126667,0
-16.649,0
-16.649,0
-16.64833333,14.91666667
-16.64783333,55.16666667
-16.64675,42
-16.64666667,50
-16.646,0
-16.645,0
-16.64416216,45.81081081
-16.641,0
-16.638,25
-16.638,51.5
-16.6362,43.4
-16.63585714,40.95238095
-16.633,33
-16.633,33
-16.633,33
-16.633,33
-16.633,33
-16.633,33
-16.633,33
-16.632,61
-16.632,61
-16.632,61
-16.632,61
-16.632,61
-16.632,48
-16.631,12
-16.63,41
-16.62658086,21.08250825
-16.62654412,0.205882353
-16.626,5
-16.626,39
-16.6255,46
-16.6246,26.06666667
-16.62433333,0
-16.621,37
-16.621,0
-16.61933333,0
-16.619,0
-16.6172807,18.59649123
-16.616,0
-16.616,0
-16.616,1
-16.615,31.33333333
-16.614,61
-16.613,0
-16.612,37
-16.611,34
-16.61025,46.75
-16.60633333,0
-16.606,48
-16.6055,15.5
-16.605,52
-16.605,34
-16.604,33
-16.601,23.5
-16.5995,0
-16.59923077,0.076923077
-16.598,0
-16.597,41
-16.597,0
-16.59656364,0.090909091
-16.59485714,0.142857143
-16.594,35
-16.592,31
-16.589,46.33333333
-16.5875,15.5
-16.5875,15.5
-16.5866,17.9
-16.585,0
-16.5825,39.25
-16.582,48
-16.582,48
-16.582,0
-16.582,48
-16.58083333,1.25
-16.576,45
-16.5745,0
-16.5724,23.8
-16.571,0
-16.568,40
-16.567,0
-16.567,38
-16.566,10
-16.566,10
-16.566,10
-16.566,10
-16.566,10
-16.563,1.4
-16.563,2
-16.562,31
-16.562,31
-16.561,47
-16.56,0
-16.55866667,52.33333333
-16.555,24
-16.555,28
-16.552,48
-16.551,4
-16.54933333,40.33333333
-16.54933333,9
-16.54933333,9
-16.54933333,9
-16.5475,0
-16.54666667,11.85714286
-16.543,15
-16.54,54
-16.54,0
-16.54,45
-16.539,0
-16.53733333,0
-16.53569444,0.708333333
-16.53566667,9.333333333
-16.535,27.5
-16.53409804,0
-16.534,0
-16.532,0
-16.53133333,0
-16.53,44
-16.5285,36.5
-16.528,25
-16.528,25
-16.528,25
-16.52732432,0
-16.525,31.5
-16.52475,0
-16.5242,30.4
-16.523,9
-16.523,9
-16.5215,0
-16.52,8
-16.517,49
-16.516,0
-16.515,47.66666667
-16.5145,0
-16.514,11
-16.512,32
-16.51,0
-16.509,50
-16.50575,12.75
-16.504,38
-16.503,0
-16.5022,0
-16.5017,2.7
-16.50166667,0
-16.5012,35.2
-16.496,13
-16.4945,30
-16.49416667,35.33333333
-16.4925,25
-16.4925,25
-16.492,49
-16.49,12.5
-16.48744444,0
-16.48636667,36.66666667
-16.485,0
-16.484,60
-16.484,0
-16.48366667,24.22222222
-16.4835,33.5
-16.483,39
-16.478,31
-16.4765,18
-16.469,16.5
-16.467,24.71014493
-16.467,0
-16.46475,32.5
-16.46457895,38.65789474
-16.4635,63.5
-16.461,15
-16.45866667,6
-16.458,0
-16.455,13
-16.45418519,36.51851852
-16.45390909,0
-16.452,0
-16.452,41
-16.45,43.33333333
-16.44889655,19.93103448
-16.4485,7
-16.448,0
-16.44442857,51.28571429
-16.442,35
-16.442,0
-16.442,35
-16.44066667,35.66666667
-16.43881818,2.136363636
-16.438,50
-16.437,42.5
-16.436,64
-16.434,0
-16.43322727,0.454545455
-16.431,43
-16.431,0
-16.4295,26
-16.429,57
-16.42358333,1.083333333
-16.422,24
-16.42,5.166666667
-16.41980645,13.67741935
-16.41466667,0
-16.41309091,25.09090909
-16.413,7.333333333
-16.41258824,47
-16.4092,50.6
-16.409,3
-16.409,24.5
-16.40633333,0
-16.405,19
-16.4,0
-16.399,20
-16.398,0
-16.398,0
-16.398,0
-16.396,46.5
-16.39190909,4.090909091
-16.39190909,4.090909091
-16.389,0
-16.385,16
-16.385,16
-16.385,16
-16.385,16
-16.385,16
-16.3848,0.4
-16.38466667,0
-16.38327273,31.09090909
-16.38209091,26.09090909
-16.382,42
-16.382,42
-16.382,0
-16.381,0
-16.377,0
-16.377,74.33333333
-16.376,0
-16.3735,9
-16.371,0
-16.36966667,24.33333333
-16.369,0.25
-16.369,56.5
-16.365,22
-16.364,27
-16.357,50
-16.355625,0.25
-16.35548,0
-16.35386667,0
-16.35386667,0
-16.35302817,0
-16.353,57
-16.351,0
-16.34944,0
-16.3475,38.25
-16.34136842,0
-16.3412,23.7
-16.34013793,9.896551724
-16.34,2
-16.34,2
-16.34,2
-16.333,48
-16.33266667,30.66666667
-16.331,43
-16.33075,0
-16.327625,30.5
-16.3275,8
-16.326,14.25
-16.326,0
-16.3255,18.66666667
-16.324,29
-16.323,0
-16.32192308,5.538461538
-16.32127143,0
-16.321,36
-16.32031579,18.47368421
-16.32,0
-16.319,41
-16.31780952,1.19047619
-16.316,44
-16.315,0
-16.31333333,35.33333333
-16.31,0
-16.309,0
-16.30666667,43.33333333
-16.305,30
-16.303,0
-16.303,0
-16.3005,0.5
-16.3,0
-16.29969036,8.467005076
-16.299,24.5
-16.299,24.5
-16.29625,45.875
-16.296,39
-16.295,14.33333333
-16.293,30
-16.2865,4.5
-16.286,0
-16.286,0
-16.28466667,8.80952381
-16.2846,0.6
-16.284,11
-16.2835,40.5
-16.28,0
-16.279,30
-16.278,0
-16.276,12
-16.27536364,0
-16.27466667,27.44444444
-16.27436667,3.1
-16.274,14.5
-16.274,0
-16.272,0
-16.271,42
-16.2701,41.15
-16.27,0
-16.2699,0.65
-16.269,49
-16.269,49
-16.26892308,37
-16.267,7
-16.26285714,3.285714286
-16.2621,30.6
-16.261,0
-16.261,37
-16.26,0
-16.25860377,37
-16.256,2.755102041
-16.256,2.5
-16.25416667,0
-16.25233333,0
-16.25190909,0
-16.2514,0
-16.25016667,10.5
-16.24855556,11.55555556
-16.245,0
-16.244,1
-16.24171831,4.38028169
-16.24083333,26.83333333
-16.240125,27.125
-16.24,0
-16.23926357,33.76744186
-16.23733333,62.66666667
-16.2364,29
-16.23633333,33.66666667
-16.234125,3.875
-16.234,0
-16.23225,3.5
-16.232,0
-16.232,0
-16.2304,49.6
-16.229,13.5
-16.223,0
-16.222,0
-16.22,23.5
-16.2165,0
-16.214,10.33333333
-16.2134,19.6
-16.213,0
-16.212,0
-16.2105625,30.875
-16.21030769,0.846153846
-16.20873127,15.80878553
-16.208,62
-16.208,43
-16.207,0
-16.207,0
-16.205,47
-16.205,47
-16.205,40
-16.205,68
-16.205,47
-16.205,40
-16.203,52.4
-16.202,59
-16.2,47
-16.197,0
-16.19629167,0.708333333
-16.195,33
-16.194,22
-16.1936875,38.875
-16.19364706,0
-16.19353333,2.666666667
-16.193,2
-16.19266667,30.05555556
-16.192,41
-16.19066667,2.333333333
-16.189,0
-16.18875,0
-16.1865,12
-16.186,0
-16.184,48
-16.18125,24.75
-16.18,45
-16.178,0
-16.1765,0
-16.17511321,24.71698113
-16.17258333,31.25
-16.1725,9
-16.169,31
-16.169,31
-16.169,8
-16.167,60
-16.167,60
-16.16590909,8.545454545
-16.16421429,0.142857143
-16.164,0
-16.161,0
-16.158,41
-16.15633333,38.76190476
-16.156,0
-16.155,44
-16.15473913,0.434782609
-16.1545,0
-16.154,0
-16.154,0
-16.15157143,40
-16.15,1
-16.149,4
-16.1482,0
-16.14733333,0
-16.147,57
-16.145,0
-16.144,45
-16.142,36.5
-16.141,25
-16.141,25
-16.141,0
-16.14,3
-16.14,3
-16.1389,0
-16.138,35
-16.135,55.5
-16.13025,0
-16.128,34
-16.128,34
-16.12716667,48
-16.127,52
-16.127,52
-16.126,0
-16.12544444,0
-16.122,12
-16.122,12
-16.12094118,0
-16.12073451,1.433628319
-16.118,0
-16.11625,27.25
-16.11526087,20.7826087
-16.113,0
-16.1095,0
-16.109,26
-16.1075,34.5
-16.107,61
-16.107,54
-16.10345455,14.90909091
-16.101,40
-16.1005,15.5
-16.099,3
-16.0985,10
-16.09658929,0
-16.09346875,5.640625
-16.09343137,33.62745098
-16.093,7.142857143
-16.092,39
-16.09,0
-16.089,40
-16.089,7
-16.088,55
-16.08683333,1
-16.08425,32.5
-16.084,15
-16.084,15
-16.084,15
-16.084,15
-16.084,15
-16.08377778,36.61111111
-16.083,29
-16.083,72
-16.0824375,0
-16.081,7
-16.079,12.5
-16.07766667,34.33333333
-16.077,57
-16.0765,10.25
-16.07638889,0
-16.075,0
-16.073,37
-16.07125,12.5
-16.068,48
-16.068,42
-16.068,48
-16.068,46
-16.0665,31.5
-16.06557143,0
-16.064,41
-16.0635,30.5
-16.062,53.5
-16.061,14
-16.061,14
-16.05905727,21.06167401
-16.059,0
-16.058,1
-16.058,1
-16.05723077,0
-16.0535,0
-16.0515,24
-16.05125,15.36363636
-16.0485,0
-16.045,19
-16.045,0
-16.039,70
-16.038,39
-16.03533333,46
-16.035,0
-16.03491667,1.5
-16.034,64
-16.034,64
-16.034,64
-16.033,27
-16.033,27
-16.03,0
-16.02866667,24.88888889
-16.027,35
-16.027,47
-16.025,42
-16.022,22
-16.022,22
-16.021,41.5
-16.019,19
-16.01876923,17.80769231
-16.0185,39
-16.016,30
-16.016,0
-16.016,30
-16.016,30
-16.01480645,39.22580645
-16.0125,0
-16.01,39
-16.00957143,0
-16.00957143,0
-16.00957143,0
-16.00957143,0
-16.00957143,0
-16.00795238,44.76190476
-16.0068,0
-16.0062701,26.0096463
-16.006,0
-16.005,16
-16.00415385,2.153846154
-15.998,25
-15.99465769,0.696153846
-15.99428571,8.142857143
-15.99425,39.08333333
-15.9937931,16.29310345
-15.993,0
-15.993,0
-15.989,26
-15.987,0
-15.98669863,31.10958904
-15.98444,4.64
-15.9842,55.6
-15.984,0
-15.984,36
-15.98342857,0
-15.98266667,0
-15.982,24
-15.98,13
-15.979,41
-15.9775,1
-15.977,0
-15.976375,0
-15.976375,0.0625
-15.97611111,23.44444444
-15.9725,6
-15.9724,16.4
-15.972,15
-15.972,0
-15.972,0
-15.96919149,19.4893617
-15.96666667,39.33333333
-15.9648,0
-15.9635,32.5
-15.963,0
-15.96205714,4.228571429
-15.962,51
-15.96183333,25.25
-15.96166667,29.33333333
-15.959,0
-15.95896,27.36
-15.958,24
-15.957,8
-15.957,8
-15.954,0
-15.953,9
-15.952,37
-15.947,25
-15.947,0
-15.944,24
-15.94393103,1.965517241
-15.9435,4.5
-15.943,50.5
-15.943,50.5
-15.9425,2.75
-15.937,47
-15.936,38
-15.93490909,38.45454545
-15.933,39
-15.932,37.5
-15.932,1
-15.93176923,38.38461538
-15.928,0
-15.925,1
-15.925,1
-15.923,0
-15.922,5.5
-15.92129167,14.68055556
-15.92,13.08333333
-15.919,46
-15.919,46
-15.919,46
-15.918,0
-15.917,53
-15.917,5
-15.91617391,2.760869565
-15.915,65
-15.914,0
-15.914,0
-15.914,15.33333333
-15.91384906,33.47169811
-15.91366667,16.33333333
-15.912375,30.50892857
-15.908,0
-15.908,0
-15.9065,16
-15.90566667,0.166666667
-15.9055,39.5
-15.9055,45
-15.901,42
-15.900625,0
-15.897,27.375
-15.896,40
-15.896,41
-15.895625,0.125
-15.894,0
-15.89325,57.25
-15.892,67
-15.88928571,0
-15.889,36
-15.88722222,0
-15.887,19
-15.88688889,0
-15.88533333,0
-15.885,0
-15.88443373,1.626506024
-15.881,35
-15.878,0
-15.878,49
-15.8778,34.2
-15.877,23.5
-15.876,0
-15.8755,4
-15.873,66
-15.8725,23
-15.8715,54.5
-15.87133333,46.66666667
-15.871,0
-15.87075,0
-15.869,41
-15.86553103,11.32068966
-15.863,0
-15.8615,61.5
-15.8615,61.5
-15.86102778,26.13888889
-15.861,0
-15.859,37
-15.859,41
-15.856,0
-15.8544,43.6
-15.8526,3.2
-15.85244444,7.888888889
-15.85064286,1.142857143
-15.85,22.875
-15.85,0
-15.8495,34.5
-15.8475,2.5
-15.847,0
-15.847,29
-15.84625,25.5
-15.84521212,22.75757576
-15.8435,3.5
-15.84066667,34.33333333
-15.838,45
-15.83786486,15.83783784
-15.83632911,42.08860759
-15.83563636,19.18181818
-15.8337,0
-15.8322,39
-15.8322,39
-15.832,1.75
-15.8315,22.5
-15.831,0
-15.83,0
-15.82933333,34.66666667
-15.8275,38.5
-15.823,41
-15.82,0
-15.81874359,29.79487179
-15.818,50
-15.815,39.5
-15.81322222,1.388888889
-15.812,0
-15.80925,24
-15.8085,46.5
-15.807,26
-15.805,27
-15.8045,0
-15.8045,0
-15.8045,0
-15.8045,0
-15.8045,0
-15.80411538,0.846153846
-15.804,42
-15.804,0
-15.804,63.33333333
-15.80383607,25.82786885
-15.803,10
-15.803,10
-15.8,1
-15.8,42
-15.79842857,38
-15.79833333,0
-15.797,40
-15.7935,43.08333333
-15.793,3
-15.792,9
-15.792,35
-15.791,25.6
-15.79028571,49.28571429
-15.7894,49.6
-15.78875,32.25
-15.788,35
-15.7878,32
-15.787,2
-15.78683333,37.83333333
-15.78272727,37.81818182
-15.78186486,0
-15.781,0
-15.781,0
-15.7785,62.5
-15.777,42
-15.776,60
-15.776,60
-15.776,72
-15.776,72
-15.776,72
-15.776,72
-15.776,60
-15.77468,0
-15.77271667,5.8
-15.772,6
-15.769,0
-15.76757143,31.14285714
-15.764,29
-15.763,73
-15.762,6
-15.76190323,0.161290323
-15.761,0
-15.758,0
-15.758,0
-15.75733333,10.66666667
-15.757,0
-15.755,49
-15.751,14.25
-15.75,48
-15.74961111,17.5
-15.747,2
-15.747,2
-15.746,0
-15.746,44.5
-15.746,44.5
-15.74486667,42.03333333
-15.743,2.333333333
-15.74191667,6.138888889
-15.741,36
-15.741,36
-15.741,8
-15.741,14
-15.741,36
-15.741,35.83333333
-15.738,30
-15.7372,33.4
-15.737,12
-15.737,12
-15.73619835,12.47933884
-15.73411538,26.65384615
-15.73333333,39
-15.73290909,13
-15.7238,0
-15.72373394,16.11009174
-15.72266667,64
-15.72,33
-15.719,40
-15.71585714,27.42857143
-15.71566667,40.66666667
-15.71533333,4.666666667
-15.715,25.33333333
-15.714,51
-15.71388,23
-15.713,41.75
-15.712,0
-15.711,25
-15.711,41.5
-15.71013793,1.379310345
-15.7095,1.5
-15.70923077,49.36923077
-15.70757018,17
-15.707,0
-15.707,42
-15.7064,15.2
-15.706,34
-15.706,19.61538462
-15.701,2.25
-15.701,0
-15.70045,3.9
-15.6985,41.5
-15.698,29
-15.698,29
-15.698,0
-15.6978,0
-15.69757143,0
-15.6965,0
-15.6955,12.375
-15.69233333,30.33333333
-15.69196429,3.982142857
-15.69,13
-15.689,31
-15.688,40
-15.68748,0
-15.687,26
-15.687,52
-15.682,24
-15.682,12.6
-15.682,24
-15.68,34
-15.67933333,36.77777778
-15.679,34.75
-15.67825,1
-15.67796899,30.20930233
-15.6775,18
-15.677,2
-15.67633333,17.33333333
-15.6755,45.5
-15.675,0
-15.67466667,48
-15.672,6
-15.67148387,8.612903226
-15.66833333,35
-15.66757692,28.92307692
-15.66625,37.5
-15.6662,0
-15.663,54.5
-15.66098551,34.94202899
-15.66,0
-15.65445455,1.636363636
-15.654,44
-15.653,2
-15.653,1
-15.65166667,26
-15.65083333,0.222222222
-15.65041379,0.344827586
-15.646,0
-15.645,0
-15.6444,2.2
-15.643,0
-15.64188889,3
-15.641,7.5
-15.63937037,34.85185185
-15.639,0
-15.639,49
-15.63821429,9.095238095
-15.6375,21.5
-15.63582979,28.12765957
-15.634875,26.5
-15.634,0
-15.633,37.8
-15.632,0
-15.632,0
-15.631,21
-15.631,21
-15.62871212,11.51515152
-15.62733333,13.66666667
-15.6245,28.5
-15.62428571,23.89285714
-15.62305263,0
-15.623,49
-15.623,0
-15.622,25
-15.622,0
-15.62175,62.75
-15.621,19
-15.62065957,12
-15.6182,28.2
-15.618,46
-15.618,46
-15.618,46
-15.618,46
-15.618,46
-15.618,0
-15.618,46
-15.6168,0
-15.616,35
-15.61426316,0
-15.614,0
-15.61027778,0.611111111
-15.61,8
-15.61,35
-15.60903571,0
-15.609,38
-15.609,38
-15.609,38
-15.608,9.5
-15.605,49
-15.605,61
-15.6038,3.2
-15.602,39
-15.60111321,35.98113208
-15.601,52
-15.601,52
-15.601,52
-15.601,38
-15.601,52
-15.5985,33
-15.59758333,10.08333333
-15.597,27
-15.596,53
-15.596,53
-15.595,48
-15.595,0
-15.594,0
-15.5915,38.5
-15.591,0
-15.59,28
-15.5882,37.6
-15.588,44
-15.588,44
-15.58585714,24.14285714
-15.58566667,39.66666667
-15.58533333,44.66666667
-15.5835,60.5
-15.583125,0
-15.5812,0
-15.5808,34.2
-15.578,37.33333333
-15.5775,29
-15.575,0
-15.57275,0
-15.571,0
-15.571,0
-15.57,23
-15.57,39
-15.567,0
-15.566,50
-15.565,0
-15.56488889,0
-15.563,0
-15.562875,0
-15.56221429,48.78571429
-15.562,0
-15.55875,49.25
-15.55820755,18.03773585
-15.55575,24
-15.5545,0
-15.5536,0
-15.553,34
-15.553,34
-15.553,34
-15.553,34
-15.5528,19.2
-15.5515,0
-15.551,70
-15.551,70
-15.55,46
-15.549875,0
-15.547,0
-15.547,37
-15.54333333,15.83333333
-15.543,41
-15.543,16.8203125
-15.543,16.8203125
-15.543,16.8203125
-15.541,48.66666667
-15.53957895,0.842105263
-15.539,0
-15.5385,0
-15.538,45
-15.5365,33.55
-15.536,31
-15.5352,24.77647059
-15.53271429,0
-15.532,22.66666667
-15.5315,29
-15.531,0
-15.53,29.375
-15.5292594,4.819548872
-15.5265,0
-15.526,40
-15.526,33
-15.52266667,4
-15.52231081,38.66216216
-15.521,0
-15.5208324,15.39664804
-15.52,7
-15.515,27
-15.5148,0
-15.51375,0
-15.51229167,37.95833333
-15.512,39
-15.511,46
-15.5108,35
-15.50975,62
-15.509,0
-15.5075,36.5
-15.507,48.5
-15.507,38
-15.5054,64.2
-15.505,62
-15.50384615,9.538461538
-15.50371429,3.857142857
-15.50291667,0
-15.502,2
-15.5017,2.25
-15.4935,0
-15.493,31
-15.4925,39
-15.49190909,54.09090909
-15.488,22.375
-15.488,30
-15.488,67
-15.488,46
-15.488,46
-15.48766667,35.33333333
-15.487,47.5
-15.48545,39.2
-15.484,6
-15.4835,5
-15.4835,5
-15.482,0
-15.481875,0
-15.481,54
-15.48025,30.5
-15.48,47
-15.479,30
-15.4785,0
-15.478,0
-15.478,27
-15.47716667,0
-15.477,8
-15.475,0
-15.473,0
-15.47166667,3
-15.47165385,0.692307692
-15.46753846,8.769230769
-15.465,63
-15.465,81
-15.46342268,7.711340206
-15.462,6.454545455
-15.46111111,11.94444444
-15.461,42
-15.461,42
-15.45966667,0
-15.4595,42
-15.45942857,0
-15.459,38.5
-15.458,42
-15.458,32
-15.457,10
-15.457,55
-15.45690909,6.545454545
-15.456,0
-15.456,14
-15.455,53
-15.451,0
-15.45081553,0.291262136
-15.45,0
-15.4495,6
-15.448,0
-15.447,34
-15.447,34
-15.447,40.5
-15.446,0
-15.446,36
-15.446,36
-15.44410526,17.63157895
-15.44331019,34.56018519
-15.44295455,15.56818182
-15.44284615,43.69230769
-15.442,1.222222222
-15.442,0
-15.44006818,35.72727273
-15.44,0
-15.439,0
-15.439,1
-15.437,31
-15.43666667,5
-15.43666667,0
-15.436,0
-15.435,0
-15.43447619,32.28571429
-15.434,32
-15.43333333,46.66666667
-15.433,0
-15.433,0
-15.43233333,8.583333333
-15.432,0
-15.43,19
-15.43,19
-15.43,19
-15.43,0
-15.428,10
-15.427,41
-15.427,41
-15.42566667,47.33333333
-15.42566667,40
-15.419,0
-15.419,1
-15.417,0
-15.417,0
-15.41608333,0
-15.416,23
-15.415,0
-15.414,0
-15.4135,12.5
-15.41338462,47.46153846
-15.412,49
-15.4106,4.6
-15.41,42
-15.409,38.66666667
-15.409,52
-15.409,52
-15.40783333,25.5
-15.4065,15
-15.4042,52.2
-15.40171429,11.02040816
-15.40083333,48.66666667
-15.4,51
-15.3984,0
-15.39733333,2.333333333
-15.397,15
-15.39686486,15.91891892
-15.396,0
-15.39533333,37
-15.3922381,10.15238095
-15.39,0
-15.38675,4.5
-15.3865,39
-15.3862,52.6
-15.386,0
-15.385,21
-15.384,0
-15.38333333,49.28571429
-15.383,0
-15.37651376,27.17431193
-15.3755,39.5
-15.375,36
-15.374,35
-15.373,5
-15.373,0
-15.371,0
-15.371,0
-15.36825,19
-15.368,40
-15.368,40
-15.367,37.4
-15.36557143,2.571428571
-15.361,21
-15.361,21
-15.359,70
-15.357,19.5
-15.356,0
-15.35394118,0
-15.35388889,19.66666667
-15.3534,11.8
-15.35338462,0
-15.35175,8
-15.351,7
-15.3488,0
-15.34763636,0
-15.34763636,0
-15.34763636,0
-15.347,2
-15.347,0
-15.34666667,29.33333333
-15.3465,32
-15.3465,51.66666667
-15.3443125,55.0625
-15.34345238,18.19047619
-15.343,34
-15.343,34
-15.343,34
-15.343,34
-15.3424,0
-15.342,24.28571429
-15.3384,21
-15.33666667,48.33333333
-15.334,49
-15.333875,0
-15.333,44
-15.3315,14.83333333
-15.33127273,33.36363636
-15.331,26
-15.33,30
-15.32975,0
-15.32933333,2
-15.32925,0
-15.32773939,39.56969697
-15.327,28
-15.327,28
-15.327,28
-15.327,28
-15.327,28
-15.32675,38.25
-15.326,41
-15.325,20
-15.32452941,45.88235294
-15.32452941,45.88235294
-15.324,44
-15.323,41
-15.32185714,1
-15.32172683,21
-15.321,51
-15.321,43
-15.319,42
-15.318,1
-15.318,0
-15.317,58
-15.317,0
-15.31666667,0.333333333
-15.31638095,0
-15.316,55
-15.311,58
-15.311,0
-15.311,0
-15.311,32
-15.3105,0
-15.31040351,30.63157895
-15.31,49
-15.309,39
-15.308,46.25
-15.308,64
-15.30788235,0
-15.307,20.5
-15.30607692,7.730769231
-15.304875,3.625
-15.304,0
-15.303,14
-15.303,20
-15.301,55
-15.301,38
-15.301,42
-15.299,33
-15.29857143,31.14285714
-15.298,32
-15.296,6
-15.296,6
-15.294,39
-15.294,41.5
-15.29216667,25.33333333
-15.292,53
-15.29,48.66666667
-15.289,2
-15.28728571,43.28571429
-15.2855,29
-15.284,63
-15.284,25.66666667
-15.284,0
-15.28225,31.25
-15.2817,40.9
-15.281,0
-15.28,38.75
-15.27938318,34.04672897
-15.279,0
-15.278,47
-15.277,0
-15.27687692,11.87692308
-15.2765,0
-15.26986735,36.2755102
-15.267,3
-15.266,61
-15.26544444,0
-15.26525,49.16666667
-15.263,3
-15.263,59
-15.26,0
-15.2595,0
-15.258,46
-15.258,16
-15.256,0
-15.255,68
-15.254,0
-15.252875,0.5
-15.252,48
