loudness,popularity
-25.95,68
-25.947,60
-25.928,0
-25.923,35
-25.92,49
-25.92,49
-25.92,49
-25.91,50
-25.91,50
-25.91,50
-25.91,50
-25.91,50
-25.91,50
-25.91,50
-25.909,46
-25.905,26
-25.897,49
-25.889,56
-25.876,15
-25.8739,0.5
-25.87275,30.25
-25.8686,1
-25.8635,23
-25.8635,23
-25.86325,18.5
-25.8576178,16.0104712
-25.842,29
-25.832,41
-25.826,53.06666667
-25.826,33
-25.81,0
-25.804,61
-25.791,0
-25.78075,39.5
-25.771,0
-25.765,0
-25.764,42
-25.76,51.6
-25.75897727,0.227272727
-25.753,0
-25.7488,34.08
-25.743,26
-25.735,0
-25.723,46
-25.722,0
-25.722,20
-25.716,61
-25.71433333,57
-25.712,13.5
-25.711,65
-25.70766423,18.00729927
-25.697,17
-25.697,17
-25.695,60
-25.685,5
-25.68085294,42.52941176
-25.6755,37.5
-25.67428571,40.57142857
-25.673,47
-25.65,27
-25.631,1
-25.62333333,0
-25.62168182,31.86363636
-25.621,39
-25.6174,39.6
-25.615,13
-25.612,48.5
-25.60766667,48.33333333
-25.606,50
-25.59,50
-25.577,55
-25.573,13
-25.5425,41.5
-25.5425,41.5
-25.541,14
-25.54,0
-25.52958824,49.41176471
-25.51,49.5
-25.496,7
-25.496,43
-25.493,45
-25.49,16
-25.49,16
-25.4805,55
-25.47333333,57
-25.46825,26.08333333
-25.462,53
-25.462,53
-25.462,53
-25.455,9
-25.452,33
-25.44,0
-25.43,44
-25.416,31
-25.41,32
-25.399,21
-25.399,21
-25.389,0
-25.381,0
-25.376,2
-25.376,2
-25.375,1
-25.37,48
-25.341,45
-25.34,1
-25.31427778,18.55555556
-25.294,26
-25.291,34
-25.2776257,33.13407821
-25.272,19
-25.267,44.85714286
-25.266,46
-25.259,55
-25.2552,0
-25.24966667,8
-25.249,0
-25.247,61
-25.24566667,37.66666667
-25.2238,43.6
-25.216,1
-25.208,46
-25.20431698,2.630188679
-25.194,40
-25.194,40
-25.194,40
-25.194,40
-25.179,39
-25.174,51
-25.1715,25.75
-25.1675,35.5
-25.16,43
-25.15725,23
-25.157,14.16666667
-25.139,29.66666667
-25.138,15
-25.137,0
-25.13382787,8.5
-25.116,66
-25.114,2
-25.078,10
-25.075,2
-25.04933333,40.66666667
-25.022,33
-25.022,0
-25.01906667,42.56666667
-25.016,28
-25.013,0
-25.0085,51
-25.001,52
-25.001,52
-25.001,52
-24.983,39
-24.98,17
-24.9789,14.5
-24.976,39
-24.976,47
-24.962,49
-24.961,42
-24.959,0
-24.959,0
-24.95,28.5
-24.942,47
-24.938,0
-24.935,34
-24.93165455,12.74545455
-24.92675,1.833333333
-24.91784615,26
-24.91425,54.5
-24.909,39
-24.909,39
-24.907,68
-24.90333333,43.46666667
-24.8865,45
-24.883,45.5
-24.882,0
-24.877,40
-24.877,58
-24.87254545,29.5
-24.867,1.333333333
-24.856,0
-24.846,49
-24.832,51.33333333
-24.819,15
-24.803,1
-24.799,0
-24.797,0
-24.797,0
-24.76,36
-24.76,36
-24.74633333,37.66666667
-24.745,51
-24.742,60
-24.72642857,49.71428571
-24.726,14
-24.7164,10.8
-24.716,54
-24.716,54
-24.716,54
-24.716,54
-24.716,54
-24.716,54
-24.716,54
-24.716,54
-24.716,54
-24.716,54
-24.715,34
-24.7095,4.25
-24.698,67
-24.6965,45
-24.685,0
-24.67988,0
-24.674,40.8
-24.666,2
-24.655,14
-24.6326,39.6
-24.626,54
-24.62370968,1.193548387
-24.581,51
-24.56335294,46.23529412
-24.556,44
-24.5545,35
-24.5475,66.75
-24.547,1
-24.547,0
-24.541,44.5
-24.539,62
-24.52856522,49.69565217
-24.527,52
-24.527,52
-24.527,52
-24.527,52
-24.527,52
-24.519,67
-24.513,0
-24.50396396,6.129129129
-24.502,47
-24.496,0
-24.496,0
-24.4925,30
-24.49057143,19.57142857
-24.487,66
-24.47783333,2.708333333
-24.477,22
-24.477,22
-24.477,22
-24.477,22
-24.477,22
-24.468,63
-24.4602,6.8
-24.45866667,44.33333333
-24.45842857,2.5
-24.455,29
-24.443,51.57142857
-24.423,49
-24.421,69
-24.41666667,48
-24.41,8
-24.407,0
-24.404,51
-24.396,50
-24.388,41
-24.3873871,32.12903226
-24.379,66
-24.379,66
-24.366,35
-24.366,35
-24.366,35
-24.366,35
-24.365,30
-24.351,39
-24.34466667,2.666666667
-24.336,21
-24.335,0
-24.33,42
-24.33,42
-24.33,42
-24.33,42
-24.33,42
-24.3245,0
-24.324,0
-24.323,0
-24.32066667,69
-24.317,0
-24.307,0
-24.304,69
-24.303,2
-24.303,0
-24.299,20
-24.28363636,0
-24.277,31
-24.272,41.88888889
-24.2709,42.2
-24.25816667,0
-24.247,10.11363636
-24.24066667,15.33333333
-24.226,2
-24.223,35
-24.223,35
-24.20656522,7.347826087
-24.198,0
-24.19415385,21.38461538
-24.1795,16.35714286
-24.175,1
-24.171,32
-24.156,15
-24.15,42
-24.15,42
-24.15,42
-24.14989231,10.83076923
-24.144,0
-24.144,45
-24.14354545,42.18181818
-24.141,37
-24.141,42
-24.141,42
-24.14,22
-24.13971429,0
-24.133,0
-24.126,0
-24.126,0
-24.126,0
-24.11825,33.25
-24.118,24
-24.114625,2.125
-24.108,38
-24.101625,12.9375
-24.101,0.4
-24.097,54
-24.08933333,2.333333333
-24.08933333,0
-24.086,0
-24.084,0
-24.079,29
-24.067,0
-24.065,0
-24.061,26
-24.057,53
-24.053,39
-24.044,67
-24.04197143,19.03809524
-24.037,48
-24.03267857,47.64285714
-24.031,37
-24.0205,0
-24.019,0
-24.008,23
-24.008,23
-24.008,23
-24.008,23
-24.00525,67.25
-23.99,58
-23.98266667,19
-23.98,9
-23.975,21
-23.964,52
-23.96233333,23.33333333
-23.962,42
-23.9599,0
-23.93258333,0
-23.92585714,25.07142857
-23.9202,0
-23.915,0
-23.91375,0
-23.901,38
-23.899,60
-23.899,60
-23.89366667,18.33333333
-23.888,54
-23.888,54
-23.888,58
-23.888,54
-23.885,10
-23.88163415,0.048780488
-23.872,31
-23.87,12.25641026
-23.851,34.5
-23.851,34.5
-23.841,57
-23.838,16.5
-23.83521212,51.48484848
-23.82530769,0
-23.825,3
-23.821,0
-23.81828571,5.857142857
-23.814,0
-23.811,0
-23.8075,0
-23.807,49
-23.807,49
-23.80257143,0
-23.80257143,0
-23.802,17
-23.801,2
-23.7975,31.5
-23.7855,10
-23.779,35
-23.767,0
-23.767,0
-23.767,0
-23.767,0
-23.758,45
-23.75704545,20.63636364
-23.75388,19.2
-23.752,46
-23.74966667,20.66666667
-23.748,0
-23.744,35
-23.744,35
-23.74353846,36.69230769
-23.7406,39.8
-23.7406,39.8
-23.734,9
-23.727,12
-23.72516667,46.83333333
-23.725,54
-23.7235,47.5
-23.7205,45
-23.71866667,10.16666667
-23.718,49
-23.715,53
-23.7073,0
-23.703,47
-23.701,40
-23.701,40
-23.696,58
-23.69392308,0
-23.6938,22.4
-23.687,19
-23.6812,50.9
-23.678,41
-23.678,41
-23.67775,71.25
-23.6775828,1.146496815
-23.6725,44
-23.6654,0.2
-23.6651,31.1
-23.661,1
-23.659,12
-23.649,38
-23.649,38
-23.649,38
-23.647,17
-23.637,45
-23.62575,0
-23.606,12.33333333
-23.57216935,3.806451613
-23.566,0
-23.566,0
-23.55981818,53.54545455
-23.5565,5
-23.5535,0
-23.5353125,34.25
-23.528,29
-23.5264375,0
-23.525,58
-23.5085,49
-23.508,0
-23.485,9
-23.48383333,3.5
-23.482,50
-23.482,50
-23.479,57.5
-23.47716667,0.75
-23.4685,33.75
-23.4672,36.6
-23.46475,0
-23.46122917,25.16666667
-23.4485,0
-23.442,0
-23.441,1
-23.44,46
-23.439,0
-23.43833333,0
-23.434,0
-23.426,65
-23.42156897,11.15517241
-23.42,64
-23.4175,45
-23.417,55
-23.404,52
-23.39991667,22.66666667
-23.3935,73
-23.3925,0
-23.377,41
-23.377,41
-23.36594444,49.88888889
-23.363,46
-23.363,46
-23.363,46
-23.363,46
-23.363,46
-23.357,35
-23.356,0
-23.35226667,42.06666667
-23.34833333,6.666666667
-23.343625,36.1875
-23.342,0
-23.3394,10.2
-23.33741667,0
-23.335,1
-23.333,44
-23.333,44
-23.325,34
-23.325,34
-23.321,23.5
-23.31366667,0
-23.313,38.5
-23.31183333,0
-23.30628571,32.21428571
-23.297,0
-23.291,72
-23.289,25.2
-23.28072727,43.54545455
-23.2805,68.5
-23.279,65
-23.27254545,40.72727273
-23.263,53
-23.263,19
-23.263,19
-23.261,1
-23.25916667,19.33333333
-23.2575,0
-23.257,19.94444444
-23.256,61
-23.249,0
-23.247,27
-23.246,53
-23.24561538,0
-23.24561538,0
-23.24561538,0
-23.24561538,0
-23.24561538,0
-23.24561538,0
-23.24561538,0
-23.24344444,7.888888889
-23.24,0
-23.23625,28.25
-23.23542857,22.85714286
-23.226,38
-23.22275,58.75
-23.219,64
-23.21,39
-23.208,10
-23.20271429,33.28571429
-23.19086833,3.694166667
-23.183,0
-23.166,34
-23.162,19
-23.162,54.33333333
-23.16,17.33333333
-23.156,35.75
-23.153,36
-23.153,36
-23.1492,0.2
-23.1492,0.2
-23.148,0
-23.1455,0.5
-23.145,1
-23.13812821,7.307692308
-23.133,40.5
-23.133,0
-23.13,33
-23.128,0
-23.126,41
-23.109,51
-23.101,0
-23.09684615,0.230769231
-23.09203448,6.931034483
-23.086,57
-23.086,57
-23.085,0
-23.079,0
-23.075,0
-23.06683333,43.33333333
-23.06327273,58.27272727
-23.06316667,41.66666667
-23.0620375,34.775
-23.061,0
-23.06,24
-23.055,0
-23.055,19
-23.055,19
-23.055,19
-23.05125,3.25
-23.03675,19.5
-23.03223529,1.176470588
-23.03,61
-23.027,0
-23.025,29
-23.025,29
-23.022,10
-23.01309091,0.272727273
-23.01083333,0.166666667
-23.00177778,10.62962963
-22.99935714,39.5
-22.999,0
-22.998,32
-22.998,32
-22.987,30.5
-22.985,63
-22.985,63
-22.982,0
-22.981,57
-22.97333333,0
-22.967,3
-22.9655,14.5
-22.96416667,0
-22.959,13
-22.95811111,10.55555556
-22.951,40
-22.941,9
-22.94,7.865092749
-22.934,40
-22.92394186,0.151162791
-22.92192857,43.5
-22.901,50
-22.89635417,3.195833333
-22.89484615,35.38461538
-22.893,19.33333333
-22.89233333,43.33333333
-22.892,0
-22.8824,0.2
-22.87914815,0
-22.873,0
-22.873,0
-22.871,1
-22.8685,0.166666667
-22.867,9
-22.866,44
-22.866,65
-22.8625,16
-22.86083333,28.16666667
-22.849,66
-22.848,42
-22.844,22
-22.83854545,29.54545455
-22.83675,46
-22.834,0
-22.829,66
-22.8285,36
-22.824,68
-22.81929412,22
-22.805,0
-22.803,39
-22.796,0
-22.796,0
-22.79566667,5.333333333
-22.793,41
-22.787,0
-22.783,57
-22.774,9
-22.773,1
-22.77182857,10.2
-22.767,41.75
-22.76568421,0
-22.761,2
-22.761,2
-22.7549,13.7
-22.748,2.666666667
-22.748,48.5
-22.74025,45.75
-22.735125,15
-22.721,16
-22.712,15
-22.711,33.89473684
-22.71085714,35.14285714
-22.707,39
-22.697,30
-22.697,30
-22.6945,52.5
-22.69425,10
-22.68942857,26.71428571
-22.68566667,33.33333333
-22.681,1
-22.681,1
-22.6795,0
-22.679,24
-22.679,24
-22.67833333,9.333333333
-22.669,44
-22.668,35
-22.6595,0
-22.659,39.6
-22.65770588,30.82352941
-22.65766667,9
-22.6548,13.2
-22.644,54
-22.643125,42.875
-22.638,1.666666667
-22.6235,60.5
-22.621,1
-22.621,45.66666667
-22.62033333,38.66666667
-22.617,50
-22.6125,30
-22.6061875,14.5625
-22.602,44
-22.58366667,26
-22.582,19
-22.58,57
-22.58,2
-22.57531268,5.628318584
-22.567,28
-22.5608,48.4
-22.55,70
-22.548,56.66666667
-22.535,5
-22.5295,29
-22.521,48
-22.513,48
-22.513,48
-22.513,48
-22.499,8
-22.497,36
-22.4915,0
-22.485,2
-22.482,53
-22.478,50
-22.478,50
-22.47624,14
-22.46755556,1.444444444
-22.459,47
-22.459,47
-22.4585,29.5
-22.45782143,10.07142857
-22.435,40
-22.4295,25.25
-22.429,1
-22.429,64
-22.428,15
-22.427,3
-22.42588889,0
-22.425,0
-22.41445455,13.09090909
-22.41066667,45.33333333
-22.41,65
-22.407,31
-22.398,11
-22.397,17
-22.394,0
-22.3915,4
-22.3915,27.5
-22.39109091,0.03030303
-22.374,0
-22.374,0
-22.374,0
-22.37,14
-22.37,59
-22.36533333,40
-22.364,56
-22.36166667,9.333333333
-22.356,0
-22.35508333,3.666666667
-22.35,49
-22.337825,36.8
-22.332,1
-22.33,0
-22.33,0
-22.322,47
-22.322,47
-22.318,49
-22.312,1
-22.3115,30.5
-22.3,35
-22.292,35
-22.288,57
-22.285,61
-22.285,0
-22.2815,2.5
-22.279,42
-22.27721429,0
-22.27716667,0
-22.2765,0
-22.275,23
-22.275,23
-22.275,35
-22.266,54
-22.2625,0.833333333
-22.25606061,17.15151515
-22.252,61
-22.2505,32.5
-22.249,52
-22.248,0
-22.248,52
-22.238,1
-22.238,1
-22.228,41
-22.228,41
-22.22766667,46
-22.22766667,46
-22.227,53
-22.2215,68.5
-22.22,0
-22.218,12
-22.21566667,48.33333333
-22.211,41
-22.20467308,0
-22.203625,28
-22.1985,37.5
-22.198,0.5
-22.19366667,0
-22.19116667,24.66666667
-22.18116667,49
-22.18,1
-22.179,0
-22.17447368,0
-22.173,30
-22.16625,40.25
-22.1615,39.5
-22.161,2
-22.145,1
-22.138,0
-22.136,10.57142857
-22.134,0
-22.133,35
-22.133,33
-22.129,6
-22.12,52
-22.11405714,0.028571429
-22.11279167,43.5
-22.101,61
-22.099,1
-22.07988889,53.22222222
-22.0787,17.2
-22.07398611,0.055555556
-22.06785915,27.98591549
-22.065,45
-22.065,45
-22.065,45
-22.061,12
-22.0555,0
-22.04867955,19.87032419
-22.04657143,23.78571429
-22.0444,51.6
-22.044,64
-22.04,0
-22.03627907,6.209302326
-22.035,70
-22.03085714,37.14285714
-22.03077778,0
-22.02625823,1.194936709
-22.013,0
-22.0106131,0.333333333
-22,55
-21.99625,43
-21.991,42
-21.98308333,13.5
-21.981,36
-21.9795,65
-21.9735,65.5
-21.961,43
-21.958,68
-21.958,68
-21.931,23
-21.931,23
-21.929,27
-21.929,27
-21.929,27
-21.92271429,31.85714286
-21.92271429,31.85714286
-21.9198,35.4
-21.91566667,47.66666667
-21.914,0.333333333
-21.914,0.333333333
-21.914,0.333333333
-21.91178059,0.594936709
-21.91066667,0
-21.90904651,0.023255814
-21.909,0
-21.9025,34.5
-21.88514286,31.85714286
-21.881,28
-21.877,66
-21.876,0
-21.86,41
-21.859,49
-21.85802632,16.10526316
-21.856,0
-21.856,0
-21.852,1
-21.852,42
-21.852,42
-21.844,0
-21.8362,0
-21.836,33
-21.835,41
-21.831,44
-21.831,44
-21.83,0
-21.826,6
-21.822,40
-21.82,0
-21.81156667,5.1
-21.81,2
-21.81,2
-21.80924359,8.423076923
-21.806,2
-21.80281667,12.35
-21.8,23
-21.7909,0
-21.788,50.75
-21.786,18
-21.78544118,2.117647059
-21.77494286,6.742857143
-21.774,35
-21.773,7
-21.7726,3.2
-21.765,0
-21.76086364,27.45454545
-21.757,50
-21.757,50
-21.757,50
-21.757,50
-21.754,60
-21.741,1
-21.73316667,0
-21.729,0
-21.724,13
-21.718,64
-21.71316667,0.166666667
-21.70911111,15.88888889
-21.7054,21.8
-21.703,0
-21.698,0
-21.69783105,35.80365297
-21.693,37
-21.681,0
-21.67625,42.125
-21.672,53
-21.6698,0
-21.669,50
-21.669,36
-21.66666667,36.83333333
-21.660125,1.3125
-21.66,58
-21.657,54
-21.655,45
-21.65269565,51.08695652
-21.652,37
-21.642,37
-21.641,0
-21.641,0
-21.641,0
-21.641,0
-21.6405,34.5
-21.63766667,0.75
-21.63130769,4.846153846
-21.63066667,33.33333333
-21.62404839,1.338709677
-21.621,0
-21.621,53.66666667
-21.618,60
-21.617,0
-21.617,55.83333333
-21.616,0
-21.613,0
-21.61009091,23
-21.605,42
-21.604,0
-21.60166667,34
-21.60159091,9.909090909
-21.5885,11.75
-21.583,0
-21.58,21
-21.58,52
-21.574,0
-21.57,34
-21.568,45
-21.568,45
-21.568,45
-21.56566667,44.66666667
-21.564,48
-21.56266667,31
-21.559,3.95
-21.5545,54.07142857
-21.553,52
-21.549,12
-21.53975,0
-21.539,0
-21.531,61.5
-21.527,0
-21.52616667,48.83333333
-21.52485714,0.285714286
-21.523,33
-21.523,33
-21.51728571,44.42857143
-21.51325,43
-21.512,0
-21.51033333,52
-21.507,8.666666667
-21.5006203,0.020676692
-21.49866667,46
-21.49675,12.75
-21.49166667,29
-21.48966667,0.333333333
-21.488,0
-21.4858,47.2
-21.474,0
-21.466,32
-21.464,0
-21.44187352,1.241106719
-21.44,38
-21.43755263,0.026315789
-21.4375,8.166666667
-21.436625,30.5
-21.434625,6.25
-21.433,9.5
-21.431,27
-21.4275,39.5
-21.4233,1.470833333
-21.41723881,10.23880597
-21.415,31.5
-21.409,0
-21.409,0
-21.409,0
-21.4045,27.875
-21.399,51.5
-21.39825,0
-21.39825,0
-21.387375,0
-21.386,0
-21.382,66
-21.37979167,0
-21.379,32
-21.371,0
-21.37,0
-21.366,0
-21.366,0
-21.36166667,0
-21.35358974,12.48717949
-21.349,0
-21.349,0
-21.349,0
-21.348,33
-21.345,0
-21.342,42
-21.34,1
-21.334,31.8
-21.32366667,0
