popularity,key
37,0
32,0
0,0
37.64150943,0
52,0
34,0
36,0
31.86842105,0
34,0
50,0
49.25,0
47,0
3,0
7.666666667,0
32,0
60,0
28.97222222,0
49.4,0
44.26086957,0
60.92857143,0
0,0
0.222222222,0
12.74545455,0
39,0
46,0
49.71428571,0
37,0
17.33333333,0
48.5,0
21.71428571,0
60.5,0
0,0
8,0
55,0
54,0
39,0
39,0
0,0
20.09433962,0
45.33333333,0
56,0
70,0
40,0
33.5,0
18.08333333,0
5,0
49.25,0
0.576923077,0
43.5,0
39,0
33.5,0
47,0
56,0
66,0
28.32142857,0
0,0
41.15,0
22.56363636,0
0,0
34.2,0
35,0
15.66666667,0
22,0
40.69642857,0
43,0
32.75,0
11,0
46.11111111,0
40.4,0
22.80769231,0
43,0
0,0
46,0
43,0
56.42372881,0
45,0
51,0
44,0
46.48275862,0
45,0
1.222222222,0
54,0
47,0
65,0
72,0
42.43478261,0
0,0
56.5,0
49,0
52,0
12,0
11.33333333,0
3,0
17,0
37,0
12,0
19,0
61,0
36.5,0
49,0
40,0
30.33333333,0
25.15,0
0,0
47.63636364,0
49,0
19,0
50,0
36,0
34,0
10.83076923,0
52,0
38,0
65.33333333,0
34,0
60.2,0
55.16666667,0
49.7654321,0
43,0
53,0
13,0
39,0
39,0
62,0
45.33333333,0
41,0
51.49579832,0
39,0
28,0
37.33333333,0
35.80365297,0
50,0
35,0
0,0
44.44444444,0
0,0
57,0
57.21238938,0
53,0
52.75,0
48.16666667,0
21,0
55,0
49,0
56,0
76,0
40.75,0
0,0
13,0
0,0
49,0
42.5,0
30.75,0
0.340136054,0
14.07692308,0
51,0
4,0
7.214285714,0
0,0
51,0
26.94680851,0
30.8,0
18,0
2,0
46,0
10,0
0,0
0,0
71,0
51.66666667,0
0.451612903,0
73,0
0,0
0,0
54,0
28,0
33,0
3.666666667,0
75,0
62,0
31,0
65,0
49.33333333,0
11,0
67.34042553,0
46.6,0
6,0
49.625,0
52.33333333,0
49,0
37,0
1.655172414,0
30.22222222,0
0,0
9.5,0
51,0
1,0
44,0
0,0
43,0
49,0
46,0
62.66666667,0
37.32911392,0
51,0
0.6,0
40.27083333,0
45.5,0
57,0
42,0
40,0
59.54,0
55.5,0
48.5,0
48.57142857,0
0,0
52.07692308,0
50,0
59,0
41.8,0
47,0
0,0
61,0
38,0
49,0
40.5,0
7,0
29.375,0
32,0
25.1,0
48,0
35.2,0
56,0
0,0
61,0
0,0
23.02941176,0
48,0
0,0
28.73076923,0
21.71428571,0
13.73333333,0
16.4375,0
37,0
35,0
0,0
55.70833333,0
53,0
44,0
39,0
82.25,0
39.375,0
40,0
54.14285714,0
34,0
24.42857143,0
26.0096463,0
0,0
35.47747748,0
61,0
13.20689655,0
5,0
15.71428571,0
44,0
54,0
0.0625,0
1,0
39,0
53.88888889,0
10.11111111,0
28,0
43,0
51,0
0,0
30.39240506,0
66.33333333,0
52,0
23,0
43,0
59.66666667,0
52,0
42,0
22,0
51,0
30.06018519,0
35,0
42,0
22,0
39,0
0,0
69.575,0
55,0
0,0
53,0
55,0
71.18181818,0
0.019607843,0
7.945337621,0
40.75,0
25,0
16.78740157,0
7,0
35,0
6,0
35.42857143,0
41,0
44,0
38,0
37.125,0
67,0
70.33333333,0
56,0
0,0
25.25,0
37.63157895,0
0,0
4.68,0
28.14285714,0
30.5,0
41,0
33,0
36,0
77,0
0,0
0,0
32.66666667,0
46.08860759,0
57,0
38.53846154,0
41,0
62,0
0,0
46,0
35,0
61,0
13.53488372,0
0,0
0,0
13.4137931,0
0,0
61,0
0,0
0,0
2,0
29.75,0
1,0
62,0
46.77777778,0
65,0
50,0
0,0
0,0
62,0
56,0
0,0
55,0
0,0
44.4,0
65,0
59.33333333,0
59,0
0,0
0,0
78.71428571,0
34,0
49.25,0
40,0
43,0
77,0
48,0
30.50892857,0
37.66666667,0
47,0
48.5,0
32.57692308,0
53,0
2,0
49.6,0
0,0
0,0
53,0
61.22222222,0
42.53846154,0
48,0
39.7260274,0
55,0
11.33333333,0
59,0
27,0
74,0
38.89772727,0
0,0
61,0
43,0
22,0
32,0
6,0
43,0
21,0
25,0
43.54237288,0
9.5,0
33,0
63.5,0
0,0
45.2,0
42.79901961,0
1,0
21,0
34,0
32.17647059,0
53.44444444,0
51,0
33,0
36,0
37.53846154,0
16.5,0
0,0
37.25,0
24.5,0
0,0
0,0
63,0
0,0
19.57142857,0
12,0
39,0
60.75,0
44,0
46.33333333,0
41,0
64,0
63,0
27,0
30,0
4.5,0
0,0
35.12121212,0
35,0
61.5,0
37.15384615,0
43,0
45.4,0
0,0
0,0
0,0
8,0
37.44736842,0
39.75,0
6.05,0
0,0
51,0
49,0
0,0
19.9368932,0
20,0
35,0
26.09259259,0
34.99056604,0
0,0
51,0
50,0
0,0
62,0
17.64705882,0
24,0
36,0
34,0
1,0
59,0
11.875,0
0,0
40,0
50,0
22,0
30,0
22.26890756,0
62,0
2.8,0
0,0
59.33333333,0
53,0
67,0
28.10810811,0
43.25,0
17.20541761,0
12,0
32,0
9,0
41,0
34,0
40,0
13.53846154,0
37,0
16,0
36,0
67,0
53,0
2.666666667,0
39.5,0
0,0
27.8,0
34,0
53.5,0
43,0
47.33333333,0
1,0
24,0
44,0
41,0
30.25,0
81.83333333,0
0,0
65,0
63,0
65,0
41,0
25,0
37.25,0
8,0
28,0
11.16666667,0
30,0
5,0
26.2,0
50,0
66,0
18,0
0,0
6.688888889,0
48.5,0
34,0
2.136363636,0
0.818181818,0
50,0
47,0
70,0
35.28571429,0
67.0625,0
38.69230769,0
44.14285714,0
34,0
51,0
24,0
0,0
31,0
9,0
45.875,0
36,0
23.75334821,0
2.875,0
49,0
1,0
0,0
55,0
40.43859649,0
63,0
41,0
4,0
38.24904943,0
0,0
53,0
34.01955034,0
0,0
54,0
38,0
60,0
44.5,0
40,0
0.75,0
0,0
45,0
57.16666667,0
55,0
14,0
6,0
53,0
36.66666667,0
31,0
54.5412844,0
17.01639344,0
37,0
69,0
34,0
9,0
0,0
8.769230769,0
16.0104712,0
44,0
0.375,0
0,0
47.66666667,0
39.46153846,0
59.66666667,0
0.846153846,0
60,0
7.307692308,0
50.66666667,0
56.84615385,0
35,0
11.83870968,0
0,0
13,0
0,0
32.66666667,0
26.57142857,0
48,0
43.84375,0
0,0
47,0
49,0
63,0
9.444444444,0
0,0
40.44444444,0
32,0
3.210526316,0
23.88888889,0
33,0
66,0
62,0
0,0
45.2,0
24.14285714,0
55,0
1.692307692,0
43.6,0
46,0
52.28571429,0
11.71428571,0
0,0
46.83333333,0
0.75,0
42,0
35,0
0.090909091,0
2,0
18.11111111,0
61.17241379,0
14,0
0,0
71,0
51,0
45.375,0
48.5,0
42,0
16,0
62,0
22.09090909,0
54.875,0
45,0
34.7254902,0
0,0
62,0
5,0
0,0
0,0
3.034482759,0
0,0
11.73529412,0
40,0
51.66666667,0
13,0
50.64516129,0
42,0
0,0
45.75,0
43,0
0,0
13,0
22,0
14.48611111,0
2.978142077,0
0,0
39.09090909,0
9.9,0
61,0
44,0
35,0
3,0
7.25,0
0,0
26,0
56,0
0,0
69,0
60,0
8.5,0
0,0
67,0
53,0
49,0
24.28571429,0
36,0
36.81818182,0
1,0
40,0
71,0
15.91891892,0
18.03773585,0
52,0
51,0
34,0
1.333333333,0
0,0
38,0
42.66666667,0
3,0
40,0
9,0
5,0
6.666666667,0
1,0
0,0
0,0
35,0
14,0
0,0
35,0
11.75,0
44.2,0
0,0
34,0
51,0
47.28571429,0
14.68055556,0
39.46153846,0
1.379310345,0
50.5,0
0,0
0,0
15,0
53.75,0
0,0
55,0
38,0
0,0
0,0
0,0
65,0
0,0
1,0
2,0
1.962962963,0
33.3,0
65,0
3,0
19.22222222,0
6,0
1.5,0
24.83333333,0
44,0
59,0
48.83333333,0
32,0
39.8,0
33,0
43.5,0
53,0
30,0
53,0
16.5,0
30,0
53,0
50.85714286,0
48,0
0,0
34,0
38,0
33.91666667,0
42,0
0,0
0,0
38,0
44,0
0,0
50.71428571,0
58,0
0,0
36,0
45,0
45,0
52.7,0
49,0
61,0
48,0
44,0
39,0
51,0
82.28571429,0
27,0
24,0
39,0
18,0
40.625,0
29.9047619,0
2.08,0
27,0
59,0
71.5,0
63,0
46,0
42.25,0
30,0
27.6,0
49.5,0
61,0
0,0
0,0
43,0
0,0
0,0
37,0
37.76923077,0
28,0
15,0
48,0
5,0
8,0
38.65789474,0
60,0
15,0
31.10958904,0
33,0
24,0
49,0
43.6,0
61,0
46,0
32,0
50,0
0,0
1,0
16,0
16.22222222,0
2,0
51,0
65,0
0,0
25,0
0,0
0,0
2,0
6.7,0
20.39208633,0
0.75,0
27,0
22.875,0
10,0
26.71875,0
0,0
42.57142857,0
0,0
0,0
69,0
58,0
50.04,0
0,0
32,0
32.28571429,0
1.88,0
14.5,0
39,0
48.12195122,0
1,0
43.52,0
45,0
67,0
27,0
43,0
27,0
4.181818182,0
11.94444444,0
9,0
8,0
37,0
48,0
36,0
0,0
50.57142857,0
25.75,0
55,0
27,0
0,0
2,0
27,0
1.5,0
0,0
38.77931034,0
0,0
45,0
0,0
70,0
66.6,0
63,0
0,0
53.27906977,0
20.5,0
41.8,0
0,0
0.890429958,0
80,0
60.64761905,0
44,0
0,0
43.76190476,0
64,0
46.33333333,0
2,0
4,0
66,0
54.30769231,0
54.56756757,0
16,0
0,0
42.125,0
45,0
27.26923077,0
41.80952381,0
0,0
45,0
44.33333333,0
0,0
44,0
41.01923077,0
23,0
40,0
59.53846154,0
0,0
8,0
0,0
46.75,0
5,0
67.5,0
1,0
32.75,0
0,0
60,0
43.33333333,0
10.28571429,0
53,0
41,0
0,0
55.6,0
32.89215686,0
22.84810127,0
16.25,0
60,0
21,0
48.13333333,0
40.70588235,0
0,0
51.92307692,0
40,0
38,0
13,0
35.17647059,0
18,0
10,0
49,0
44,0
52.66666667,0
39,0
40,0
38,0
15,0
61.8,0
39,0
37.96969697,0
64.64814815,0
55.33333333,0
41,0
23.64041995,0
85,0
51,0
1,0
44,0
0,0
1.454545455,0
2,0
47,0
0,0
0,0
27.76923077,0
32.54545455,0
13.5,0
31.32394366,0
64,0
51,0
40,0
50,0
62,0
44,0
42,0
69,0
50,0
16,0
28.88235294,0
26.95,0
24.96825397,0
30.71428571,0
51.73076923,0
23.51685393,0
48,0
62.73684211,0
0,0
67,0
66.13333333,0
45.92307692,0
52,0
62,0
60.9375,0
49,0
55,0
43.45833333,0
42,0
27.98591549,0
0.75,0
6,0
37,0
30,0
44.8,0
36,0
13.2,0
27.33333333,0
30,0
9,0
19,0
33,0
48.85714286,0
0,0
49,0
0,0
38,0
32.2962963,0
26,0
39.56969697,0
50,0
3,0
18.22222222,0
23.29545455,0
32.28571429,0
9,0
0,0
33.42268041,0
2,0
23.43380855,0
21,0
49,0
43,0
38,0
16,0
3.5,0
0,0
12,0
10.58823529,0
29,0
49.8,0
30.70967742,0
20.66666667,0
37,0
29.8974359,0
49,0
25.75,0
2,0
39,0
9.5625,0
22,0
11.02040816,0
34.2,0
3.5,0
38.75,0
0,0
32.02564103,0
50,0
55.59259259,0
50.86666667,0
2,0
34,0
38.5,0
58,0
61,0
47.2826087,0
0,0
0,0
1,0
9.2,0
58.4,0
41,0
59,0
31.69565217,0
49,0
52,0
9,0
58.5,0
24,0
47.25,0
54,0
51.59375,0
44.33333333,0
6.04,0
68.22857143,0
60.6,0
37.63492063,0
41.25,0
6.3,0
0.147058824,0
20.72043011,0
59,0
39,0
22.33333333,0
18,0
0,0
0,0
47,0
0,0
65.13333333,0
32,0
45,0
37,0
48,0
52,0
43,0
48.96153846,0
0,0
33,0
65,0
62.35294118,0
0,0
50,0
0,0
54,0
38,0
0,0
56,0
40,0
56,0
63.33333333,0
58,0
0,0
0,0
64.33333333,0
1,0
53.5,0
45,0
9,0
0,0
0,0
50.66666667,0
9.2,0
29,0
53,0
70,0
53,0
37,0
56,0
6.8,0
42,0
63,0
10,0
0,0
27,0
34.375,0
36.75510204,0
42,0
54,0
5.25,0
47.33333333,0
31,0
75,0
30,0
6,0
35.85714286,0
59,0
58,0
0,0
48.76,0
63,0
58.33333333,0
0,0
59,0
49,0
14.33333333,0
12,0
17,0
0,0
46.81034483,0
2.8,0
0,0
0,0
5.615384615,0
0,0
47,0
39.66666667,0
0,0
0,0
0,0
16,0
47,0
36.55445545,0
64,0
0,0
0,0
63.55555556,0
48.1875,0
38,0
44,0
45,0
60,0
0,0
33.38888889,0
77,0
0,0
0,0
68.525,0
31,0
16.66666667,0
62,0
51.5,0
49,0
35,0
42,0
47,0
45,0
76,0
45,0
60.25,0
41.71428571,0
53,0
56,0
41.08695652,0
57.88652482,0
38,0
25.45454545,0
0,0
68,0
57.89215686,0
56.5,0
62,0
62,0
3,0
14,0
36,0
34,0
47,0
32,0
42,0
29.25,0
23,0
64,0
26.19444444,0
4.823529412,0
57,0
36,0
54.5,0
0,0
55,0
19,0
6,0
3,0
34.66666667,0
11,0
3.913043478,0
45.75,0
52,0
60.5,0
5.8,0
92,0
57.14285714,0
0,0
55.66666667,0
6.125,0
6,0
7,0
10.11764706,0
53,0
41.25,0
12,0
46.8,0
12.5210084,0
67,0
35,0
50,0
1,0
42.27027027,0
60,0
0,0
31.125,0
61,0
66.575,0
60,0
57.75,0
57,0
51.33333333,0
0,0
23.5,0
33.92647059,0
52.5,0
50.41666667,0
58,0
0,0
51.5,0
43.5,0
52.875,0
0,0
43.08695652,0
0,0
50,0
26.17241379,0
39.6,0
42.8,0
44,0
46,0
74,0
29,0
5,0
66.03846154,0
37,0
57.5,0
0,0
28.51272016,0
48,0
35,0
57.56666667,0
35.8125,0
34,0
3,0
46,0
34.375,0
48,0
22,0
39,0
39.34375,0
43,0
48,0
47,0
42.64285714,0
46.875,0
44.1,0
22,0
51,0
60,0
43.75,0
27.28571429,0
34,0
20.65202109,0
0,0
44,0
30,0
7.695652174,0
1,0
40,0
67.5,0
0,0
38.90322581,0
10,0
16,0
39,0
11.69230769,0
0,0
53.4,0
42,0
0,0
0,0
3.2,0
5.846501129,0
0,0
49,0
56,0
52.52631579,0
67,0
0,0
24,0
0.181818182,0
58.33333333,0
0,0
37,0
0,0
64.25,0
68,0
74,0
43,0
39.0141844,0
33.57142857,0
41,0
23,0
0.1,0
38.875,0
63,0
0,0
0,0
51.27272727,0
62.64705882,0
56,0
35.46153846,0
12.90725806,0
57,0
45,0
79.2,0
1.071428571,0
22.125,0
68,0
62,0
0,0
0,0
36,0
70,0
16.11009174,0
34,0
52,0
58.33333333,0
58,0
42.8,0
1,0
1,0
0,0
0,0
60,0
1,0
0,0
53.55882353,0
0,0
63,0
45.33333333,0
48,0
0,0
54,0
18.47368421,0
29,0
54.33884298,0
0,0
5,0
47.25,0
2,0
24,0
0,0
53.71084337,0
39,0
44.25,0
0,0
32,0
8,0
0,0
36.33333333,0
24,0
8,0
0,0
50,0
35,0
62.25,0
7,0
1,0
48,0
9.2,0
0,0
57.23809524,0
50,0
13.11764706,0
1,0
3,0
0,0
0,0
7,0
30,0
0,0
1,0
54,0
54.85714286,0
67.81818182,0
1,0
65,0
0,0
21,0
17,0
35.33333333,0
41,0
0,0
46,0
55.33333333,0
4.173913043,0
40,0
9.2,0
64,0
38,0
56,0
56.5,0
37,0
51.5,0
14,0
64.21428571,0
34.15,0
50,0
44,0
64,0
45,0
3,0
1,0
18,0
0,0
36.6,0
0,0
2,0
0,0
0,0
0,0
16.66666667,0
35,0
0,0
33.66666667,0
40,0
40,0
0,0
0,0
0,0
44.5,0
76,0
24,0
24,0
1.41509434,0
37.4,0
46.3,0
29,0
70,0
10,0
51,0
42,0
60.71428571,0
44,0
54,0
7,0
42,0
0,0
39.2,0
8,0
53.18181818,0
31.1,0
39.69767442,0
49,0
10.11363636,0
0,0
0,0
0,0
40,0
62,0
17.625,0
27.77777778,0
56.25,0
39.25,0
60.07692308,0
0,0
52,0
49,0
30.47058824,0
25.33333333,0
44,0
44,0
26,0
22.382494,0
60,0
33.75,0
4.38028169,0
7.297297297,0
24,0
38,0
6.298850575,0
34.29411765,0
24,0
54.375,0
66.4,0
0,0
47,0
0,0
47,0
57,0
46,0
43,0
0.041666667,0
39.28571429,0
46,0
0,0
37,0
0,0
45.75,0
57,0
36,0
1,0
59,0
0,0
0,0
63,0
56.25,0
61,0
35,0
52,0
39.33333333,0
38,0
50.5,0
37,0
22.875,0
49.5,0
10.01532567,0
43,0
9,0
25.25,0
44,0
54,0
3,0
14.5,0
25,0
12,0
28.5,0
56,0
44.44186047,0
0,0
49.5625,0
43.60465116,0
0,0
1.5,0
0,0
31,0
31,0
60,0
43,0
2,0
0,0
22,0
0,0
29.21311475,0
61.85714286,0
65,0
54,0
0,0
38,0
37.33333333,0
69,0
48,0
69,0
41,0
44,0
61,0
22,0
0,0
38.66666667,0
65,0
62,0
48.85714286,0
39.50980392,0
39.5375,0
77,0
0,0
70.93548387,0
40,0
2,0
47.11627907,0
67,0
44,0
34,0
49.75,0
0,0
67,0
5.333333333,0
56,0
0,0
42.54347826,0
24,0
0,0
1,0
60,0
56,0
36,0
43,0
58,0
0,0
55.83544304,0
40,0
56.3,0
54,0
50.33333333,0
58,0
38,0
64,0
0,0
60,0
15.78301887,0
49,0
41.75,0
53,0
40,0
0,0
40.25,0
0,0
36,0
25.83333333,0
53,0
41.57692308,0
74,0
0,0
45,0
64,0
20,0
47,0
0,0
39,0
0,0
0,0
6.444444444,0
27,0
50,0
0,0
39,0
0.2,0
69.90909091,0
51,0
49,0
28,0
17.66666667,0
47,0
46.23529412,0
15,0
33.46153846,0
51.5,0
51,0
55,0
67,0
15.41666667,0
25.65158371,0
0,0
40,0
0,0
0,0
5,0
65.33333333,0
41,0
42.25,0
0,0
46.48484848,0
0,0
64,0
71.33333333,0
0,0
36,0
1,0
55.57142857,0
24,0
23.66666667,0
42.88235294,0
0,0
0,0
62.8,0
2.666666667,0
0,0
51,0
24,0
47.6,0
45,0
0,0
0,0
2,0
42,0
49.25,0
7.090909091,0
38.5,0
62,0
53,0
0,0
21,0
48,0
53,0
38.0754717,0
23.31818182,0
0.227272727,0
0,0
22.75757576,0
0,0
8.612903226,0
21,0
0,0
39.31609195,0
37.66666667,0
0,0
0,0
62,0
39,0
42.66666667,0
45,0
49.75,0
48,0
60,0
53,0
4,0
35,0
67,0
31,0
39,0
42,0
4,0
1,0
58,0
55,0
44.5625,0
44,0
0.25,0
45,0
41,0
34.04672897,0
26,0
41.80597015,0
47.32142857,0
0,0
34.1971831,0
49,0
26.53333333,0
47,0
0,0
0,0
66,0
40,0
24,0
8,0
62,0
69,0
56,0
58,0
39.33333333,0
44,0
0,0
0,0
39,0
41,0
0,0
0,0
0,0
56,0
45,0
39,0
38,0
37,0
53,0
72.90825688,0
64,0
0,0
0,0
0,0
14,0
61,0
56,0
55,0
49,0
0,0
34.7,0
34.4,0
42.75,0
26,0
36.8,0
0,0
0,0
0,0
0,0
29.71428571,0
61,0
26,0
37,0
34,0
48,0
59,0
44.66666667,0
0,0
47,0
59.33333333,0
46,0
49,0
37.35714286,0
65.07692308,0
61.5,0
69,0
51,0
5,0
20.11111111,0
20.63636364,0
63,0
42,0
44.22222222,0
46.5,0
46.66666667,0
0.472222222,0
54.9047619,0
0,0
0,0
75.19512195,0
0,0
34,0
37,0
28,0
14,0
42,0
0,0
32.6,0
11,0
42,0
53.2,0
70,0
0,0
38,0
24.85185185,0
48.61734694,0
21.375,0
45,0
69,0
45.76923077,0
63.66666667,0
0,0
0,0
60,0
34,0
13.51724138,0
0,0
0,0
0,0
0,0
21.03333333,0
40,0
53.5,0
37,0
37,0
33.46153846,0
34,0
56.5,0
52.75,0
67.36363636,0
26.4,0
42,0
5.978723404,0
54,0
2.379432624,0
36,0
47,0
45,0
45,0
40.91304348,0
0,0
58,0
69,0
24.52531646,0
34.33333333,0
71,0
2,0
6.36,0
53,0
15.4,0
41,0
47.26086957,0
32.21428571,0
0,0
0,0
9.705882353,0
0,0
0,0
5,0
50.42857143,0
23.125,0
0,0
10,0
29.21428571,0
40,0
3,0
46,0
35,0
41,0
20.66666667,0
42,0
47.14285714,0
44,0
48,0
59.7,0
25,0
16.5,0
37,0
52,0
33,0
0,0
37.34375,0
49,0
35,0
48,0
49,0
29.5,0
42,0
0,0
55,0
24.16666667,0
1,0
0,0
48.33333333,0
40.68,0
36.6,0
25.25,0
0,0
47.33333333,0
0,0
42,0
77,0
54,0
33,0
38.28813559,0
23.22222222,0
31,0
1.04,0
42,0
5,0
79,0
54.6,0
55,0
37.6,0
0,0
0,0
1.241106719,0
5,0
15.71428571,0
46,0
20.125,0
46.5,0
43,0
64,0
62,0
64,0
0,0
58.5,0
1,0
26.5,0
79,0
67,0
0,0
61,0
49,0
48,0
61.33333333,0
0,0
0,0
40,0
39.30769231,0
56,0
0,0
7.816326531,0
30.44827586,0
48,0
14.75,0
16.71428571,0
35,0
51,0
44,0
55,0
18.74045802,0
26.66666667,0
62,0
55.0625,0
0,0
40.25,0
28.83333333,0
32.95238095,0
0,0
39,0
55.05555556,0
46,0
50,0
0,0
58.54545455,0
32.28571429,0
37,0
46,0
37,0
32.82352941,0
54,0
19,0
42,0
61,0
30,0
40,0
16.85,0
59,0
4.195121951,0
65,0
49.5,0
63,0
33.40776699,0
31,0
0,0
7.1625,0
48,0
31.2826087,0
50,0
61,0
35,0
19.61538462,0
57.25,0
0,0
10.16666667,0
60.66666667,0
59,0
0,0
19.33333333,0
47,0
0,0
0,0
34,0
56,0
38.5,0
20.6,0
21,0
39,0
0,0
28,0
63,0
1.2,0
39,0
53.33333333,0
3.666666667,0
48,0
0,0
0,0
65.18987342,0
54.4,0
34,0
52.4,0
8,0
75,0
39.71428571,0
39,0
46,0
44.39130435,0
0,0
21,0
46,0
11.04918033,0
62.6,0
0,0
0,0
55.36111111,0
68,0
23.66666667,0
53,0
66,0
40,0
64,0
66,0
52,0
47,0
31.92307692,0
35.09836066,0
58,0
0,0
22.5,0
0,0
59.08333333,0
42,0
30.34615385,0
13.90909091,0
16,0
21.71428571,0
16.22097378,0
19.5,0
41,0
56,0
62,0
19,0
68,0
0,0
49,0
33,0
0,0
64,0
67,0
41.96551724,0
0,0
0,0
9,0
47,0
55,0
47.16666667,0
32,0
60.33333333,0
9.710526316,0
41,0
52,0
60,0
48,0
48,0
37.54166667,0
0,0
0,0
0.857142857,0
23.88888889,0
18.57142857,0
64,0
43,0
48,0
63.8,0
58,0
45.15,0
0,0
39.74,0
0,0
0,0
0,0
0,0
32,0
54,0
43.7,0
43.7,0
30,0
72,0
52.75,0
37.35714286,0
39,0
63,0
26.33333333,0
36,0
29,0
27.6,0
55.25,0
46,0
62.66666667,0
26,0
30.2,0
52,0
42,0
60,0
43,0
83,0
0,0
39.33333333,0
56,0
0,0
0,0
34,0
1,0
51.33333333,0
0.522613065,0
44,0
34,0
0,0
0,0
0,0
60.4,0
25,0
26.4,0
18,0
48,0
42,0
41.66666667,0
1.85,0
61,0
61,0
42,0
44,0
0,0
30.5,0
58,0
56.5,0
85,0
0,0
9.4,0
71.96,0
44,0
57,0
32.31578947,0
58.93478261,0
0,0
0,0
42,0
56.33333333,0
52.5,0
75.4,0
61,0
65.66666667,0
40,0
35,0
34.82352941,0
35,0
0,0
20.6,0
0,0
33,0
52,0
68.28571429,0
25,0
49,0
57.75,0
23.5625,0
31.2962963,0
32.625,0
4,0
39.33333333,0
47,0
23,0
59,0
33.88590604,0
36,0
18,0
47.20318237,0
55,0
1,0
8,0
12,0
20,0
14,0
38,0
0,0
44,0
52,0
0,0
21.42857143,0
0,0
53.5,0
18.18333333,0
39.00833333,0
35.66666667,0
35,0
36.44444444,0
48,0
38.75,0
54.33333333,0
48,0
17,0
32.25,0
23,0
43.5,0
0,0
27,0
41.66666667,0
36,0
35.88888889,0
0,0
32.5,0
24,0
42.33333333,0
39.18181818,0
0,0
40,0
27,0
52,0
7,0
0,0
5,0
12,0
35,0
61.33333333,0
24.83333333,0
58.42857143,0
34,0
10,0
9.666666667,0
35,0
1,0
37.88461538,0
42.5,0
45,0
25.72727273,0
31.46153846,0
29.32222222,0
38.14285714,0
34,0
42,0
35.5,0
39,0
12.5,0
44,0
60,0
31,0
53.66666667,0
55.85294118,0
1.833333333,0
24.28571429,0
35,0
34.73170732,0
56.8,0
31.66666667,0
23.6,0
27.80204778,0
7,0
24,0
33,0
32,0
48.8125,0
52,0
23.5,0
0,0
42,0
35.59574468,0
38.33333333,0
51.92,0
29.2,0
41,0
49.25,0
50,0
41,0
9.9,0
59,0
19.38235294,0
45,0
62,0
44,0
45.9,0
23,0
41,0
0,0
46,0
2.7,0
51,0
56.57142857,0
20,0
52,0
35.03882476,0
34.25,0
51,0
25.33333333,0
47,0
39,0
0,0
31,0
0,0
21,0
38.13333333,0
31.8,0
77,0
34,0
63,0
30.55072464,0
8.666666667,0
48,0
39,0
34.11111111,0
30.23628692,0
17.9,0
20,0
46,0
29,0
31,0
52.5,0
48.5,0
58,0
3,0
57,0
16,0
60,0
63.91860465,0
30.80645161,0
41,0
30,0
35.66666667,0
27.18421053,0
58,0
41,0
51,0
38.2,0
0,0
56,0
37,0
33,0
1,0
